职位,薪酬,城市,公司名称,公司类型,公司规模（人）,公司经营方向,发布日期
C++软件工程师,0.9-1.4万/月,广州-荔湾区,广州汉光电气股份有限公司,民营公司,150-500人,仪器仪表/工业自动化,08-15
软件开发工程师,1-1.5万/月,上海,上海杰智电工科技有限公司,民营公司,,电子技术/半导体/集成电路,08-15
DSP软件工程师,1-1.6万/月,深圳-南山区,深圳市华晟智源科技有限公司,民营公司,少于50人,新能源,08-15
C++/C#软件工程师,1.2-1.8万/月,深圳-南山区,深圳市湘聚实业有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
软件工程师C++,0.8-1.3万/月,武汉-洪山区,武汉利德测控技术有限公司,上市公司,150-500人,仪器仪表/工业自动化,08-15
软件工程师（monitor）,1-1.5万/月,深圳,深圳市隆利科技股份有限公司,民营公司,1000-5000人,电子技术/半导体/集成电路,08-15
软件工程师,1.5-2万/月,深圳-龙华区,南方中研（深圳）科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
.NET软件工程师,1-1.5万/月,无锡-无锡新区,上海挚达科技发展有限公司,民营公司,150-500人,汽车,08-15
软件工程师,0.8-1.3万/月,昆山,江苏延长桑莱特新能源有限公司,合资,50-150人,新能源,08-15
电控软件工程师,0.8-1.6万/月,广州-番禺区,广州菲亚兰德科技有限公司,民营公司,500-1000人,电子技术/半导体/集成电路,08-15
高级软件工程师,1.5-2万/月,上海,上海逸动医学科技有限公司,民营公司,,医疗设备/器械,08-15
对日JAVA初级软件工程师,1-1.5万/月,上海-黄浦区,上海海隆信技软件有限公司,民营公司,1000-5000人,计算机软件,08-15
高级嵌入式软件工程师（电机驱动器方向）,1.5-3万/月,上海,上海邦邦机器人有限公司,民营公司,,建筑/建材/工程,08-15
32位MCU开发软件工程师,0.8-1.5万/月,深圳-龙华区,深圳联合辉腾科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,1-1.5万/月,武汉-东湖新技术产业开发区,武汉千帆动力技术有限公司,民营公司,50-150人,新能源,08-15
软件工程师,1-1.5万/月,苏州-吴江区,苏州冷杉精密仪器有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
嵌入式软件工程师,25-35万/年,上海-浦东新区,上海工物高技术产业发展有限公司,国企,50-150人,学术/科研,08-15
嵌入式软件工程师,10-15万/年,青岛-城阳区,青岛宏孚联通信技术有限公司,民营公司,50-150人,通信/电信/网络设备,08-15
嵌入式软件工程师,0.7-1万/月,成都-郫都区,四川创宏电气有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,1.5-2万/月,上海-嘉定区,上海水成环保科技股份有限公司,民营公司,50-150人,环保,08-15
软件开发工程师,1.5-2万/月,上海,江铜国际贸易有限公司,合资,50-150人,贸易/进出口,08-15
软件工程师,1-1.5万/月,广州-天河区,广州南雪药业有限公司,民营公司,500-1000人,制药/生物工程,08-15
软件工程师,1-1.5万/月,西安-高新技术产业开发区,西安灵境科技有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-15
软件工程师,1.5-2万/月,深圳-南山区,深圳市绿洲光生物技术有限公司,民营公司,少于50人,环保,08-15
软件开发工程师（社招）,0.7-1.4万/月,苏州,苏州清越光电科技股份有限公司,政府机关,,政府/公共事业,08-15
嵌入式软件工程师,0.6-1.2万/月,成都-郫都区,成都亿佰特电子科技有限公司,民营公司,150-500人,通信/电信/网络设备,08-15
上位机软件工程师,0.7-1.2万/月,成都-高新区,四川戎胜兴邦科技股份有限公司,民营公司,少于50人,计算机软件,08-15
软件工程师,1-1.8万/月,北京-海淀区,奥帝（北京）信息技术有限公司,民营公司,少于50人,计算机软件,08-15
嵌入式软件工程师,4-6千/月,苏州-工业园区,哈夫曼数字技术（苏州）有限公司,创业公司,少于50人,电子技术/半导体/集成电路,08-15
软件开发工程师,10-15万/年,深圳,广州市运通水务有限公司,民营公司,50-150人,环保,08-15
软件工程师,1-1.5万/月,深圳-福田区,深圳希玛林顺潮眼科医院,外资（非欧美）,500-1000人,医疗/护理/卫生,08-15
嵌入式软件工程师,0.6-1.2万/月,深圳-宝安区,深圳市智天物联科技有限公司,民营公司,150-500人,通信/电信/网络设备,08-15
嵌入式软件工程师(000593),2-2.5万/月,西安,西安铂力特增材技术股份有限公司,民营公司,500-1000人,机械/设备/重工,08-15
（社招）自动化软件开发工程师,4.5-8千/月,昆山,仁宝信息技术（昆山）有限公司,民营公司,,电子技术/半导体/集成电路,08-15
（社招）软件开发工程师,1.6-2.5万/月,昆山,环鸿电子（昆山）有限公司,民营公司,,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,10-18万/年,厦门-翔安区,厦门纵能电子科技有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
软件工程师,1-2万/月,昆山,昆山佰奥智能装备股份有限公司,上市公司,500-1000人,家具/家电/玩具/礼品,08-15
ERP软件工程师,1-1.5万/月,广州-天河区,华胜连锁（奔宝奥豪华车专修）,民营公司,5000-10000人,汽车,08-15
软件工程师（中高级）,30-50万/年,广州-黄埔区,广州斯坦雷电气有限公司,合资,1000-5000人,汽车零配件,08-15
嵌入式软件工程师,0.8-1.5万/月,重庆,重庆中星微人工智能芯片技术有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
软件工程师,1-2万/月,深圳-龙岗区,矽电半导体设备（深圳）股份有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-15
C#软件工程师,0.8-1.3万/月,上海-徐汇区,上海复软信息科技有限公司,民营公司,50-150人,计算机软件,08-15
嵌入式软件工程师,0.6-1万/月,无锡,尼得科康迪克电梯技术（无锡）有限公司,外资（欧美）,50-150人,仪器仪表/工业自动化,08-15
软件工程师,5-6.5千/月,惠州,惠州市华阳数码特电子有限公司,民营公司,500-1000人,汽车零配件,08-15
软件工程师,6-8千/月,北京,北京同方光盘股份有限公司,上市公司,少于50人,计算机硬件,08-15
应用软件开发工程师,2-3万/月,深圳-光明区,深圳市光与生物科技有限公司,民营公司,少于50人,医疗设备/器械,08-15
SMT软件接口软件开发工程师,1.5-2万/月,深圳-宝安区,深圳芯光智能信息有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
产品经理/嵌入式软件工程师,1-2万/月,广州-白云区,广州盛业电子商务有限公司,民营公司,150-500人,互联网/电子商务,08-15
中级嵌入式软件工程师,1.5-2万/月,深圳-南山区,深圳市辰卓科技有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
软件开发工程师,0.7-1.5万/月,上海-普陀区,上海商传互联网科技有限公司,民营公司,50-150人,互联网/电子商务,08-15
(IT Engineer) 软件工程师,0.8-1万/月,上海-黄浦区,海默巴赫信息技术服务（北京）有限公司,外资（欧美）,1000-5000人,计算机服务(系统、数据服务、维修),08-15
单片机软件开发工程师,1.5-2万/月,深圳-南山区,深圳视触科技有限公司,民营公司,少于50人,计算机软件,08-15
嵌入式软件工程师,1-1.5万/月,北京-朝阳区,苏州科易新动力科技有限公司,民营公司,150-500人,汽车,08-15
应用软件工程师,1-2万/月,上海-闵行区,上海大郡动力控制技术有限公司,合资,150-500人,汽车,08-15
软件工程师C语言嵌入式,1-1.5万/月,广州-南沙区,广州迈斯宝新能源科技有限公司,民营公司,50-150人,新能源,08-15
软件开发工程师,1.5-2万/月,武汉-东湖新技术产业开发区,苏州海伯利安机器人科技有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
软件开发工程师,0.8-1.5万/月,杭州-钱塘区,杭州将心智策科技有限公司,民营公司,少于50人,计算机软件,08-15
.Net软件开发工程师双休五险一金,0.6-1万/月,济南-历下区,山东登锐信息科技有限公司,民营公司,50-150人,计算机软件,08-15
嵌入式软件工程师,20-30万/年,深圳,深圳市永旭兴业科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
软件开发工程师,1-1.5万/月,深圳-龙华区,深圳市保途者科技有限公司,民营公司,50-150人,汽车,08-15
应届助理软件工程师,0.8-1万/月,深圳-宝安区,深圳市鑫凌波电子有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
软件开发工程师,1.2-1.8万/月,成都-高新区,成都通达立讯科技有限公司,民营公司,少于50人,通信/电信/网络设备,08-15
C++软件开发工程师,1.5-2.6万/月,上海-闵行区,上海铼钠克数控科技股份有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
DSP软件工程师,1.5-2万/月,深圳-南山区,深圳市知行智驱技术有限公司,民营公司,50-150人,汽车,08-15
医疗软件工程师（C++）,2-3万/月,北京-朝阳区,北京歌锐科技有限公司,民营公司,少于50人,医疗设备/器械,08-15
软件工程师,2-3万/月,南京-江宁区,江苏亿连通信技术有限公司,民营公司,少于50人,通信/电信/网络设备,08-15
c++软件开发工程师（五险一金+双休+餐补）,6-9千/月,西安-碑林区,西安艾科特声学科技有限公司,国企,少于50人,电子技术/半导体/集成电路,08-15
java 软件工程师,0.8-1万/月,上海,上海万格生物科技有限公司,民营公司,50-150人,医疗设备/器械,08-15
嵌入式软件工程师-广州番禺,1.2-1.6万/月,广州,广州同飞家电有限公司,外企代表处,少于50人,贸易/进出口,08-15
底层驱动软件工程师,1.5-3.5万/月,深圳-福田区,布鲁萨（深圳）电子技术有限责任公司,外资（欧美）,150-500人,新能源,08-15
C++软件工程师,1-2万/月,重庆-沙坪坝区,深圳普门科技股份有限公司,上市公司,500-1000人,医疗设备/器械,08-15
C++软件开发工程师,1.2-1.5万/月,广州,广州王石软件技术有限公司,民营公司,少于50人,计算机软件,08-15
技术研发小组负责人/Java高级软件工程师,0.8-1万/月,武汉-武昌区,深圳市比特流科技有限公司,民营公司,,计算机软件,08-15
软件工程师,1.2-2万/月,上海-奉贤区,上海陆灵精密机械有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
高级软件工程师（Java或.net）,1-1.8万/月,深圳-福田区,赞华电子系统（深圳）有限公司,外资（非欧美）,150-500人,计算机服务(系统、数据服务、维修),08-15
.NET软件工程师,1-2万/月,武汉,湖北京山轻工机械股份有限公司,上市公司,1000-5000人,机械/设备/重工,08-15
C#上位机软件工程师,1-1.5万/月,深圳-宝安区,东莞中创智能制造系统有限公司,民营公司,50-150人,计算机软件,08-15
应用软件工程师/上位机,0.8-1.8万/月,广州-黄埔区,广州铭创通讯科技有限公司,民营公司,50-150人,通信/电信/网络设备,08-15
MCU软件工程师,1.5-4万/月,上海-闵行区,新阳荣乐（上海）汽车电子有限公司,合资,50-150人,汽车,08-15
自动化软件工程师,1.5-3.5万/月,昆山,苏州希盟科技股份有限公司,民营公司,150-500人,仪器仪表/工业自动化,08-15
嵌入式软件工程师,1.5-2万/月,昆山,上海卓迈汽车技术服务有限公司,民营公司,50-150人,汽车,08-15
Java开发软件工程师,1-1.5万/月,天津-滨海新区,巡扬智能科技（上海）有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
资深嵌入式软件工程师,1.5-2万/月,深圳-福田区,深圳市祺丰智能机器人科技有限公司,民营公司,少于50人,计算机软件,08-15
初级嵌入式软件工程师,10-15万/年,天津-滨海新区,天津维晟微科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
Java软件开发/软件工程师/五险一金/接受实习生,4.5-6千/月,成都-武侯区,成都零牛科技有限公司,民营公司,,计算机软件,08-15
高级嵌入式软件开发工程师,1.5-2.5万/月,深圳-南山区,深圳市讯美智联电子有限公司,民营公司,少于50人,通信/电信/网络设备,08-15
软件工程师,0.6-1.5万/月,苏州,辉创电子科技（苏州）有限公司,外资（非欧美）,500-1000人,汽车,08-15
自动化软件工程师,1.2-1.5万/月,苏州-工业园区,苏州光舵微纳科技股份有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
中级软件工程师,1-1.5万/月,杭州,华立集团股份有限公司,民营公司,10000人以上,多元化业务集团公司,08-15
软件工程师（双休、五险一金）,0.5-1万/月,西安-高新技术产业开发区,西安宏源视讯设备有限责任公司,民营公司,50-150人,机械/设备/重工,08-15
JAVA软件工程师,0.8-1.5万/月,长沙-长沙县,株洲长河电力机车科技有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
机电软件工程师,0.5-1万/月,保定,海峡德越（北京）科技有限公司,民营公司,少于50人,贸易/进出口,08-15
C++软件开发工程师,1.5-2.5万/月,上海,上海晓材科技有限公司,合资,50-150人,计算机软件,08-15
软件工程师,1.1-1.8万/月,深圳-南山区,深圳市博巨兴微电子科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
Java软件开发工程师,5-8千/月,重庆-渝北区,重庆劳格科技有限公司,民营公司,少于50人,计算机软件,08-15
嵌入式软件工程师,1-2万/月,上海-松江区,上海朝辉压力仪器有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
嵌入式软件工程师,0.6-1万/月,深圳,深圳市优卡特电子有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,1-1.4万/月,大连-高新园区,大连卓讯软通科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
单片机软件工程师,1-1.5万/月,深圳-宝安区,深圳市傲雷电商科技股份有限公司,民营公司,1000-5000人,电子技术/半导体/集成电路,08-15
移动端软件开发工程师（重庆）,0.8-1.5万/月,重庆-渝北区,中远海运科技股份有限公司,国企,1000-5000人,计算机软件,08-15
.NET软件工程师/软件工程师,1-2万/月,上海-浦东新区,上海众耘数码科技发展有限公司,民营公司,少于50人,计算机软件,08-15
嵌入式软件工程师,1-1.8万/月,广州,威创集团股份有限公司,上市公司,500-1000人,计算机硬件,08-15
ERP软件开发工程师,1-1.5万/月,苏州,苏州市龙伸信息科技有限公司,民营公司,少于50人,计算机软件,08-15
嵌入式高级软件工程师,1.8-2.5万/月,苏州-高新区,爱士惟新能源技术（江苏）有限公司,外资（非欧美）,150-500人,新能源,08-15
软件开发工程师,1-2万/月,温州-龙湾区,浙江晋达柔性智能装备有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
Java全栈软件工程师,1-1.5万/月,杭州-西湖区,浙江志库数字技术有限责任公司,民营公司,少于50人,计算机软件,08-15
软件开发工程师,1.5-2万/月,深圳-宝安区,深圳赛尔智控科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
软件工程师,1-1.8万/月,深圳-南山区,深圳市麦道微电子技术有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
软件工程师（PC端）,1.5-3万/月,深圳-宝安区,深圳市卓兴半导体科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
软件开发工程师（问道）,12-24万/年,武汉,黄鹤楼科技园（集团）有限公司,国企,1000-5000人,多元化业务集团公司,08-15
软件工程师,1.5-2万/月,深圳-宝安区,深圳市东圣源达科技有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,0.8-1.5万/月,上海,浙江我武生物科技股份有限公司,上市公司,1000-5000人,制药/生物工程,08-15
电子软件工程师,1-2万/月,嘉兴,浙江美大实业股份有限公司,上市公司,1000-5000人,家具/家电/玩具/礼品,08-15
嵌入式LINUX/OPENWRT软件开发工程师,1.5-3万/月,深圳-宝安区,思翼科技（深圳）有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,1-3万/月,上海-金山区,蓝海智能科技有限公司,国企,50-150人,电子技术/半导体/集成电路,08-15
电子软件开发工程师（单片机）,1-2万/月,深圳-南山区,增你强（深圳）科技有限公司,上市公司,150-500人,电子技术/半导体/集成电路,08-15
高级软件工程师,1.8-2.5万/月,昆山,优瑞玛特合心（上海）自动化科技有限公司,合资,50-150人,汽车,08-15
C++音视频中高级软件开发工程师,1-2万/月,成都,成都叁体视讯科技有限公司,民营公司,少于50人,计算机软件,08-15
软件工程师,1-1.5万/月,上海-嘉定区,上海采起电子技术服务有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
单片机软件工程师,0.8-1.3万/月,南京-浦口区,江苏博纳雨田通信电子有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,0.9-1.8万/月,深圳-光明区,深圳思凯测试技术有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
软件工程师（IT系统开发）,0.8-1.2万/月,南京-江宁区,汉桑（南京）科技有限公司,外资（非欧美）,1000-5000人,电子技术/半导体/集成电路,08-15
无线通讯软件工程师,1.2-2万/月,南京-雨花台区,富士康（南京）通讯有限公司,外资（非欧美）,150-500人,通信/电信/网络设备,08-15
QT软件开发工程师,0.8-2万/月,成都-高新区,成都睿芯行科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
软件工程师（调度系统）,1-1.5万/月,西安-经济技术开发区,西安达升科技股份有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
QT C/C++软件工程师,1-1.5万/月,长沙-长沙县,湖南中力皓电子科技有限公司,民营公司,50-150人,计算机硬件,08-15
软件开发工程师,1.5-2万/月,上海-浦东新区,恒意得机器视觉,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-15
Linux C软件工程师,0.7-1.5万/月,上海-浦东新区,上海金电网安科技有限公司,民营公司,50-150人,通信/电信/网络设备,08-15
高级GIS软件开发工程师,20-30万/年,深圳-南山区,测绘遥感信息工程国家重点实验室深圳研发中心,事业单位,少于50人,学术/科研,08-15
嵌入式软件工程师,0.6-1.2万/月,徐州-铜山区,江苏鸿鹄安全科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
软件工程师,1-1.3万/月,杭州-西湖区,上海昊视信息科技有限公司,民营公司,少于50人,计算机软件,08-15
嵌入式软件工程师,1-1.5万/月,南京-栖霞区,南京洛吉克电子科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
软件开发工程师 python/C#/js,18-36万/年,上海,上海东软载波微电子有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,0.8-1.2万/月,深圳-宝安区,哈勃智能传感（深圳）有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
软件工程师,1.2-1.8万/月,上海-徐汇区,上海美杰医疗科技有限公司,创业公司,少于50人,医疗设备/器械,08-15
软件开发工程师,1.5-2万/月,苏州-工业园区,苏州迪泰奇自动化科技有限公司,民营公司,50-150人,机械/设备/重工,08-15
视觉软件工程师,1-1.5万/月,东莞-南城区,东莞市傲通精密技术有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
协议软件开发工程师,0.8-1.6万/月,成都-青羊区,深圳市风云实业有限公司,民营公司,150-500人,通信/电信/网络设备,08-15
嵌入式软件工程师,1.5-2.5万/月,深圳-宝安区,深圳市凯信光电有限公司,民营公司,50-150人,家具/家电/玩具/礼品,08-15
.net软件开发工程师,0.6-1万/月,长沙-天心区,北京正橹航空服务有限公司,民营公司,50-150人,酒店/旅游,08-15
软件开发工程师,15-20万/年,南昌-青山湖区,江西东锐机械有限公司,民营公司,50-150人,机械/设备/重工,08-15
嵌入式软件工程师（WIFI路由）,1-1.5万/月,深圳-南山区,深圳市意天新电子有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
STM32单片机嵌入式软件工程师,1-1.5万/月,上海-普陀区,上海凌世电磁技术有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
嵌入式软件工程师,0.6-1.5万/月,青岛-李沧区,青岛安森克电子有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
软件工程师,0.7-1万/月,扬州,江苏笛莎公主文化创意产业有限公司,民营公司,500-1000人,互联网/电子商务,08-15
蓝牙耳机软件工程师（急聘）,1-3万/月,深圳-罗湖区,深圳市成研科技有限公司,民营公司,150-500人,贸易/进出口,08-15
嵌入式软件工程师,1-1.5万/月,深圳-宝安区,深圳市电应普科技有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-15
软件工程师C#、.net、,0.6-1.3万/月,青岛-崂山区,青岛海讯数字科技有限公司,民营公司,150-500人,计算机服务(系统、数据服务、维修),08-15
软件开发工程师,1.5-2万/月,上海-闵行区,上海红阵信息科技有限公司,民营公司,少于50人,计算机软件,08-15
嵌入式软件工程师,1-2万/月,深圳-南山区,深圳市沃达孚科技有限公司,民营公司,50-150人,通信/电信运营、增值服务,08-15
软件开发工程师(002219),1-1.5万/月,重庆-璧山区,重庆康佳光电技术研究院有限公司,国企,500-1000人,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,0.6-1.5万/月,上海-闵行区,上海华镇电子科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
五险+软件工程师,0.8-1万/月,广州-南沙区,广州星河软件科技有限公司,民营公司,少于50人,计算机软件,08-15
嵌入式软件工程师,1-2万/月,上海-宝山区,上海鼎经自动化科技股份有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
软件开发工程师-嵌入式方向,1-2万/月,上海,上海御渡半导体科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
软件开发工程师（全栈）,1.5-2万/月,珠海-珠海高新区,珠海泰斗云科技有限公司,民营公司,50-150人,计算机软件,08-15
嵌入式软件开发工程师（视频监控/流媒体传输方向）,3-4万/月,深圳-南山区,深圳市丛文安全电子有限公司,民营公司,50-150人,计算机软件,08-15
嵌入式软件工程师,0.7-1.5万/月,西安-雁塔区,西安中飞航空测试技术发展有限公司,国企,50-150人,航天/航空,08-15
嵌入式软件工程师,20-40万/年,上海-闵行区,上海路歌信息技术有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
嵌入式软件工程师,10-15万/年,苏州-高新区,苏州巨目光学科技有限公司,外资（非欧美）,50-150人,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,1-2万/月,苏州,凯迪吸尘器（苏州）有限公司,外资（欧美）,50-150人,家具/家电/玩具/礼品,08-15
软件工程师,0.7-2万/月,东莞-寮步镇,深圳市鑫信腾科技股份有限公司,民营公司,500-1000人,机械/设备/重工,08-15
嵌入式软件工程师,1.3-2.6万/月,南京-江宁区,广州海格通信集团股份有限公司南京研究所,上市公司,50-150人,通信/电信/网络设备,08-15
软件工程师,0.5-1万/月,杭州,杭州广安汽车电器有限公司,民营公司,150-500人,汽车,08-15
BMS软件工程师,2-2.5万/月,南京-江宁区,澄瑞电力科技（上海）有限公司南京分公司,民营公司,50-150人,新能源,08-15
软件开发工程师,1-1.5万/月,苏州-高新区,苏州信颐系统集成有限公司,民营公司,50-150人,建筑/建材/工程,08-15
高级嵌入式软件工程师,0.8-1.5万/月,长沙-开福区,湖南四灵电子科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
Winform/Asp.net 软件开发工程师 ( C/S ),0.8-1.6万/月,广州-黄埔区,广东商基网络科技有限公司,民营公司,50-150人,计算机软件,08-15
嵌入式软件工程师,1.2-1.8万/月,深圳,深圳市太美亚电子科技有限公司,民营公司,500-1000人,电子技术/半导体/集成电路,08-15
全栈软件开发工程师,2-2.5万/月,武汉-东湖新技术产业开发区,北京清环智慧水务科技有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
软件工程师,1.2-1.5万/月,南京-浦口区,南京天奥医疗仪器制造有限公司,民营公司,150-500人,医疗设备/器械,08-15
嵌入式软件工程师(C语言),1.2-2.2万/月,上海,上海华元创信软件有限公司,国企,50-150人,计算机软件,08-15
嵌入式软件工程师,1-2.5万/月,上海,上海拓仓科技有限公司,民营公司,少于50人,通信/电信/网络设备,08-15
软件工程师JAVA,0.8-1万/月,无锡,江苏新道格自控科技有限公司,国企,,政府/公共事业,08-15
C#软件工程师,1-1.5万/月,上海-浦东新区,翌颖科技（上海）有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
高级软件工程师,20-30万/年,北京,北京东西分析仪器有限公司,民营公司,150-500人,仪器仪表/工业自动化,08-15
wms软件工程师,1-2万/月,长沙-长沙县,湖南蓝天智能物流装备有限公司,民营公司,150-500人,机械/设备/重工,08-15
软件工程师,0.8-1.5万/月,苏州-工业园区,旺塔琦智能科技（苏州）有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
软件工程师2,0.6-1万/月,深圳-宝安区,深圳市海恒通科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
后端软件开发工程师,1.2-1.8万/月,上海-浦东新区,上海博奇汽车技术有限公司,民营公司,150-500人,汽车,08-15
软件工程师,0.8-1.5万/月,镇江-丹徒区,镇江原轼新型材料有限公司,民营公司,150-500人,原材料和加工,08-15
嵌入式软件工程师,0.8-1.5万/月,武汉-东湖新技术产业开发区,矽恩微电子（厦门）有限公司,外资（欧美）,500-1000人,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,1.2-2万/月,深圳-南山区,深圳华云时空技术有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
软件工程师,0.8-2万/月,昆山,昆山阿普顿自动化系统有限公司,外资（非欧美）,150-500人,仪器仪表/工业自动化,08-15
桌面软件工程师,0.8-1万/月,杭州-滨江区,杭州衣爱诚品服饰有限公司,民营公司,150-500人,服装/纺织/皮革,08-15
软件工程师,1.2-2.5万/月,深圳-南山区,深圳瑞光康泰科技有限公司,民营公司,150-500人,医疗设备/器械,08-15
软件工程师,1.5-2.5万/月,武汉-江夏区,熵智科技（深圳）有限公司,创业公司,50-150人,仪器仪表/工业自动化,08-15
软件工程师（工业控制方向）/上位机,1-1.5万/月,上海-松江区,上海责信智能科技有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
机器视觉软件工程师,0.7-1.4万/月,深圳-龙华区,深圳市颉立德智能科技有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
嵌入式软件工程师,0.5-1.5万/月,无锡-滨湖区,元点（无锡）通信工程有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
嵌入式软件开发工程师,1.2-1.6万/月,西安-雁塔区,希尔思仪表（深圳）有限公司,外资（欧美）,50-150人,仪器仪表/工业自动化,08-15
软件工程师,0.8-1.2万/月,成都-金牛区,四川拜安科技有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
嵌入式软件工程师,0.9-1.2万/月,中山-东凤镇,中山市新桂数控科技有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
软件开发工程师,1.5-2.5万/月,宁波-鄞州区,宁波长壁流体动力科技有限公司,民营公司,150-500人,机械/设备/重工,08-15
嵌入式软件工程师,1-2万/月,上海-嘉定区,上海王力电子电器有限公司,外资（非欧美）,50-150人,汽车,08-15
软件工程师/DSP单片机工程师,0.8-2万/月,合肥-瑶海区,合肥沣林电子科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
软件开发工程师（可应届生）,4.5-9千/月,深圳-龙岗区,深圳市威尔健康管理科技有限公司,民营公司,50-150人,计算机软件,08-15
QT软件工程师,0.5-1万/月,宁波-鄞州区,奥影检测科技（上海）有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
嵌入式软件开发工程师,1.2-2万/月,无锡,无锡安邦电气股份有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-15
视觉软件开发工程师,1-1.5万/月,苏州-吴中区,苏州弗兰克自动化设备有限公司,民营公司,少于50人,计算机软件,08-15
软件工程师,0.8-1.5万/月,东莞-寮步镇,广东雅思电子有限公司,民营公司,500-1000人,家具/家电/玩具/礼品,08-15
软件工程师,0.9-1.3万/月,东莞-寮步镇,广东威尔华电气有限公司,民营公司,50-150人,电气/电力/水利,08-15
应用层开发软件工程师,0.9-1.5万/月,上海-嘉定区,上海首智新能源科技有限公司,民营公司,50-150人,汽车,08-15
高薪嵌入式软件工程师,0.9-1.8万/月,深圳,深圳市迈悦科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,0.5-1.2万/月,广州-黄埔区,广州莲雾科技有限公司,民营公司,少于50人,通信/电信/网络设备,08-15
嵌入式软件工程师,1.3-2.2万/月,深圳-龙华区,深圳市康凯铭科技有限公司,民营公司,50-150人,贸易/进出口,08-15
