职位,薪酬,城市,公司名称,公司类型,公司规模（人）,公司经营方向,发布日期
C++ 软件开发工程师 ( 上位机）,10-20万/年,上海-闵行区,上海太阳生物技术有限公司,民营公司,150-500人,医疗设备/器械,08-15
嵌入式软件工程师,4-8千/月,成都-郫都区,成都网感科技有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
软件工程师,0.6-1.5万/月,苏州-吴中区,苏州西山中科药物研究开发有限公司,国企,150-500人,制药/生物工程,08-15
php工程师，软件开发工程师,1-2万/月,杭州-拱墅区,杭州松美智能科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
Android Framework软件工程师,2-4万/月,上海-徐汇区,上海卓易科技股份有限公司,上市公司,150-500人,互联网/电子商务,08-15
嵌入式软件工程师,0.8-1.5万/月,北京-海淀区,赤松城（北京）科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
软件工程师,1.5-2万/月,昆山,苏州河图电子科技有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
JAVA高级软件工程师,12-30万/年,杭州-西湖区,杭州普源软件有限公司,民营公司,少于50人,计算机软件,08-15
软件工程师,2.5-3万/月,南京-浦口区,南京长峰航天电子科技有限公司,国企,500-1000人,航天/航空,08-15
嵌入式软件工程师,0.8-1.4万/月,杭州-滨江区,杭州深渡科技有限公司,创业公司,少于50人,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,1-1.5万/月,东莞-常平镇,东莞市鸿银睿电子科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
BSP-传感器软件工程师,2-4万/月,南京-建邺区,小米通讯技术有限公司,民营公司,10000人以上,通信/电信运营、增值服务,08-15
残疾人专入-软件工程师,1-1.5万/月,上海-浦东新区,渣打环球商业服务有限公司,外资（欧美）,1000-5000人,银行,08-15
软件工程师-APP开发,1.5-2万/月,深圳-南山区,霍尼韦尔（中国）有限公司,外资（欧美）,500-1000人,多元化业务集团公司,08-15
嵌入式软件工程师,6.5-9千/月,苏州,欧瑞康（中国）科技有限公司,外资（欧美）,150-500人,机械/设备/重工,08-15
应用层软件工程师,1-1.5万/月,南昌,江铃汽车股份有限公司,合资,10000人以上,汽车,08-15
软件开发工程师（JAVA/COBOL/C#/VB/C）,0.7-1万/月,西安-雁塔区,富士通（西安）系统工程有限公司,外资（非欧美）,1000-5000人,计算机软件,08-15
嵌入式软件工程师,1.5-2.5万/月,成都,文思海辉技术有限公司,外资（欧美）,10000人以上,计算机软件,08-15
嵌入式软件工程师,,武汉,豪威科技（上海）有限公司,外资（欧美）,1000-5000人,电子技术/半导体/集成电路,08-15
高级软件开发工程师,1.5-2.5万/月,深圳-南山区,金蝶软件（中国）有限公司,外资（非欧美）,5000-10000人,计算机软件,08-15
应用软件工程师,1.8-2.8万/月,深圳-宝安区,武汉佰钧成技术有限责任公司,民营公司,10000人以上,计算机软件,08-15
嵌入式软件工程师,2-2.5万/月,北京,上海大唐移动通信设备有限公司,国企,500-1000人,通信/电信/网络设备,08-15
软件工程师,2-2.5万/月,上海,上海电驱动股份有限公司,民营公司,500-1000人,汽车,08-15
Foxpro 软件工程师,0.8-1.3万/月,广州-海珠区,广州保雅信息科技有限公司,外资（非欧美）,少于50人,计算机软件,08-15
C++软件工程师,0.8-1.6万/月,绵阳,北京优创新港科技股份有限公司绵阳分公司,民营公司,少于50人,计算机软件,08-15
软件开发工程师（MIS）（重庆）,4.2-7.2千/月,重庆-沙坪坝区,达丰（重庆）电脑有限公司,外资（非欧美）,10000人以上,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,1.2-1.7万/月,深圳-宝安区,深圳市泰昂能源科技股份有限公司,民营公司,150-500人,电气/电力/水利,08-15
嵌入式软件工程师,0.5-1万/月,无锡-滨湖区,无锡凌德微电子有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
视觉嵌入式软件开发工程师（高级，中级工程师）,2-3万/月,南京,南京智芯微处理器科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,1-1.5万/月,深圳,深圳市九鼎创展科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
软件开发工程师,4.5-7千/月,佛山-南海区,广东中鹏热能科技有限公司,民营公司,150-500人,机械/设备/重工,08-15
嵌入式软件开发工程师,6-8千/月,徐州,徐州阿卡控制阀门有限公司,合资,150-500人,仪器仪表/工业自动化,08-15
高级软件工程师（机器人算法）,2-3.5万/月,东莞,东莞威霸清洁器材有限公司,外资（欧美）,150-500人,机械/设备/重工,08-15
软件开发工程师,1.3-1.8万/月,广州-黄埔区,广州市昊志机电股份有限公司,上市公司,1000-5000人,机械/设备/重工,08-15
嵌入式软件开发工程师--（底层驱动开发）,15-30万/年,上海-浦东新区,上海博舟汽车电子有限公司,民营公司,50-150人,汽车零配件,08-15
嵌入式软件工程师,1-2.5万/月,上海-宝山区,浙江优联智能科技有限公司上海分公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
Linux软件工程师,20-40万/年,深圳-宝安区,深圳市潜创微科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
软件开发工程师 JAVA方向,4-8千/月,沈阳,沈阳金创想系统集成有限公司,民营公司,50-150人,计算机软件,08-15
C#软件工程师,0.8-1.6万/月,长沙-天心区,上海明屹科技有限公司,民营公司,少于50人,计算机软件,08-15
电机控制软件工程师,12-28万/年,南京-江宁区,江苏迈吉易威电动科技有限公司,民营公司,50-150人,机械/设备/重工,08-15
软件工程师,0.7-1.4万/月,合肥-高新区,安徽中科谱康科技有限公司,民营公司,,电子技术/半导体/集成电路,08-15
嵌入软件工程师,1-2万/月,南京-浦口区,江苏美克医学技术有限公司,民营公司,50-150人,医疗设备/器械,08-15
软件工程师（近地铁）,1-2万/月,深圳-宝安区,深圳市格尔曼科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
软件开发工程师(Team Leader),2-3.5万/月,上海-浦东新区,上海交大智邦科技有限公司,民营公司,50-150人,机械/设备/重工,08-15
嵌入式软件工程师,1-1.8万/月,无锡-无锡新区,江苏家之安安防科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
机器人嵌入式软件工程师,2-2.5万/月,上海-杨浦区,上海清芸机器人有限公司,创业公司,少于50人,电子技术/半导体/集成电路,08-15
软件开发工程师,1.2-1.7万/月,成都-高新区,四川瑞霆电力科技有限公司,民营公司,50-150人,电气/电力/水利,08-15
嵌入式软件工程师,1.5-2万/月,上海-闵行区,上海成恳智能科技有限责任公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,1-2万/月,杭州-滨江区,杭州英旭智能科技有限公司,民营公司,50-150人,通信/电信/网络设备,08-15
JAVA 软件工程师,1-2万/月,无锡,富勘（上海）软件技术有限公司,外资（欧美）,150-500人,计算机软件,08-15
非标自动化上位机软件工程师（C#开发工程师）,0.8-1万/月,昆山,昆山东胜通自动化设备有限公司,外资（非欧美）,50-150人,电子技术/半导体/集成电路,08-15
软件开发工程师,1-1.8万/月,太原,东杰智能科技集团股份有限公司,上市公司,150-500人,机械/设备/重工,08-15
ERP软件工程师,0.4-1万/月,合肥-包河区,苏州川力软件有限公司,民营公司,50-150人,计算机软件,08-15
JAVA软件工程师,0.8-1.5万/月,深圳-龙华区,深圳行智互动科技有限公司,民营公司,50-150人,计算机软件,08-15
Phython软件工程师,1-1.5万/月,苏州-工业园区,苏州天希电子科技有限公司,民营公司,少于50人,机械/设备/重工,08-15
软件工程师,7-15万/年,金华,东阳市花园君兰智能科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
单片机软件开发工程师（传感器）,2.4-3万/月,深圳-龙岗区,深圳市美安科技有限公司,合资,150-500人,电子技术/半导体/集成电路,08-15
软件开发工程师,0.8-1万/月,上海-浦东新区,上海齐龙机器人自动化有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
嵌入式软件工程师,0.6-1万/月,东莞-寮步镇,先锋高科技（东莞）有限公司,外资（非欧美）,1000-5000人,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,0.8-1万/月,长沙-岳麓区,湖南时铭电气有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
高级嵌入式软件工程师（江桥）,1-1.5万/月,上海-嘉定区,上海机床电器厂有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
高级软件开发工程师,3-4万/月,嘉兴-秀洲区,江苏势通生物科技有限公司,民营公司,少于50人,医疗设备/器械,08-15
嵌入式软件工程师,1-1.5万/月,海宁,北京三清互联科技股份有限公司珠海分公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
软件开发工程师,1-1.5万/月,南宁,广西思扬信息技术有限公司,民营公司,150-500人,计算机软件,08-15
C++高级软件工程师,15-20万/年,合肥-蜀山区,安徽凤麟核科技有限公司,民营公司,,计算机软件,08-15
嵌入式软件工程师,0.8-1万/月,南京-雨花台区,南京傲翼飞控智能科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
高级嵌入式软件工程师,1.2-2万/月,厦门,厦门纬尔科技有限公司,民营公司,50-150人,计算机软件,08-15
软件工程师,4-8千/月,长治,臻准生物工程（山西）有限公司,民营公司,150-500人,制药/生物工程,08-15
软件开发工程师,,南京,中通服咨询设计研究院有限公司,国企,1000-5000人,通信/电信/网络设备,08-15
软件工程师（嵌入式方向）,1.2-1.6万/月,南京-雨花台区,南京能可瑞科技有限公司,民营公司,50-150人,计算机软件,08-15
软件工程师-设备,1-1.5万/月,无锡-滨湖区,立川（无锡）半导体设备有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
软件开发工程师,1.2-2.4万/月,广州-黄埔区,广州微远基因科技有限公司,民营公司,150-500人,医疗/护理/卫生,08-15
软件工程师,1-1.5万/月,深圳-龙华区,深圳市海拓天城科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
PLC嵌入式软件工程师（资深工程师-武汉）,1-2万/月,武汉-东湖新技术产业开发区,福建睿能科技股份有限公司,上市公司,500-1000人,电子技术/半导体/集成电路,08-15
手机软件开发工程师,0.8-1万/月,合肥-高新区,合肥索波特科技有限公司,民营公司,少于50人,互联网/电子商务,08-15
软件工程师,1.5-3万/月,合肥-经开区,联宝（合肥）电子科技有限公司,合资,10000人以上,计算机硬件,08-15
软件开发工程师,0.7-1.3万/月,合肥-高新区,合肥探奥自动化有限公司,民营公司,150-500人,仪器仪表/工业自动化,08-15
嵌入式高级软件工程师,2.1-2.8万/月,南京-雨花台区,南京榕树自动化系统有限公司,民营公司,少于50人,电气/电力/水利,08-15
后台软件开发工程师,15-25万/年,成都,成都天奥电子股份有限公司,国企,500-1000人,电子技术/半导体/集成电路,08-15
高级软件工程师,1-1.5万/月,宁波-江北区,赛特威尔电子股份有限公司,民营公司,500-1000人,电子技术/半导体/集成电路,08-15
软件工程师（上位机方向）,30-60万/年,深圳-福田区,苏州赛芯电子科技股份有限公司,外资（非欧美）,50-150人,电子技术/半导体/集成电路,08-15
自动化软件工程师,0.8-1.5万/月,苏州-工业园区,江苏比微曼智能科技有限公司,国企,少于50人,机械/设备/重工,08-15
软件工程师（Linux BSP）,1.6-2.5万/月,深圳,深圳市巨烽显示科技有限公司,民营公司,500-1000人,医疗设备/器械,08-15
高级操作系统软件工程师,2-3.5万/月,合肥-高新区,合肥本源量子计算科技有限责任公司,民营公司,150-500人,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,1-2万/月,深圳-南山区,深圳市大象机器人科技有限公司,合资,50-150人,机械/设备/重工,08-15
嵌入式软件工程师,2.5-3万/月,上海-徐汇区,伽然信息科技（上海）有限公司,民营公司,50-150人,计算机软件,08-15
软件开发工程师,1-1.5万/月,武汉-东湖新技术产业开发区,武汉三栖智能科技有限公司,民营公司,少于50人,建筑/建材/工程,08-15
嵌入式软件工程师,0.8-1.6万/月,广州,广州市正唐信息科技有限公司,民营公司,50-150人,通信/电信/网络设备,08-15
嵌入式软件工程师,1.5-2万/月,东莞-松山湖区,江苏润和软件股份有限公司,民营公司,5000-10000人,计算机软件,08-15
嵌入式软件工程师,1-1.5万/月,珠海,珠海拓芯科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
软件工程师,20-30万/年,常州-武进区,苏州领泰人力资源有限公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),08-15
软件开发工程师,15-20万/年,上海,上海第一医药股份有限公司,国企,1000-5000人,批发/零售,08-15
视觉软件工程师,1.6-3万/月,深圳-龙岗区,深圳镭霆激光科技有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
软件开发工程师,4.5-6千/月,合肥-蜀山区,安徽易优思科技股份有限公司,民营公司,,计算机软件,08-15
高级软件开发工程师,1-2万/月,沈阳-铁西区,中科芯微智能装备（沈阳）有限公司,民营公司,,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,2.5-3万/月,上海-浦东新区,光交澳（上海）智能科技有限公司,创业公司,少于50人,电子技术/半导体/集成电路,08-15
软件开发工程师（工业物联网）,1.5-2万/月,深圳-宝安区,旭森聚谷（深圳）实业有限公司,民营公司,150-500人,贸易/进出口,08-15
软件工程师,1.5-2.8万/月,东莞-寮步镇,广东鸿宝科技有限公司,民营公司,500-1000人,机械/设备/重工,08-15
软件工程师,0.8-1.5万/月,佛山-禅城区,广东氢标科技有限公司,创业公司,少于50人,新能源,08-15
软件开发工程师,1-1.5万/月,无锡,无锡乐尔科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
软件开发工程师,0.8-1万/月,南宁-西乡塘区,广西翔哲电子科技有限公司,民营公司,50-150人,互联网/电子商务,08-15
上位机软件工程师,2-2.5万/月,上海-浦东新区,上海拜安传感技术有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
高级嵌入式软件工程师,1-2万/月,深圳-宝安区,北京鼎汉技术集团股份有限公司,上市公司,1000-5000人,仪器仪表/工业自动化,08-15
软件工程师,1.2-1.6万/月,宁波,宁波曙翔新材料股份有限公司,民营公司,150-500人,新能源,08-15
软件开发工程师,1.2-1.8万/月,上海-浦东新区,上海长顺电梯电缆有限公司,民营公司,500-1000人,原材料和加工,08-15
软件开发工程师,6-8千/月,保定,曼德电子电器有限公司保定徐水电气系统分公司,民营公司,1000-5000人,汽车,08-15
软件开发工程师,1-1.5万/月,上海-闵行区,苏州大软信息智能科技有限公司,外资（欧美）,,计算机软件,08-15
软件工程师,1-2万/月,苏州-工业园区,苏州工业园区迈泰克自动化技术有限公司,外资（欧美）,,计算机软件,08-15
TWS 嵌入式软件工程师,1.5-3万/月,深圳-福田区,Tymphany,合资,1000-5000人,电子技术/半导体/集成电路,08-15
软件工程师,1.5-2万/月,杭州-拱墅区,杭州翼邦芯科技有限公司,创业公司,少于50人,仪器仪表/工业自动化,08-15
嵌入式软件工程师,1-2万/月,苏州-工业园区,上海尚领医疗科技有限公司,民营公司,50-150人,医疗设备/器械,08-15
.net 软件开发工程师,0.5-1万/月,成都,成都优奈特科技发展有限公司,民营公司,50-150人,计算机软件,08-15
嵌入式软件工程师,1.2-2.4万/月,惠州-仲恺区,惠州志顺电子实业有限公司,国企,500-1000人,电子技术/半导体/集成电路,08-15
软件工程师,0.8-1.5万/月,镇江,江苏金海创科技有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-15
嵌入式软件开发工程师,1.5-2万/月,上海,上海科技绿洲发展有限公司,国企,500-1000人,专业服务(咨询、人力资源、财会),08-15
嵌入式软件工程师（STM32系列）,1-1.5万/月,深圳-宝安区,深圳市科尔诺电子科技有限公司,民营公司,50-150人,环保,08-15
软件工程师,1-1.5万/月,深圳-龙华区,深圳京航科技有限公司,民营公司,少于50人,计算机软件,08-15
电子软件工程师,1-1.8万/月,深圳,深圳市麦道微电子技术有限公司,民营公司,,电子技术/半导体/集成电路,08-15
ERP软件开发工程师,1-1.5万/月,杭州-余杭区,浙江兆龙互连科技股份有限公司,上市公司,1000-5000人,通信/电信/网络设备,08-15
系统软件开发工程师,1-1.5万/月,西安-雁塔区,中科创达软件股份有限公司,上市公司,5000-10000人,通信/电信/网络设备,08-15
嵌入式软件开发工程师,1-1.5万/月,深圳-南山区,深圳市金百锐通信科技有限公司,民营公司,50-150人,通信/电信/网络设备,08-15
QT软件开发工程师,1.5-2.5万/月,苏州-吴中区,深圳市汇川技术股份有限公司,上市公司,10000人以上,仪器仪表/工业自动化,08-15
单片机软件工程师,1-1.2万/月,上海-徐汇区,上海大佑电子有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
软件开发工程师（焊接机器人）,1.3-2万/月,南京,南京埃斯顿自动化股份有限公司,上市公司,1000-5000人,仪器仪表/工业自动化,08-15
软件工程师（故指）,1.7-3万/月,北京-海淀区,北京丹华昊博电力科技有限公司,民营公司,50-150人,电气/电力/水利,08-15
软件工程师,0.8-1.2万/月,苏州-吴中区,上海晶翱电子科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
软件开发工程师,1-1.5万/月,北京,中材建设有限公司,国企,500-1000人,建筑/建材/工程,08-15
软件工程师（信息化系统-不出差）(J10486),1.1-2.2万/月,无锡,无锡先导智能装备股份有限公司,上市公司,10000人以上,仪器仪表/工业自动化,08-15
软件工程师（自动装车机器人）,1.5-2.5万/月,合肥,合肥泰禾智能科技集团股份有限公司,民营公司,1000-5000人,机械/设备/重工,08-15
软件开发工程师,4.5-6千/月,襄阳-樊城区,襄阳弘创中睿软件开发技术有限公司,民营公司,,计算机软件,08-15
安卓ios软件开发工程师,1-2万/月,深圳-龙岗区,深圳市夏杰智能有限公司,民营公司,少于50人,计算机软件,08-15
软件工程师-C/C++开发,6-8千/月,台州-椒江区,珠海易思纬信息科技有限公司,民营公司,50-150人,计算机软件,08-15
软件工程师（GPU）,1.5-3万/月,深圳-南山区,深流微智能科技（深圳）有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-15
JAVA / JSP 软件开发工程师,0.8-1.3万/月,上海-徐汇区,上海业奥通讯系统有限公司,民营公司,50-150人,计算机软件,08-15
电机控制软件工程师,1.5-2万/月,上海-闵行区,上海专新电子科技有限公司,民营公司,,电子技术/半导体/集成电路,08-15
中高级软件工程师,1-1.8万/月,武汉-洪山区,智线云科技（北京）有限公司武汉分公司,民营公司,50-150人,计算机软件,08-15
软件工程师,10-15万/年,厦门-海沧区,厦门陆海环保股份有限公司,民营公司,150-500人,环保,08-15
软件开发工程师,4.5-6千/月,镇江-京口区,江苏诚志软件科技有限公司,民营公司,少于50人,计算机软件,08-15
嵌入式软件工程师,0.8-1.6万/月,成都-龙泉驿区,益驰（上海）汽车电子技术有限公司,民营公司,,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,0.6-1万/月,威海,威海艾提夫医疗设备制造有限公司,外资（非欧美）,50-150人,医疗设备/器械,08-15
嵌入式软件工程师,6-8千/月,杭州,杭州绰美科技有限公司,民营公司,50-150人,环保,08-15
Java开发/Java软件工程师,1.1-1.7万/月,武汉-洪山区,深圳市法本信息技术股份有限公司,上市公司,10000人以上,计算机软件,08-15
嵌入式软件工程师,1.5-3万/月,上海-长宁区,上海耘德信息技术有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
软件开发工程师,1-1.5万/月,长沙,大尧信息科技（湖南）有限公司,民营公司,50-150人,通信/电信/网络设备,08-15
软件工程师,1.5-3万/月,上海-嘉定区,默里茨科技（上海）有限公司,创业公司,少于50人,贸易/进出口,08-15
软件工程师（BU1）,1-2万/月,上海-闵行区,英业达（上海）有限公司,外资（非欧美）,10000人以上,电子技术/半导体/集成电路,08-15
软件工程师(ERP财务方向),0.7-1万/月,常熟,苏州腾晖光伏技术有限公司,民营公司,1000-5000人,电气/电力/水利,08-15
JAVA软件工程师（初级含实习生）,5-8千/月,成都-武侯区,成都干将网络科技有限公司,民营公司,150-500人,网络游戏,08-15
软件工程师,1.5-2.5万/月,深圳-龙华区,深圳市环波科技有限责任公司,创业公司,少于50人,通信/电信/网络设备,08-15
Linux软件开发工程师（济南）,1-2万/月,济南-高新区,北京易艾斯德科技有限公司,民营公司,150-500人,电气/电力/水利,08-15
嵌入式软件工程师,0.8-1.2万/月,青岛-崂山区,青岛国软科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
软件工程师,1.5-3万/月,深圳-龙岗区,深圳市兴丰源电子科技有限公司,民营公司,,计算机软件,08-15
软件工程师,0.6-1万/月,苏州-高新区,苏州安瑞可信息科技有限公司,民营公司,50-150人,通信/电信/网络设备,08-15
高级嵌入式软件工程师,1.5-3万/月,佛山-南海区,广东阿达智能装备有限公司,合资,150-500人,电子技术/半导体/集成电路,08-15
软件工程师,0.5-1万/月,温州,上海捷道数码科技有限公司温州分公司,民营公司,少于50人,计算机软件,08-15
Java软件开发工程师（前端）,1-1.5万/月,上海-长宁区,上海诚壹网络科技有限公司,民营公司,少于50人,互联网/电子商务,08-15
嵌入式软件开发工程师,1.5-3万/月,上海-杨浦区,上海魅奈儿科技有限公司,民营公司,50-150人,计算机软件,08-15
单片机软件工程师,5-8千/月,上海-宝山区,上海午阳电子科技有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
软件工程师（AI）,1.5-2万/月,上海-松江区,埃夫特智能装备股份有限公司,上市公司,1000-5000人,仪器仪表/工业自动化,08-15
高级嵌入式软件工程师（集中器）,1-2万/月,北京-海淀区,北京中宸微电子有限公司,民营公司,150-500人,仪器仪表/工业自动化,08-15
软件开发工程师,0.8-1万/月,成都-金牛区,成都劳杰斯信息技术有限公司,民营公司,少于50人,计算机软件,08-15
上位机软件工程师,1.5-3万/月,深圳,深圳市一正科技有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
Android中级软件开发工程师,1.5-3万/月,广州-天河区,江苏奥净嘉环保科技有限公司,民营公司,50-150人,环保,08-15
120185视觉软件工程师,1-1.5万/月,深圳-宝安区,大族激光科技产业集团股份有限公司,上市公司,10000人以上,多元化业务集团公司,08-15
软件工程师,1.5-2万/月,广州,广州山锋测控技术有限公司,国企,1000-5000人,检测，认证,08-15
Java软件工程师,0.7-1.4万/月,泉州,南威软件集团,上市公司,1000-5000人,计算机软件,08-15
Python软件工程师,1.2-2万/月,深圳-龙华区,深圳市银星智能科技股份有限公司,民营公司,1000-5000人,家具/家电/玩具/礼品,08-15
软件工程师,1.5-2万/月,深圳,方大集团股份有限公司,民营公司,,多元化业务集团公司,08-15
嵌入式软件工程师,4-8千/月,合肥-高新区,安徽旗益电气有限公司,民营公司,,电气/电力/水利,08-15
JAVA 软件开发工程师,8-15万/年,上海-宝山区,上海宝信软件股份有限公司海盐分公司,上市公司,50-150人,计算机软件,08-15
嵌入式软件工程师,1-2万/月,杭州,杭州先奥科技有限公司,民营公司,少于50人,医疗设备/器械,08-15
Linx软件工程师（物联网方向）,2-4万/月,上海-浦东新区,嘉晨电器上海研发中心,民营公司,150-500人,新能源,08-15
嵌入式软件工程师,0.9-1.8万/月,深圳-南山区,深圳市威浩康医疗器械有限公司,民营公司,少于50人,医疗设备/器械,08-15
嵌入式软件工程师,1.5-2万/月,深圳-南山区,中云信安（深圳）科技有限公司,创业公司,少于50人,电子技术/半导体/集成电路,08-15
软件工程师,1.5-2万/月,东莞-南城区,东莞市鸿骐电子科技有限公司,民营公司,50-150人,贸易/进出口,08-15
C#高级软件工程师/软件技术经理,20-40万/年,上海,上海复享光学股份有限公司,上市公司,50-150人,仪器仪表/工业自动化,08-15
Java软件工程师,1.2-1.8万/月,上海-黄浦区,上海图萨扬信息技术有限公司,民营公司,50-150人,计算机软件,08-15
软件开发工程师,1-1.5万/月,上海-徐汇区,上海高骏科技有限公司,民营公司,少于50人,通信/电信/网络设备,08-15
软件工程师,1.1-1.6万/月,南京-江宁区,南京汇翔自动化系统工程有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
安全软件开发工程师,1.8-3万/月,深圳-南山区,深圳市三旺通信股份有限公司,上市公司,150-500人,通信/电信/网络设备,08-15
资深软件工程师,1.5-3万/月,深圳-光明区,深圳市纳设智能装备有限公司,创业公司,少于50人,电子技术/半导体/集成电路,08-15
嵌入式软件工程师,15-30万/年,南京-江宁区,南京因泰莱电器股份有限公司,民营公司,150-500人,仪器仪表/工业自动化,08-15
嵌入式软件工程师,2-2.5万/月,上海-闵行区,上海宝赛生物科技有限公司,合资,少于50人,医疗设备/器械,08-15
C++/QT软件开发工程师,0.9-1.6万/月,上海-浦东新区,上海小辙轩华汽车科技有限公司,民营公司,少于50人,汽车,08-15
软件工程师,0.8-1万/月,深圳-龙岗区,深圳市达诺通信技术有限公司,民营公司,少于50人,通信/电信/网络设备,08-15
软件工程师,0.8-1万/月,成都-郫都区,四川省中药饮片有限责任公司,民营公司,150-500人,制药/生物工程,08-15
嵌入式软件工程师（Zynq方向）,0.8-1.2万/月,长沙-开福区,湖南鲸瓴智联信息技术有限公司,民营公司,50-150人,计算机软件,08-15
运动控制软件工程师,2.5-3万/月,深圳-龙岗区,弗莱克斯（深圳）智能科技有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
软件工程师,1.5-2万/月,青岛-市南区,青岛若愚科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
高级软件工程师（精密仪器方向）,1.5-2万/月,宁波-鄞州区,宁波龙泰医疗科技有限公司,民营公司,150-500人,医疗/护理/卫生,08-15
嵌入式软件工程师,1.5-2.5万/月,深圳-龙华区,深圳汉诺医疗科技有限公司,外资（非欧美）,50-150人,医疗/护理/卫生,08-15
软件工程师（JAVA）,1.2-2万/月,深圳,深圳市云房网络科技有限公司大冲分公司,民营公司,,计算机软件,08-15
嵌入式软件工程师,0.8-1万/月,深圳,深圳市物联微电子有限公司,民营公司,,互联网/电子商务,08-15
软件工程师（界面方向）,1-2万/月,西安,西安华腾微波有限责任公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
资深软件开发工程师,2-2.3万/月,上海-长宁区,上海东方传媒技术有限公司,国企,500-1000人,影视/媒体/艺术/文化传播,08-15
高级软件工程师（嵌入式）,1.5-2.5万/月,苏州-工业园区,南京同庆科技有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-15
嵌入式软件工程师,1.5-3万/月,深圳-南山区,深圳市国鑫恒运信息安全有限公司,民营公司,150-500人,计算机服务(系统、数据服务、维修),08-15
嵌入式软件工程师,1.2-2万/月,苏州-高新区,上海树突精密仪器有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
高级软件工程师,1.5-2.5万/月,成都,成都杭可仪器有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
应用软件开发工程师,0.8-1万/月,南京-江宁区,江苏傲讯达电子科技有限公司,民营公司,,电子技术/半导体/集成电路,08-15
高级软件开发工程师,0.9-1.8万/月,深圳,深圳市中博科创信息技术有限公司,民营公司,,计算机软件,08-15
嵌入式软件工程师,1-2万/月,武汉-东湖新技术产业开发区,武汉星伴通信设备有限责任公司,民营公司,少于50人,通信/电信/网络设备,08-15
软件工程师（C++系统）,1-2万/月,徐州,徐工集团江苏徐州工程机械研究院,国企,500-1000人,机械/设备/重工,08-15
嵌入式软件工程师,1-2万/月,杭州-西湖区,河南兴东医疗科技有限公司,合资,,医疗/护理/卫生,08-15
嵌入式软件工程师,1-1.8万/月,北京,北京美科艺数码科技发展有限公司,外资（欧美）,150-500人,电子技术/半导体/集成电路,08-15
软件工程师（可接受应届）,0.8-1.5万/月,深圳-南山区,深圳市动能世纪科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
Java软件工程师,0.8-1.5万/月,苏州,易程（苏州）电子科技股份有限公司,国企,150-500人,计算机服务(系统、数据服务、维修),08-15
高级嵌入式软件开发工程师,1.5-2.5万/月,深圳-宝安区,深圳市玉成创新科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
