职位,薪酬,城市,公司名称,公司类型,公司规模（人）,公司经营方向,发布日期
前端开发工程师,1.5-2万/月,武汉-洪山区,天逸金融服务集团股份有限公司,外资（非欧美）,500-1000人,金融/投资/证券,08-15
前端开发工程师,0.5-1万/月,厦门,新诺北斗航科信息技术（厦门）股份有限公司,上市公司,150-500人,计算机软件,08-15
前端开发工程师,1-2万/月,苏州,苏州东剑智能科技有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
前端研发工程师,1.5-2万/月,上海-宝山区,上海宝化国立化工技术有限公司,民营公司,150-500人,原材料和加工,08-15
Web前端工程师,1-1.5万/月,衢州,深圳前海零点信息技术有限公司,民营公司,少于50人,计算机软件,08-15
web前端开发工程师,1-1.5万/月,南京-江宁区,江苏埃德伯格电气有限公司,民营公司,,电气/电力/水利,08-15
WEB前端开发工程师（双休包餐）,1.5-2万/月,深圳-龙华区,深圳市蒙智拓科技有限公司,民营公司,50-150人,互联网/电子商务,08-15
Web前端开发工程师,1-1.5万/月,天津-北辰区,天津晨天自动化设备工程有限公司,民营公司,150-500人,机械/设备/重工,08-15
VUE前端高级开发工程师（长沙）,0.9-1.8万/月,长沙-天心区,树优（宁波）科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
前端工程师 (MJ000035),2-3.6万/月,上海-徐汇区,上海快仓智能科技有限公司,民营公司,150-500人,计算机软件,08-15
前端开发工程师,0.8-1.2万/月,北京-朝阳区,北京汇德峰服装有限公司,民营公司,500-1000人,服装/纺织/皮革,08-15
前端开发工程师,1.5-3万/月,杭州-上城区,浙江智治云科技有限责任公司,合资,少于50人,计算机软件,08-15
web前端开发工程师,1.5-3万/月,深圳-南山区,深圳市多元世纪信息技术股份有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,1.5-2.5万/月,北京-丰台区,大连安普诺克信息技术有限公司,民营公司,150-500人,计算机软件,08-15
前端开发工程师,0.7-1.4万/月,无锡-无锡新区,贝斯（无锡）信息系统有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,1.5-2万/月,上海-普陀区,太平洋房屋,外资（非欧美）,5000-10000人,房地产,08-15
WEB 前端开发工程师,0.9-1.2万/月,重庆-渝北区,新拓新（深圳）控股集团有限公司,民营公司,500-1000人,房地产,08-15
Web前端开发工程师（双休）,1.5-2.5万/月,深圳-宝安区,深圳市至德科技有限公司,民营公司,少于50人,医疗设备/器械,08-15
前端工程师,0.8-1万/月,广州-天河区,肇庆市华盈体育科技有限公司,民营公司,150-500人,互联网/电子商务,08-15
Web前端开发工程师,1.1-1.9万/月,上海-徐汇区,趋曼信息技术（上海）有限公司,民营公司,50-150人,互联网/电子商务,08-15
前端开发工程师,1.5-2万/月,深圳,深圳市永兴元科技股份有限公司,民营公司,,计算机软件,08-15
前端开发工程师,1-2万/月,北京-海淀区,盘古通信有限公司,民营公司,,计算机软件,08-15
前端开发工程师,1.5-2万/月,深圳,华强方特文化科技集团股份有限公司,上市公司,,影视/媒体/艺术/文化传播,08-15
前端开发工程师,1.2-1.5万/月,杭州-拱墅区,浙江云智迪科技有限公司,外资（非欧美）,50-150人,计算机软件,08-15
中级Web前端开发工程师,1.4-1.8万/月,上海-徐汇区,上海迅时通信设备有限公司,民营公司,50-150人,通信/电信/网络设备,08-15
Java前端开发工程师,1.6-1.9万/月,深圳-福田区,深圳市南方电子口岸有限公司,国企,50-150人,互联网/电子商务,08-15
高级前端工程师,1.4-1.8万/月,武汉-东湖新技术产业开发区,武汉格蓝若智能技术有限公司,民营公司,50-150人,电气/电力/水利,08-15
前端开发工程师,0.8-1万/月,天津-滨海新区,天津艾意达科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
中高级前端开发工程师,1.2-2万/月,杭州-西湖区,工福（北京）科技发展有限公司杭州分公司,民营公司,50-150人,互联网/电子商务,08-15
Web前端开发工程师,0.6-1万/月,上海-闵行区,上海鼎朔信息技术有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1.5-1.7万/月,杭州-萧山区,亘通电子（苏州）有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-15
Web前端开发工程师,0.7-1.2万/月,上海-嘉定区,牧中（上海）物联网科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,0.8-1.2万/月,杭州-滨江区,杭州源宇科技有限公司,民营公司,少于50人,计算机服务(系统、数据服务、维修),08-15
前端开发工程师（智慧校园）,1-1.5万/月,上海-静安区,上海紫越网络科技股份有限公司,民营公司,150-500人,计算机软件,08-15
高级Web前端开发工程师（福州）,1.5-2万/月,福州,深圳中科智能技术有限公司,合资,,计算机服务(系统、数据服务、维修),08-15
Web前端开发工程师,0.6-1.2万/月,潍坊-高新技术开发区,山东唐和智能科技有限公司,民营公司,50-150人,租赁服务,08-15
前端开发工程师,1-1.5万/月,上海-浦东新区,上海赞弘信息技术有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师-深圳,0.9-1.5万/月,深圳-福田区,易谷网络科技股份有限公司,民营公司,150-500人,计算机软件,08-15
Web前端开发工程师,1.1-1.8万/月,东莞-东城区,南京迈特望科技股份有限公司,上市公司,1000-5000人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,上海-浦东新区,上海乡播播科技发展有限公司,民营公司,少于50人,互联网/电子商务,08-15
Web前端开发工程师,1.5-2万/月,深圳-南山区,武汉岩迪创为信息技术有限公司,民营公司,150-500人,计算机软件,08-15
Web前端高级开发工程师,1.2-2万/月,上海-浦东新区,上海海阳气象导航技术有限公司,民营公司,少于50人,交通/运输/物流,08-15
Web前端开发工程师,1-1.5万/月,南京-雨花台区,南京中禹智慧水利研究院有限公司,民营公司,50-150人,电气/电力/水利,08-15
前端开发工程师,0.8-1.6万/月,成都-新津县,安睿智达（成都）科技有限公司,国企,50-150人,计算机软件,08-15
前端开发工程师,1-1.5万/月,沈阳,辽宁众信同行软件开发有限公司,民营公司,50-150人,计算机软件,08-15
web前端开发工程师,1-1.5万/月,深圳-南山区,深圳市问鼎资讯有限公司,民营公司,150-500人,互联网/电子商务,08-15
Android前端工程师,1-2万/月,上海-闵行区,瑞多（上海）智能科技有限公司,民营公司,150-500人,批发/零售,08-15
002前端工程师,0.6-1万/月,苏州,小鹿腾云（苏州）信息科技有限公司,民营公司,,电子技术/半导体/集成电路,08-15
002前端开发工程师,1-1.5万/月,苏州,上海慧程工程技术服务有限公司,民营公司,,电子技术/半导体/集成电路,08-15
Web前端开发工程师,1.2-1.8万/月,北京-海淀区,北京华宇泰聚科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,合肥-蜀山区,上海杰狮信息技术有限公司,民营公司,150-500人,计算机软件,08-15
Web前端开发工程师,1.2-1.8万/月,上海-徐汇区,鸿宇数据科技（上海）有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,6-8千/月,深圳-福田区,深圳明香控股集团有限公司,民营公司,500-1000人,多元化业务集团公司,08-15
前端开发工程师,1-1.5万/月,上海-松江区,浙江维日托自动化科技有限公司,民营公司,150-500人,机械/设备/重工,08-15
Web前端开发工程师,1-1.5万/月,深圳,摩比可可（深圳）网络科技有限公司,民营公司,,互联网/电子商务,08-15
小程序前端开发工程师,1.5-2万/月,上海-静安区,Manner Coffee,外资（非欧美）,500-1000人,快速消费品(食品、饮料、化妆品),08-15
前端开发工程师,1-1.5万/月,深圳-南山区,深圳市博沃思文化传播有限公司,民营公司,500-1000人,教育/培训/院校,08-15
高级前端开发工程师,2.5-3万/月,上海,上海森松制药设备工程有限公司,外资（非欧美）,,医疗设备/器械,08-15
前端工程师,1-2万/月,南京-秦淮区,南京汉卫教育科技有限公司,民营公司,,教育/培训/院校,08-15
Web前端开发工程师,0.6-1万/月,沈阳,沈阳伟泽信息科技有限公司,民营公司,少于50人,计算机服务(系统、数据服务、维修),08-15
前端工程师,1.5-2万/月,成都-高新区,深圳斯达领科网络科技有限公司,民营公司,1000-5000人,互联网/电子商务,08-15
Web前端工程师,1.5-2万/月,上海-闵行区,上海朔尚电子科技有限公司,民营公司,50-150人,通信/电信/网络设备,08-15
前端开发工程师（急聘）,0.8-1.6万/月,成都-高新区,四川联智科技有限责任公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-15
Web前端开发工程师,3.5-6千/月,青岛,青岛微智互联科技有限公司,民营公司,少于50人,计算机软件,08-15
高级Web前端工程师,1.5-3万/月,深圳-南山区,深圳中集智能科技有限公司,国企,150-500人,电子技术/半导体/集成电路,08-15
Vue前端工程师,0.8-1.3万/月,宁波-北仑区,宁波创元信息科技有限公司,民营公司,50-150人,计算机软件,08-15
高级前端开发工程师,1.1-2.2万/月,南通-崇川区,链睿信息服务（南通）有限公司上海分公司,外资（欧美）,50-150人,计算机服务(系统、数据服务、维修),08-15
web前端开发工程师,1-1.6万/月,上海-闵行区,广州一碑网络科技有限公司,民营公司,150-500人,计算机软件,08-15
前端开发工程师,1.2-2万/月,北京-朝阳区,北京易艾斯德科技有限公司,民营公司,150-500人,电气/电力/水利,08-15
Vue 前端开发工程师,0.8-1.2万/月,大连-沙河口区,大连蓝海时代信息技术有限公司,民营公司,150-500人,计算机软件,08-15
高级前端开发工程师,1.3-2万/月,西安-高新技术产业开发区,威发（西安）软件有限公司,外资（非欧美）,150-500人,计算机软件,08-15
高级前端开发工程师,1.5-2万/月,长沙-芙蓉区,长沙市卓驰电子科技有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,0.9-1.3万/月,上海-浦东新区,上海昕之励信息科技有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-15
前端开发工程师,0.7-1.4万/月,贵阳-观山湖区,江苏科佳软件开发有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,4.5-6千/月,天津-西青区,天津市天深科技股份有限公司,民营公司,少于50人,计算机软件,08-15
前端工程师,6-8万/年,珠海-珠海高新区,珠海吉电先锋电子有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
中级前端工程师,0.8-1万/月,西安-高新技术产业开发区,西安图讯信息科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,深圳-宝安区,深圳芯光智能信息有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
Web前端开发工程师,1.2-2万/月,上海-普陀区,上海华庆互联网络科技有限公司,民营公司,少于50人,互联网/电子商务,08-15
Web前端开发工程师（沈阳产品中心）,1-2万/月,沈阳-浑南区,上海雷昶科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,1.5-2万/月,上海-普陀区,上海携远信息技术有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-15
Web前端开发工程师,10-15万/年,上海-杨浦区,上海林享信息科技有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,1.2-1.8万/月,上海-杨浦区,上海锐信网络科技有限公司,民营公司,50-150人,专业服务(咨询、人力资源、财会),08-15
前端开发工程师,1-1.5万/月,上海-普陀区,上海商传互联网科技有限公司,民营公司,50-150人,互联网/电子商务,08-15
高级前端开发工程师,1-1.5万/月,苏州-工业园区,合树科技（上海）有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,石家庄-裕华区,南京东新慧科信息技术有限公司,民营公司,50-150人,计算机软件,08-15
高级前端开发工程师,1.6-2.5万/月,杭州,杭州山科智能科技股份有限公司,民营公司,150-500人,计算机服务(系统、数据服务、维修),08-15
前端开发工程师,1.2-1.8万/月,武汉-洪山区,武汉长飞智慧网络技术有限公司,民营公司,,电子技术/半导体/集成电路,08-15
前端开发工程师,1-2万/月,佛山-顺德区,广州迅易科技有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-15
前端开发工程师,0.8-1.2万/月,上海-宝山区,上海睦康信息技术有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1.5-2.5万/月,北京,北京南北天地科技股份有限公司,民营公司,150-500人,计算机软件,08-15
Web前端开发工程师（工作地：嘉兴）,0.6-1万/月,嘉兴,上海恩方信息科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,1-1.5万/月,福州-鼓楼区,江苏实达迪美数据处理有限公司,民营公司,150-500人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,上海-静安区,广微数据服务（上海）有限公司,合资,50-150人,计算机软件,08-15
Web前端工程师,0.7-1.5万/月,成都-武侯区,四川创数智慧科技股份有限公司,国企,50-150人,计算机软件,08-15
Web前端开发工程师,1.5-2万/月,深圳-南山区,深圳新河通创科技有限公司,民营公司,150-500人,计算机软件,08-15
Web前端开发工程师,0.8-1.5万/月,北京-海淀区,北京嘉和星华科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,0.7-1.2万/月,武汉-洪山区,武汉市钱鲸科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1.5-2万/月,深圳-南山区,依米康软件技术（深圳）有限责任公司,民营公司,150-500人,计算机软件,08-15
前端开发工程师,0.6-1万/月,上海-普陀区,上海蕙新医疗科技有限公司,民营公司,50-150人,医疗设备/器械,08-15
Web前端开发工程师,1.5-2万/月,杭州-拱墅区,杭州数尔安防科技股份有限公司,上市公司,50-150人,电子技术/半导体/集成电路,08-15
前端开发工程师,5-9千/月,长沙-芙蓉区,电管家集团有限公司,民营公司,150-500人,建筑/建材/工程,08-15
前端开发工程师,1.1-2.2万/月,上海,上海从开网络科技有限公司,民营公司,50-150人,计算机软件,08-15
中级前端工程师,0.8-1万/月,重庆-渝北区,重庆电政信息科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,5-8千/月,哈尔滨-香坊区,黑龙江省法途科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,1.1-2万/月,南京-江宁区,南京圣唯思科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,0.9-1.5万/月,成都-高新区,成都宜联科技有限责任公司,民营公司,少于50人,计算机软件,08-15
React前端开发工程师,1.5-2万/月,上海-静安区,上海众意信息科技有限公司,民营公司,150-500人,计算机软件,08-15
Web前端开发工程师,1.2-1.5万/月,深圳-南山区,深圳市中视典数字科技有限公司,民营公司,150-500人,计算机软件,08-15
前端开发工程师,1-2.5万/月,天津-西青区,傲艺美育（北京）教育科技有限公司,民营公司,少于50人,计算机软件,08-15
高级WEB前端开发工程师,0.6-1万/月,武汉-江汉区,上海酆泽信息技术有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-15
Java/Web前端开发工程师/实习生,4.5-6千/月,成都-武侯区,成都零牛科技有限公司,民营公司,,计算机软件,08-15
前端开发工程师（华谊）,0.8-1.2万/月,南通-崇川区,广州天源信息科技股份有限公司,民营公司,50-150人,计算机软件,08-15
前端可视化工程师,1.4-1.6万/月,济南-历下区,山东亚微软件股份有限公司,民营公司,150-500人,计算机软件,08-15
前端工程师/App工程师,6-8千/月,武汉-黄陂区,武汉远大电气制造有限公司,民营公司,50-150人,电气/电力/水利,08-15
html5前端工程师,1-1.5万/月,深圳-南山区,北京中置科技有限公司,民营公司,50-150人,互联网/电子商务,08-15
Web前端开发工程师（可视化产品）,1.3-1.8万/月,广州,威创集团股份有限公司,上市公司,500-1000人,计算机硬件,08-15
Web前端开发工程师,0.6-1万/月,上海-浦东新区,上海云统信息科技有限公司,合资,50-150人,计算机软件,08-15
Web前端开发工程师,0.8-1.2万/月,南京-玄武区,南京智慧交通信息股份有限公司,国企,50-150人,交通/运输/物流,08-15
Web前端开发工程师,6-8千/月,南京,南京庞培软件科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,南京-雨花台区,南京开江科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,1.3-2万/月,上海-杨浦区,蓝茵建筑工程设计咨询（上海）有限公司,民营公司,50-150人,计算机软件,08-15
React前端工程师,1.5-3万/月,杭州,杭州芙汕科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1.2-1.6万/月,上海-松江区,上海领路人照明工程有限公司,民营公司,150-500人,建筑/建材/工程,08-15
前端开发工程师,0.7-1万/月,上海-静安区,上海芝昕文化传播有限公司,民营公司,少于50人,互联网/电子商务,08-15
Web前端开发工程师,1.5-2万/月,深圳-南山区,深圳绿能网络科技有限公司,民营公司,少于50人,互联网/电子商务,08-15
前端开发工程师,0.6-1万/月,西安-雁塔区,西安合智宇信息科技有限公司,民营公司,少于50人,计算机软件,08-15
前端工程师/前端开发/web前端开发,0.9-1.2万/月,上海-长宁区,上海米因医疗器械科技有限公司,民营公司,少于50人,互联网/电子商务,08-15
中级前端开发工程师,1-2万/月,深圳-南山区,亦邦（深圳）国际物流有限公司,民营公司,150-500人,交通/运输/物流,08-15
前端工程师（五险一金双休奖金）,0.6-1万/月,宁波-余姚市,浙江中塑在线股份有限公司,上市公司,50-150人,互联网/电子商务,08-15
Web前端开发工程师,1.5-2.5万/月,上海-闵行区,上海蜂雀网络科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,1.5-2万/月,上海-杨浦区,苏浙沪集装箱（上海）股份有限公司,合资,少于50人,交通/运输/物流,08-15
Web前端工程师,6.5-9.5千/月,苏州-高新区,银腾动力（苏州）智能科技有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,7-9千/月,上海-徐汇区,上海仁聚文化传播有限公司,民营公司,50-150人,互联网/电子商务,08-15
Web前端开发工程师,1.5-2万/月,深圳-龙岗区,深圳市泽汇科技有限公司,民营公司,1000-5000人,贸易/进出口,08-15
前端工程师,4-6千/月,成都,四川友联信息技术有限公司,民营公司,少于50人,计算机软件,08-15
前端工程师,0.8-1.5万/月,广州-白云区,云锐互联网,民营公司,50-150人,互联网/电子商务,08-15
Web前端开发工程师,0.7-1.2万/月,沈阳-沈河区,北京利物融通信息技术有限公司沈阳分公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-15
Web前端工程师,0.6-1.3万/月,西安-雁塔区,陕西联兴网络科技有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,0.6-1万/月,广州-天河区,广州红象医疗科技有限公司,创业公司,50-150人,医疗设备/器械,08-15
Web前端开发工程师,1.5-2万/月,上海,吉本软件（上海）有限公司,外资（非欧美）,50-150人,计算机软件,08-15
前端开发工程师,1-2万/月,上海-静安区,恒川系统软件开发（上海）有限公司,外资（非欧美）,少于50人,计算机软件,08-15
web前端开发工程师,0.5-2.5万/月,广州-番禺区,广州市九安智能技术股份有限公司,民营公司,500-1000人,电子技术/半导体/集成电路,08-15
前端工程师（中级）,1.2-2万/月,广州,广州劲源科技发展股份有限公司,民营公司,50-150人,电气/电力/水利,08-15
Web前端开发工程师,1-1.8万/月,珠海-珠海高新区,珠海泰斗云科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,1-1.3万/月,合肥-蜀山区,合肥彼岸互联信息技术有限公司（小猪CMS）,民营公司,50-150人,互联网/电子商务,08-15
Web前端开发工程师,1-1.5万/月,北京-丰台区,海豚传媒股份有限公司,民营公司,500-1000人,文字媒体/出版,08-15
前端开发工程师,0.9-1.2万/月,苏州-工业园区,苏州知轶信息科技有限公司,民营公司,少于50人,计算机软件,08-15
web前端开发工程师,0.8-1万/月,西安-高新技术产业开发区,深圳市易流科技股份有限公司,民营公司,500-1000人,互联网/电子商务,08-15
前端开发工程师,1-1.5万/月,北京-朝阳区,航科院（北京）科技发展有限公司,民营公司,50-150人,航天/航空,08-15
Web前端开发工程师,0.6-1.2万/月,苏州,苏州国网电子科技有限公司,民营公司,50-150人,计算机软件,08-15
急聘前端开发工程师,0.8-1万/月,珠海-香洲区,珠海聘仓未来科技有限公司,民营公司,少于50人,互联网/电子商务,08-15
前端开发工程师,18-30万/年,上海-浦东新区,上海朱光亚战略科技研究院,事业单位,50-150人,学术/科研,08-15
前端开发工程师,0.8-1.5万/月,深圳-福田区,有利华建筑预制件（深圳）有限公司,外资（非欧美）,500-1000人,建筑/建材/工程,08-15
Java前端开发工程师,1-2万/月,广州,中大建设股份有限公司,上市公司,1000-5000人,建筑/建材/工程,08-15
Web前端开发工程师,0.8-1.5万/月,北京-海淀区,国和瑞斯（北京）科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,1-1.7万/月,深圳,深圳市名家汇科技股份有限公司,上市公司,500-1000人,建筑/建材/工程,08-15
前端开发工程师-周末双休,6-8千/月,昆明-呈贡区,云南卓烁科技有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-15
Web前端开发工程师,1.5-3万/月,上海-浦东新区,嘉晨电器上海研发中心,民营公司,150-500人,新能源,08-15
h5前端工程师,0.6-1.2万/月,佛山-南海区,广东卓腾信息服务有限公司,民营公司,50-150人,互联网/电子商务,08-15
Web前端开发工程师,1-1.5万/月,成都-龙泉驿区,四川省巴蜀危险品运输有限公司,民营公司,500-1000人,交通/运输/物流,08-15
前端开发工程师,5-9千/月,济南,济南瀚盟网络技术有限公司,事业单位,50-150人,计算机软件,08-15
前端开发工程师,1.2-1.5万/月,上海-静安区,合盛硅业股份有限公司上海分公司,上市公司,10000人以上,石油/化工/矿产/地质,08-15
WEB前端控件开发工程师,0.9-1.4万/月,西安,西安葡萄城信息技术有限公司,外资（欧美）,150-500人,计算机软件,08-15
前端软件开发工程师,0.8-1万/月,杭州-滨江区,杭州衣爱诚品服饰有限公司,民营公司,150-500人,服装/纺织/皮革,08-15
前端开发工程师,1.5-2万/月,杭州-余杭区,杭州亿秒网络技术有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,1.2-2.4万/月,深圳-盐田区,深圳市立航货运股份有限公司,民营公司,150-500人,交通/运输/物流,08-15
前端开发工程师,1.5-2.5万/月,杭州-余杭区,杭州昼光科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
Web前端开发工程师,1.2-2万/月,深圳-福田区,深圳市中联创新自控系统有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-15
Web前端开发工程师,1-2万/月,宁波,宁波机智网络科技有限公司,合资,少于50人,互联网/电子商务,08-15
前端开发工程师,1.5-2.5万/月,成都-武侯区,联联永欣科技（成都）有限公司,民营公司,5000-10000人,生活服务,08-15
前端开发工程师,1.2-1.5万/月,广州-番禺区,广东各有所爱信息科技有限公司,民营公司,150-500人,互联网/电子商务,08-15
前端开发工程师,1.2-1.5万/月,上海-徐汇区,上海翔盛悦信息技术有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师（2年+）,0.7-1.2万/月,武汉-洪山区,武汉市瑞思信息技术有限公司,民营公司,50-150人,计算机软件,08-15
前端高级开发工程师,2-2.5万/月,上海-长宁区,上海机场国际旅行社有限公司,国企,500-1000人,互联网/电子商务,08-15
Web前端开发工程师,1.7-2.5万/月,苏州-工业园区,苏州时玳运成网络科技发展有限公司,民营公司,50-150人,计算机软件,08-15
前端中级工程师,0.6-1万/月,攀枝花,四川中科数微科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,1.2-1.8万/月,北京,北京紫光数智科技股份有限公司,国企,150-500人,计算机软件,08-15
Web前端高级开发工程师,1.3-2.5万/月,深圳-南山区,深圳市华科成长软件有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,0.8-1.2万/月,成都-高新区,成都佳美嘉家居装饰设计有限公司,民营公司,150-500人,家居/室内设计/装潢,08-15
前端开发工程师,0.6-1.2万/月,武汉-洪山区,武汉金百瑞科技股份有限公司,民营公司,50-150人,计算机软件,08-15
Vue前端开发工程师,0.9-1.4万/月,深圳-南山区,深圳市微校互联科技有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,0.5-1.3万/月,郑州,郑州思博科信息技术有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,1.5-2.5万/月,深圳-福田区,豆沙包科技（深圳）有限公司,民营公司,少于50人,金融/投资/证券,08-15
前端工程师,1-1.5万/月,广州-越秀区,广州智云信息技术有限公司,民营公司,少于50人,计算机软件,08-15
Web前端中高级工程师,1-2万/月,成都,成都叁体视讯科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1-2万/月,上海-闵行区,上海趋视信息科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,0.8-1.5万/月,西安-雁塔区,北京优炫软件股份有限公司,民营公司,1000-5000人,计算机软件,08-15
Web前端开发工程师,1-2.5万/月,深圳,深圳市普盛网络有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,1-1.4万/月,上海-浦东新区,上海蓝丰信息科技有限公司,民营公司,少于50人,计算机服务(系统、数据服务、维修),08-15
前端工程师,0.8-1.2万/月,武汉-汉阳区,武汉佳腾教育咨询有限公司,民营公司,少于50人,计算机软件,08-15
Web/前端开发/工程师,1.1-1.5万/月,上海-浦东新区,北京宏天信业信息技术股份有限公司上海分公司,民营公司,150-500人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,上海-徐汇区,上海赛图计算机科技股份有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,0.9-1.2万/月,南京-江宁区,南京艮众信息科技有限公司,民营公司,50-150人,计算机软件,08-15
前端网页开发工程师,0.8-1.5万/月,无锡-梁溪区,软科动力信息技术无锡有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1.5-2.5万/月,广州-黄埔区,广州海格星航信息科技有限公司,国企,150-500人,通信/电信/网络设备,08-15
前端开发工程师,1-1.5万/月,上海-徐汇区,上海柯林布瑞信息技术有限公司,民营公司,150-500人,计算机软件,08-15
Web前端开发工程师,12-18万/年,武汉-东湖新技术产业开发区,武汉迈威通信股份有限公司,上市公司,150-500人,通信/电信/网络设备,08-15
高级Web前端开发工程师,1.5-2万/月,广州-海珠区,广州网融信息技术有限公司,民营公司,50-150人,互联网/电子商务,08-15
前端开发工程师,1.5-2.5万/月,深圳-宝安区,碧兴物联科技（深圳）股份有限公司,民营公司,500-1000人,环保,08-15
前端工程师,1.2-1.8万/月,上海-普陀区,上海庆科信息技术有限公司,民营公司,150-500人,互联网/电子商务,08-15
前端开发工程师,4-8千/月,广州-黄埔区,广州壹物壹码物联网信息技术有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师/混合APP开发,6-8千/月,济南-高新区,山东上正信息科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,5-8千/月,襄阳,襄阳智诚物联网科技有限公司,合资,50-150人,计算机软件,08-15
Web前端开发工程师,4.5-6千/月,沈阳,沈阳辉浩科技有限公司,民营公司,150-500人,互联网/电子商务,08-15
Web前端开发工程师,1.2-2万/月,上海-闵行区,上海真祥大数据科技有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-15
Web前端开发工程师,1-2万/月,上海-虹口区,上海申挚医疗科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,0.4-1.5万/月,重庆-渝北区,重庆雅乐视信息技术有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,0.9-1.2万/月,武汉-硚口区,云驼（武汉）网络科技有限公司,民营公司,50-150人,互联网/电子商务,08-15
Web前端开发工程师,6-8千/月,郑州-高新区,中科宇图科技股份有限公司河南分公司,民营公司,500-1000人,计算机软件,08-15
前端开发工程师,1-2.5万/月,北京-海淀区,北京瑞尼尔技术有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,1-1.5万/月,成都-高新区,上海喆塔信息科技有限公司,合资,50-150人,计算机服务(系统、数据服务、维修),08-15
Web前端开发工程师,0.9-1万/月,福州,福建博通软件有限公司,民营公司,50-150人,计算机软件,08-15
WEB前端工程师,5-9千/月,苏州,瑞泰信息技术有限公司,民营公司,150-500人,计算机软件,08-15
Web前端开发工程师,0.8-1.5万/月,上海-宝山区,上海宝驰信医药科技股份有限公司,合资,50-150人,制药/生物工程,08-15
