职位,薪酬,城市,公司名称,公司类型,公司规模（人）,公司经营方向,发布日期
Web前端高级开发工程师,10-15万/年,苏州-高新区,苏州易助能源管理有限公司,合资,50-150人,计算机软件,08-15
前端开发工程师,0.7-1万/月,无锡-滨湖区,上海满盛信息技术有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,18-28万/年,上海,上海城市房地产估价有限公司,民营公司,150-500人,专业服务(咨询、人力资源、财会),08-15
Web前端开发高级工程师,0.7-1.2万/月,镇江,江苏斯诺物联科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师（含GIS方向）,10-25万/年,成都-武侯区,民航成都电子技术有限责任公司,国企,500-1000人,电子技术/半导体/集成电路,08-15
H5前端工程师(领导nice),0.7-1.5万/月,上海-浦东新区,上海织田信息技术有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,0.7-1万/月,盐城,立铠精密科技（盐城）有限公司,上市公司,10000人以上,电子技术/半导体/集成电路,08-15
Web前端开发工程师,1.2-1.8万/月,杭州-余杭区,浙江壹企通科技发展有限公司,民营公司,50-150人,互联网/电子商务,08-15
Web前端开发工程师,1-1.2万/月,上海-徐汇区,上海阐映网络技术有限公司,民营公司,少于50人,家居/室内设计/装潢,08-15
Web前端开发工程师,1-1.5万/月,苏州-工业园区,苏州易换骑网络科技有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-15
Web前端工程师,0.8-1.2万/月,上海-浦东新区,上海络安信息技术有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-15
高级前端开发工程师,1-1.5万/月,武汉-洪山区,上海智隆信息技术股份有限公司,民营公司,150-500人,计算机软件,08-15
Web前端开发工程师,1.8-2.5万/月,深圳,深圳市中地软件工程有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,0.6-1万/月,青岛,山东沐华医疗科技有限公司,民营公司,50-150人,医疗/护理/卫生,08-15
前端开发工程师,0.6-1.2万/月,无锡-无锡新区,江苏新世纪信息科技有限公司,民营公司,少于50人,计算机服务(系统、数据服务、维修),08-15
Web前端开发工程师,5.5-7千/月,深圳-龙岗区,深圳市博威创新技术有限公司,民营公司,150-500人,通信/电信/网络设备,08-15
Web前端工程师,1-1.6万/月,上海-浦东新区,上海雷度网络科技有限公司,民营公司,50-150人,互联网/电子商务,08-15
前端开发工程师,7-9千/月,上海-静安区,上海众家联设备租赁有限公司,创业公司,少于50人,互联网/电子商务,08-15
高级Web前端开发工程师（双休+五险）,0.7-1万/月,郑州,郑州源恒通软件技术有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,0.5-1万/月,杭州-滨江区,浙江标点信息科技有限公司,民营公司,50-150人,计算机软件,08-15
web前端开发工程师,0.5-1万/月,昆山,江苏网进科技股份有限公司,上市公司,150-500人,计算机软件,08-15
Web前端开发工程师,0.8-1万/月,广州-黄埔区,广州市长岛光电机械厂,国企,500-1000人,机械/设备/重工,08-15
前端工程师,0.9-1.1万/月,武汉-江汉区,武汉海星通技术股份有限公司,民营公司,50-150人,医疗/护理/卫生,08-15
web前端研发工程师,1.1-1.5万/月,武汉-东湖新技术产业开发区,湖北新纵科病毒疾病工程技术有限公司,创业公司,50-150人,医疗设备/器械,08-15
前端开发工程师,1-1.5万/月,上海,广州市汇尚网络科技有限公司,民营公司,150-500人,互联网/电子商务,08-15
前端工程师,0.7-1.2万/月,成都-高新区,四川惠宜康科技有限公司,合资,50-150人,计算机软件,08-15
Web前端开发工程师,0.8-1.3万/月,上海-徐汇区,上海软中信息技术有限公司,国企,150-500人,计算机软件,08-15
Web前端开发工程师,1-1.3万/月,深圳-南山区,深圳市闻迅数码科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,1.5-2万/月,上海-闵行区,上海三思电子工程有限公司,民营公司,1000-5000人,电子技术/半导体/集成电路,08-15
前端开发工程师,1-1.5万/月,杭州,城云科技（中国）有限公司,外资（欧美）,150-500人,计算机软件,08-15
Web前端开发工程师,0.8-1.2万/月,广州-天河区,广州云作科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,0.8-1万/月,广州,广州创想云科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,0.9-1.5万/月,深圳,深圳市泰比特科技有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-15
前端开发工程师,1.5-2.5万/月,上海-杨浦区,森兰信息科技（上海）有限公司,合资,150-500人,教育/培训/院校,08-15
前端开发工程师,1.5-2万/月,上海-宝山区,上海万序健康科技有限公司,民营公司,150-500人,计算机软件,08-15
前端开发工程师,1.5-2万/月,上海-徐汇区,上海晓联信息技术有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,0.8-1.5万/月,苏州-工业园区,江苏云坤信息科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端工程师,5-8千/月,天津-滨海新区,天津开发区沃思电子商务有限公司,民营公司,少于50人,互联网/电子商务,08-15
Web前端开发工程师,0.6-1万/月,重庆-渝北区,重庆晋才富熙科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,0.7-1.5万/月,广州-天河区,广州宝巨信息技术有限公司,民营公司,50-150人,计算机软件,08-15
网站前端工程师,1.2-1.5万/月,上海,上海圣熙信息技术有限公司,合资,少于50人,计算机软件,08-15
Web前端开发工程师,0.7-1.2万/月,贵阳,贵州易荣德尚网络科技服务有限责任公司,创业公司,50-150人,互联网/电子商务,08-15
前端开发工程师（小程序方向）,1.1-2.2万/月,上海-闵行区,上海海鼎信息工程股份有限公司,民营公司,500-1000人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,深圳-南山区,深圳市网安计算机安全检测技术有限公司,民营公司,150-500人,计算机服务(系统、数据服务、维修),08-15
前端开发工程师,1.4-1.8万/月,上海-长宁区,辰牡（上海）信息科技有限公司,民营公司,少于50人,网络游戏,08-15
Web前端开发工程师,1-2万/月,上海-浦东新区,星火保信息科技（上海）有限公司,民营公司,50-150人,互联网/电子商务,08-15
Web前端开发工程师,1.3-1.7万/月,上海-浦东新区,上海峰湖谷林网络科技有限公司,民营公司,少于50人,互联网/电子商务,08-15
前端开发工程师,1.5-2.3万/月,上海-虹口区,上海色宁信息科技有限公司,民营公司,少于50人,互联网/电子商务,08-15
Web前端开发工程师,0.8-1.5万/月,成都-高新区,四川众鹏科技有限公司,民营公司,50-150人,计算机软件,08-15
Java前端开发工程师,0.7-1.3万/月,上海-闵行区,上海紫港信息科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师   019,1-2万/月,南京-雨花台区,南京森根科技股份有限公司,民营公司,150-500人,计算机软件,08-15
Web前端开发工程师,1.5-2万/月,广州-越秀区,广州远程教育中心有限公司,民营公司,150-500人,互联网/电子商务,08-15
前端开发工程师,1.5-3万/月,上海-闵行区,上海沪源医药有限公司,民营公司,50-150人,制药/生物工程,08-15
Web前端开发工程师,1.3-2.5万/月,深圳-南山区,深圳市数聚能源科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端软件工程师（上海）,1-1.5万/月,上海-闵行区,深圳亮钻科技有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
前端开发工程师,0.6-1.2万/月,武汉-洪山区,武汉互创联合科技有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-15
前端开发工程师,1.2-1.5万/月,北京-海淀区,北京华瑞网研科技有限公司,国企,50-150人,互联网/电子商务,08-15
前端开发工程师,1-2万/月,广州-天河区,广州安康桥信息科技有限公司,民营公司,50-150人,互联网/电子商务,08-15
Web前端高级开发工程师,1.4-2.4万/月,广州-番禺区,广州盛原成科技有限公司,合资,50-150人,计算机软件,08-15
Web前端开发工程师,1.2-1.8万/月,深圳-南山区,深圳市金龄科技有限公司,民营公司,150-500人,计算机软件,08-15
Web前端开发工程师,0.6-1.2万/月,重庆,南京普惠恒丰信息科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,0.7-1.2万/月,常州-新北区,永安行科技股份有限公司,上市公司,5000-10000人,计算机服务(系统、数据服务、维修),08-15
Web前端开发工程师,1.2-2万/月,上海-浦东新区,上海建勖信息技术有限公司,民营公司,少于50人,计算机硬件,08-15
前端开发工程师,1.5-2.5万/月,上海-普陀区,望美（上海）信息技术服务有限公司,外资（非欧美）,50-150人,互联网/电子商务,08-15
前端开发工程师,6-8千/月,广州-荔湾区,广西和顺水运集团股份有限公司,民营公司,500-1000人,交通/运输/物流,08-15
移动端前端开发工程师,1-1.5万/月,武汉-武昌区,上海正品贵德软件有限公司,上市公司,150-500人,计算机软件,08-15
web前端开发工程师,5-8千/月,重庆-九龙坡区,重庆睿景信息技术有限公司,民营公司,150-500人,计算机软件,08-15
React前端开发工程师（北京/廊坊）-QDHX,1.5-2万/月,北京-朝阳区,深圳瀚德金融科技控股有限公司,民营公司,150-500人,金融/投资/证券,08-15
web前端工程师,0.8-1万/月,北京-大兴区,北京国商逸品文化传媒有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,0.6-1.2万/月,沈阳-于洪区,丰采数字科技（沈阳）有限公司,创业公司,少于50人,计算机软件,08-15
WEB前端开发工程师,1-1.5万/月,武汉,郑州辰而将行软件科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,上海-浦东新区,上海科霏智能科技有限公司,合资,150-500人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,上海-长宁区,上海菁淇信息科技有限公司,合资,50-150人,电子技术/半导体/集成电路,08-15
系统开发-(前端)工程师,1-1.2万/月,无锡-梁溪区,惠州晟兴网络科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师（年底分红）,5-6.5千/月,常州-天宁区,常州捷效信息技术有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,上海-普陀区,上海溪湃智能科技有限公司,合资,150-500人,互联网/电子商务,08-15
前端开发工程师,1-1.5万/月,上海-普陀区,上海迄盼信息技术有限公司,合资,50-150人,计算机软件,08-15
Web前端开发工程师,1.7-2.3万/月,上海-普陀区,上海凯景信息技术有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,7-9千/月,北京-海淀区,未名天（北京）教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-15
Web前端开发工程师,6-8千/月,深圳-龙华区,陕西德泰生科贸有限公司,民营公司,少于50人,批发/零售,08-15
Web前端开发工程师,0.5-1万/月,荆州,凯普奇软件（北京）有限公司,民营公司,少于50人,计算机服务(系统、数据服务、维修),08-15
前端工程师（可接受调动）（东莞）,0.8-1万/月,东莞-南城区,东莞东美丰田汽车销售服务有限公司凤岗分公司,民营公司,50-150人,汽车,08-15
前端工程师,1.1-1.6万/月,广州-白云区,深圳市证通电子股份有限公司,上市公司,1000-5000人,电子技术/半导体/集成电路,08-15
Web前端开发工程师,6-8千/月,上海-闵行区,上海义维流体科技有限公司,民营公司,少于50人,计算机软件,08-15
中级前端开发工程师,1-1.5万/月,成都-高新区,知道安物（北京）科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,0.8-1万/月,北京-丰台区,泰睿（北京）技术服务有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
前端开发工程师,1.5-2万/月,上海-浦东新区,开店宝科技集团有限公司,民营公司,500-1000人,金融/投资/证券,08-15
Web前端开发工程师,0.6-1万/月,杭州-西湖区,杭州溥博泰道科技有限公司,合资,50-150人,计算机软件,08-15
Web前端开发工程师,4-9千/月,合肥-高新区,安徽人与科技发展股份有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,0.8-1.5万/月,重庆,重庆若谷信息技术有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,0.8-1.1万/月,武汉-武昌区,武汉蓬域区块链科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,1.5-2万/月,深圳-南山区,深圳市盛阳科技股份有限公司,民营公司,150-500人,计算机软件,08-15
Web前端开发工程师,1.4-1.8万/月,深圳-福田区,智慧银河,民营公司,150-500人,互联网/电子商务,08-15
Web前端工程师/web前端实训生,4.5-6千/月,青岛,青岛迈科思软件有限责任公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师 产户,,南京,中国联合网络通信有限公司江苏省分公司,上市公司,10000人以上,通信/电信/网络设备,08-15
Web前端开发工程师,1.2-2万/月,福州-闽侯县,福州林景行信息技术有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,1-1.5万/月,福州-鼓楼区,福建长弓睿集信息科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,0.8-1.4万/月,深圳-宝安区,深圳市奥库科技有限公司,民营公司,少于50人,计算机软件,08-15
WEB前端高级开发工程师,0.9-1.8万/月,西安,西安融科通信技术有限公司,民营公司,50-150人,计算机软件,08-15
前端工程师,0.9-1.2万/月,天津-西青区,易一健康管理咨询（天津）有限公司,民营公司,少于50人,医疗/护理/卫生,08-15
前端开发工程师,1-1.5万/月,西安-雁塔区,安徽兆尹信息科技股份有限公司,民营公司,1000-5000人,计算机软件,08-15
前端工程师,1-1.5万/月,北京,ICD Security Solutions,外资（欧美）,150-500人,建筑/建材/工程,08-15
前端开发工程师,0.8-1.5万/月,天津-河东区,天津易泰科技发展中心,国企,50-150人,互联网/电子商务,08-15
前端开发工程师,1.5-3万/月,上海-闵行区,上海红星共赢云计算科技有限公司,民营公司,150-500人,计算机软件,08-15
前端开发工程师,1.2-2万/月,上海-普陀区,红星美凯龙国际家居连锁（家倍得）,民营公司,500-1000人,家居/室内设计/装潢,08-15
3D前端开发工程师,1.5-3万/月,上海-普陀区,上海红星美凯龙设计云信息科技有限公司,上市公司,10000人以上,互联网/电子商务,08-15
Web前端工程师 (MJ000043),1.5-2.5万/月,上海-闵行区,红星美凯龙互联网集团,民营公司,500-1000人,互联网/电子商务,08-15
前端开发工程师(J13457),1-2万/月,北京-海淀区,北京北大方正电子有限公司,国企,1000-5000人,计算机软件,08-15
前端开发工程师,0.7-1万/月,长沙-岳麓区,长沙市金步信息科技有限公司,民营公司,,专业服务(咨询、人力资源、财会),08-15
ERP前端工程师,0.8-1万/月,青岛-城阳区,青岛贝士特电气有限公司,民营公司,50-150人,仪器仪表/工业自动化,08-15
前端开发工程师(急）,1-1.5万/月,深圳-南山区,深圳市华付信息技术有限公司,民营公司,,电子技术/半导体/集成电路,08-15
Web前端开发工程师,1-2万/月,深圳-南山区,顺丰速运有限公司,民营公司,10000人以上,交通/运输/物流,08-15
前端工程师,1-1.5万/月,南京-雨花台区,禹联网络科技有限公司,合资,少于50人,互联网/电子商务,08-15
前端开发工程师（线上面试),1-1.5万/月,武汉,深圳市华付信息技术有限公司,民营公司,,电子技术/半导体/集成电路,08-15
前端开发工程师,1-1.5万/月,武汉,武汉恩倍思科技有限公司,民营公司,50-150人,计算机硬件,08-15
前端开发工程师,0.8-1.5万/月,上海-闵行区,威博通科技（上海）有限公司,外资（非欧美）,50-150人,计算机软件,08-15
H5前端高级开发工程师,1.8-2.3万/月,上海-浦东新区,微宝账（上海）数字科技有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,1-1.5万/月,广州-天河区,汕头市佳创信息科技有限公司,民营公司,50-150人,计算机软件,08-15
WEB前端开发工程师,1-1.5万/月,深圳-宝安区,深圳市黑马启航科技有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-15
web前端开发工程师,5-8千/月,南昌-红谷滩新区,江西天华新瑞信息技术有限公司,民营公司,少于50人,通信/电信/网络设备,08-15
项目前端工程师,1.5-3万/月,上海-浦东新区,上海别样秀数据科技有限公司,外资（欧美）,50-150人,互联网/电子商务,08-15
Web前端高级开发工程师,1-2万/月,深圳-南山区,易通智联科技（深圳）有限公司,民营公司,50-150人,计算机软件,08-15
web前端高级开发工程师,1.5-2.5万/月,上海-青浦区,上海东普信息科技有限公司,民营公司,500-1000人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,杭州-余杭区,浙江工品良行科技有限公司,民营公司,少于50人,互联网/电子商务,08-15
前端开发工程师,0.9-1.7万/月,成都-武侯区,四川得孚科技有限公司,民营公司,少于50人,电子技术/半导体/集成电路,08-15
Web前端开发工程师（办公地点：石家庄）,1-2万/月,石家庄-新华区,金名正元（北京）科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,0.6-1万/月,南京-雨花台区,南京庞特软件科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,0.8-1.3万/月,上海-徐汇区,上海治熵信息科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1.8-2.5万/月,上海-虹口区,上海商窝企业管理咨询有限公司,民营公司,少于50人,政府/公共事业,08-15
前端工程师,1.5-2.2万/月,上海-浦东新区,上海金盾消防智能科技有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-15
Web前端开发工程师,7-9千/月,南京-建邺区,南京披云信息科技有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-15
Web前端开发工程师,0.9-1.2万/月,南京,南京传唱软件科技有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,1.2-3万/月,上海-徐汇区,上海正斯信息技术有限公司,民营公司,少于50人,计算机软件,08-15
前端工程师,1-1.5万/月,北京-通州区,北京宏诚创新科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,1-1.5万/月,青岛-黄岛区,青岛文达通科技股份有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-15
Web前端开发工程师,4.5-6千/月,南京-雨花台区,江苏嘉数产业互联网有限公司,民营公司,150-500人,批发/零售,08-15
前端开发工程师2021,1-1.8万/月,北京,北京燕昆石油科技发展有限责任公司,国企,150-500人,石油/化工/矿产/地质,08-15
Web前端开发工程师,0.8-1.2万/月,成都-郫都区,基点生物科技（成都）有限公司,民营公司,50-150人,医疗设备/器械,08-15
前端工程师,1-1.5万/月,宁波-高新区,宁波千克拉信息技术有限公司,民营公司,50-150人,计算机软件,08-15
VUE前端开发工程师,2-3万/月,深圳-南山区,深圳市云图华祥科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,6-8千/月,重庆-九龙坡区,重庆云华科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,2-4万/月,北京-东城区,吉利卫星-未来出行,民营公司,150-500人,通信/电信运营、增值服务,08-15
Web前端开发工程师,0.9-1.5万/月,长沙-岳麓区,深圳迪聚海思科技有限公司,民营公司,50-150人,计算机软件,08-15
中高级前端开发工程师,0.8-1.2万/月,广州,广东铭太信息科技有限公司,民营公司,150-500人,计算机软件,08-15
前端开发工程师,1-2万/月,上海-浦东新区,上海联空网络科技有限公司,民营公司,50-150人,互联网/电子商务,08-15
WEB前端工程师助理,4.5-6千/月,青岛-市南区,青岛青软科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,1-1.8万/月,深圳-南山区,北京华付信息有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-15
web前端开发工程师,0.8-1万/月,北京-海淀区,北京极客通慧科技有限公司,民营公司,50-150人,计算机软件,08-15
前端开发工程师,1.3-2万/月,西安,西安华越信息技术有限公司,民营公司,150-500人,计算机服务(系统、数据服务、维修),08-15
前端开发工程师,0.8-1.2万/月,武汉-东湖新技术产业开发区,武汉意美智构信息科技有限公司,民营公司,少于50人,互联网/电子商务,08-15
前端开发工程师,1-1.5万/月,上海,上海意静信息科技有限公司,民营公司,少于50人,互联网/电子商务,08-15
前端开发工程师,1.5-2万/月,上海-浦东新区,苏州坤王信息科技有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,1-1.3万/月,武汉-洪山区,仁和会计教育集团,民营公司,10000人以上,会计/审计,08-15
Web前端开发工程师,2-2.5万/月,上海-青浦区,上海绝配柔性供应链服务有限公司,上市公司,50-150人,交通/运输/物流,08-15
前端开发工程师,4.5-6千/月,邯郸,河北翰林文轩教育科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1.5-2万/月,北京,北京科拉斯科技有限公司,外资（非欧美）,1000-5000人,石油/化工/矿产/地质,08-15
web前端开发工程师,1-1.5万/月,合肥-蜀山区,安徽聚亿美教育咨询有限公司,民营公司,500-1000人,教育/培训/院校,08-15
Web前端开发工程师,0.6-1万/月,东莞,广东巴金斯科技有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,0.6-1.2万/月,南京-江宁区,南京消防器材股份有限公司,合资,500-1000人,机械/设备/重工,08-15
React前端开发工程师（世纪大道）,1.5-2万/月,上海-浦东新区,上海横申软件咨询有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,深圳-福田区,运柜宝物流有限公司,民营公司,150-500人,交通/运输/物流,08-15
前端开发工程师,6-8千/月,上海-徐汇区,普天轨道交通技术（上海）有限公司,国企,150-500人,电子技术/半导体/集成电路,08-15
前端开发工程师,1.5-2万/月,上海-徐汇区,云之富（上海）数据服务有限公司,民营公司,50-150人,家居/室内设计/装潢,08-15
前端web开发工程师,0.8-1万/月,广州-白云区,广州百得胜家居有限公司,上市公司,500-1000人,家具/家电/玩具/礼品,08-15
前端开发工程师,1-1.5万/月,长沙-长沙县,湖南铁聚人工程机械集团有限公司,民营公司,150-500人,机械/设备/重工,08-15
Web前端开发工程师,0.7-1.2万/月,深圳,深圳市赛特标识牌设计制作有限公司,民营公司,50-150人,广告,08-15
前端开发工程师,0.8-1.2万/月,成都-成华区,四川省天宇锐集团有限公司,民营公司,50-150人,专业服务(咨询、人力资源、财会),08-15
React前端工程师,1.5-2.5万/月,上海-浦东新区,上海博佳医药科技有限公司,民营公司,50-150人,制药/生物工程,08-15
前端开发工程师,0.8-1.2万/月,苏州-高新区,苏州嗨森无人机科技有限公司,外资（欧美）,50-150人,航天/航空,08-15
WEB前端工程师,1-1.6万/月,深圳-宝安区,深圳市同昌汇能科技发展有限公司,民营公司,50-150人,电子技术/半导体/集成电路,08-15
前端开发工程师,1-1.5万/月,苏州-相城区,苏州针尖智能科技有限公司,外资（非欧美）,50-150人,仪器仪表/工业自动化,08-15
前端开发工程师,1.2-1.8万/月,南京-秦淮区,江苏普旭科技股份有限公司,民营公司,150-500人,计算机软件,08-15
Web前端开发工程师,1-2万/月,北京-海淀区,北京汉诺威尔能源科技有限公司,民营公司,少于50人,互联网/电子商务,08-15
Web前端开发工程师助理,4.5-6千/月,郑州,河南艾茵斯物联网科技有限公司,民营公司,150-500人,计算机软件,08-15
Web前端工程师/网页美工,0.8-1万/月,上海-闵行区,上海珂绘数码影像科技有限公司,民营公司,50-150人,专业服务(咨询、人力资源、财会),08-15
Web前端开发工程师,6-8千/月,上海-宝山区,上海理泊软件科技有限公司,民营公司,50-150人,计算机软件,08-15
Web前端开发工程师,0.5-1万/月,成都-武侯区,成都望子成龙学校,民营公司,1000-5000人,教育/培训/院校,08-15
软体设计资深工程师（前端）,10-20万/月,苏州,中达电子（江苏）有限公司,外资（非欧美）,10000人以上,电子技术/半导体/集成电路,08-15
HTML5 WEB前端开发工程师,0.5-1万/月,杭州,杭州新步伐教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-15
WEB前端工程师,0.5-2万/月,杭州-西湖区,杭州五星网信息服务有限公司,民营公司,少于50人,互联网/电子商务,08-15
初级前端开发工程师,4-8千/月,海口,明智微服（海南）科技有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,0.8-1万/月,惠州,惠州市广工大物联网协同创新研究院有限公司,国企,少于50人,仪器仪表/工业自动化,08-15
高级前端开发工程师,3-4万/月,北京-海淀区,网易,上市公司,10000人以上,网络游戏,08-15
前端开发高级工程师（南京）,1-1.5万/月,南京,中移物联网有限公司,国企,1000-5000人,通信/电信/网络设备,08-15
前端开发工程师,1-1.5万/月,合肥-包河区,神州数码信息服务股份有限公司,上市公司,5000-10000人,计算机服务(系统、数据服务、维修),08-15
前端工程师,15-20万/年,上海-静安区,伺动营销科技(上海)有限公司,外资（非欧美）,50-150人,广告,08-15
前端开发工程师,2.5-3万/月,北京,完美世界（北京）总部\/完美时空,外资（欧美）,500-1000人,网络游戏,08-15
11313V-前端开发工程师,2-2.5万/月,深圳-南山区,平安科技（深圳）有限公司,民营公司,1000-5000人,互联网/电子商务,08-15
前端开发工程师,1-1.5万/月,杭州-滨江区,新华三技术有限公司,合资,10000人以上,通信/电信/网络设备,08-15
高级前端软件开发工程师,,南京,华晨宝马汽车有限公司,合资,10000人以上,汽车,08-15
Web前端开发工程师,0.8-1万/月,昆明-五华区,亚信科技CUC,上市公司,10000人以上,计算机软件,08-15
Web前端开发工程师,1.2-2.5万/月,南京-雨花台区,亚信科技PRD,民营公司,10000人以上,计算机软件,08-15
Web前端开发工程师(深圳),1-1.8万/月,深圳-龙华区,亚信科技CMC,合资,10000人以上,计算机软件,08-15
前端高级开发工程师,1.1-2.2万/月,南京-雨花台区,亚信科技OBC,民营公司,10000人以上,计算机软件,08-15
前端开发工程师,0.9-1万/月,合肥-蜀山区,亚信在线BIU,合资,10000人以上,计算机软件,08-15
Web前端开发工程师,20-40万/年,广州-天河区,电信事业部,外资（欧美）,500-1000人,通信/电信运营、增值服务,08-15
Web前端开发工程师,1.5-2.5万/月,南京-雨花台区,亚信科技CTC,合资,10000人以上,计算机软件,08-15
前端开发工程师,1.2-2万/月,北京-海淀区,亚信科技（中国）有限公司,上市公司,10000人以上,计算机软件,08-15
前端开发工程师,1.3-1.8万/月,南京-浦口区,益客集团,民营公司,10000人以上,农/林/牧/渔,08-15
Web前端开发工程师,0.6-1.5万/月,佛山-禅城区,佛山市中运软件有限公司,民营公司,少于50人,计算机软件,08-15
Web前端开发工程师,1-1.5万/月,深圳,深圳市豪恩科技集团股份有限公司,民营公司,1000-5000人,电子技术/半导体/集成电路,08-15
前端开发工程师,10-15万/年,无锡-滨湖区,无锡先进技术研究院,事业单位,150-500人,学术/科研,08-15
前端开发工程师,0.6-1万/月,肇庆-端州区,广东数智信息科技有限公司,创业公司,少于50人,计算机软件,08-15
Web前端开发工程师,0.8-1万/月,郑州,新乡市中誉鼎力软件科技有限公司,上市公司,50-150人,仪器仪表/工业自动化,08-15
前端开发工程师,1-1.5万/月,成都-锦江区,国城科技（成都）有限公司,民营公司,50-150人,计算机软件,08-15
高级前端开发工程师,1.5-3万/月,杭州,杭州衡泰软件有限公司,外资（欧美）,1000-5000人,计算机软件,08-15
前端中级工程师(金融方向),1.5-2万/月,上海-黄浦区,上海宝旗信息科技有限公司,民营公司,少于50人,计算机软件,08-15
前端开发工程师,1-1.5万/月,广州-海珠区,广东聚健康信息科技有限公司,民营公司,少于50人,互联网/电子商务,08-15
Web前端开发工程师,1.8-2.5万/月,上海-徐汇区,上海悦米信息技术有限公司,合资,50-150人,计算机软件,08-15
前端开发工程师（可接受应届生）,4-8千/月,广州-天河区,广东易臣信息技术有限公司,民营公司,150-500人,计算机软件,08-15
Web前端开发工程师,1-2万/月,武汉-东湖新技术产业开发区,北京数字绿土科技有限公司,民营公司,150-500人,计算机软件,08-15
前端开发工程师,1.5-3万/月,青岛-李沧区,上海壹也司信息科技有限公司,民营公司,,通信/电信/网络设备,08-15
Web前端开发工程师,1-2万/月,深圳-南山区,深圳市科陆电子科技股份有限公司,上市公司,1000-5000人,仪器仪表/工业自动化,08-15
前端开发工程师(J10451),1.2-2.4万/月,邯郸,邯郸制药股份有限公司,民营公司,500-1000人,制药/生物工程,08-15
