职位,薪酬,城市,公司名称,公司类型,公司规模（人）,公司经营方向,发布日期
厨师长,4.5-6千/月,重庆-北碚区,重庆两江中凯电力产业（集团）有限公司,民营公司,50-150人,电气/电力/水利,08-15
厨师（小饭堂）,4.5-6千/月,深圳-龙岗区,深圳市振勤电子科技有限公司,民营公司,150-500人,原材料和加工,08-15
中餐厨师,0.8-1万/月,成都-新都区,明达线缆集团（成都）有限公司,民营公司,150-500人,机械/设备/重工,08-15
厨师,5-6千/月,深圳-宝安区,邑升顺电子（深圳）有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-15
厨师,5-8千/月,南通,江苏诚信药业有限公司,民营公司,150-500人,制药/生物工程,08-15
厨师,3-4.5千/月,郑州-金水区,河南师研文训文化传播有限公司,民营公司,,计算机软件,08-15
厨师,5.5-6.5千/月,青岛-黄岛区,青岛健丰酒店管理有限公司,民营公司,500-1000人,餐饮业,08-15
员工餐厨师,5-6千/月,北京-门头沟区,京高园林工程有限公司北京分公司,民营公司,50-150人,农/林/牧/渔,08-15
食堂厨师,3-4.5千/月,大连-旅顺口区,大连至鑫建筑材料有限公司,民营公司,少于50人,建筑/建材/工程,08-15
食堂厨师,3-4.5千/月,兰州,申联生物医药（上海）股份有限公司,合资,150-500人,农/林/牧/渔,08-15
中餐厨师,6-8千/月,衡阳,衡阳乐鉴商贸有限公司,外资（非欧美）,少于50人,批发/零售,08-15
幼儿园厨师,2-3千/月,重庆-九龙坡区,重庆点宏教育投资有限责任公司,民营公司,500-1000人,教育/培训/院校,08-15
厨师长（餐酒吧）,0.8-1.2万/月,成都-成华区,成都大未来环球企业管理有限公司,民营公司,150-500人,物业管理/商业中心,08-15
日料厨师,4.5-6千/月,成都-武侯区,成都市青羊区福禄培尔幼儿园,民营公司,50-150人,教育/培训/院校,08-15
厨师,4.5-8千/月,东莞-长安镇,广东东阳光药业有限公司,合资,1000-5000人,制药/生物工程,08-15
厨师,4.5-6千/月,广州-天河区,广州真野餐饮管理有限公司,民营公司,,计算机软件,08-15
厨师,6-8千/月,杭州-江干区,中国建筑第四工程局有限公司上海分公司,国企,1000-5000人,建筑/建材/工程,08-15
中餐厨师,0.6-1万/月,武汉-黄陂区,湖北恒泰天纵控股集团有限公司,民营公司,500-1000人,房地产,08-15
厨师,4.5-6千/月,西安-高新技术产业开发区,西安艺佳教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-15
员工餐厅厨师,3.5-4千/月,孝感,湖北柱栋酒店管理有限公司,民营公司,150-500人,酒店/旅游,08-15
食堂厨师,6-8千/月,上海,上海悦沁餐饮管理有限公司,民营公司,500-1000人,餐饮业,08-15
案板厨师,4.5-5.5千/月,南京-秦淮区,南京大明文化实业有限责任公司,国企,50-150人,酒店/旅游,08-15
厨师,5-6千/月,武汉-洪山区,武汉千禧百顺商贸有限公司,民营公司,150-500人,餐饮业,08-15
马巷莲亭路厨师,4.5-6千/月,厦门-同安区,厦门古龙小厨餐饮有限公司,国企,150-500人,餐饮业,08-15
厨师长,6-8千/月,济南-长清区,山东新红霖文化传媒有限公司,民营公司,少于50人,影视/媒体/艺术/文化传播,08-15
食堂厨师,5-6千/月,宁波-慈溪市,慈溪福山纸业橡塑有限公司,民营公司,1000-5000人,原材料和加工,08-15
中餐厨师,3-5千/月,广州-南沙区,广州市青来建筑劳务有限公司,民营公司,少于50人,建筑/建材/工程,08-15
食堂厨师,4.5-6千/月,青岛-城阳区,青岛英诺包装科技有限公司,上市公司,150-500人,印刷/包装/造纸,08-15
厨师和配菜,6-8千/月,南昌-安义县,江西古筑金属科技有限公司,民营公司,500-1000人,建筑/建材/工程,08-15
厨师（公司自已接待中心在别墅区，工作轻松，福利好）,7-9千/月,长沙-雨花区,湖南强友设备租赁有限责任公司,民营公司,50-150人,机械/设备/重工,08-15
厨师,6-7.5千/月,南昌,江西佳铭特实业有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-15
厨师,0.8-1万/月,苏州,江苏省建筑工程集团第二工程有限公司,国企,150-500人,建筑/建材/工程,08-15
厨师（代招）,0.7-1万/月,武汉-江岸区,武汉臻合聚美房地产营销顾问有限公司,民营公司,50-150人,房地产,08-15
厨师,6-7千/月,嘉兴,英普瑞科技（嘉兴）有限公司,民营公司,150-500人,机械/设备/重工,08-15
厨师,3-4.5千/月,上海-嘉定区,上海奥菲思房产经营管理有限公司,民营公司,150-500人,房地产,08-15
高薪诚聘厨师,6-8千/月,北京-东城区,北京奥华餐厅,民营公司,50-150人,餐饮业,08-15
厨师（五险一金、可包食宿）,5.5-6.5千/月,南京-六合区,南京雷沃特种车辆有限公司,民营公司,少于50人,汽车,08-15
厨师,6-8千/月,南京-玄武区,江苏省水产实业有限公司,民营公司,50-150人,多元化业务集团公司,08-15
厨师长（南通）,6-8千/月,南通-通州区,世华兄弟（广东）餐饮管理有限公司,民营公司,500-1000人,餐饮业,08-15
厨师,4.5-6千/月,长沙-长沙县,湖南刘先生餐饮管理有限公司,民营公司,150-500人,餐饮业,08-15
急聘-早餐厨师（包吃住）,5-6千/月,临沂-河东区,青岛四季智选酒店管理有限公司临沂分公司,民营公司,50-150人,酒店/旅游,08-15
厨师,1-1.5万/月,济南-历城区,山东九品一格文化传媒有限公司,民营公司,少于50人,影视/媒体/艺术/文化传播,08-15
食堂厨师,7-9万/年,宁波,宁波乾豪金属制品有限公司,民营公司,500-1000人,汽车,08-15
厨师,5-5.5千/月,深圳-龙岗区,广东科信电子有限公司,民营公司,500-1000人,电子技术/半导体/集成电路,08-15
铁板烧厨师,6-8千/月,杭州-上城区,上海甲吉餐饮管理有限公司,民营公司,150-500人,餐饮业,08-15
西餐厨师,6-8千/月,上海-静安区,Bella Napoli 意大利餐厅,民营公司,50-150人,餐饮业,08-15
厨师,0.7-1万/月,南京-雨花台区,亿嘉和科技股份有限公司,上市公司,500-1000人,仪器仪表/工业自动化,08-15
中餐厨师（中央厨房）,6-8千/月,南京-建邺区,江苏座上客食品工业有限公司,民营公司,500-1000人,快速消费品(食品、饮料、化妆品),08-15
厨师,4.5-5千/月,佛山-顺德区,佛山市群发不锈钢有限公司,民营公司,50-150人,原材料和加工,08-15
厨师面点,4.5-6千/月,天津-红桥区,天津市特通物业服务有限公司,民营公司,,计算机软件,08-15
厨师,6-8千/月,苏州-吴中区,苏州顺佳企业服务有限公司,民营公司,500-1000人,餐饮业,08-15
食堂厨师,4.5-6千/月,北京-大兴区,东方爱堡（北京）母婴健康科技有限公司,民营公司,150-500人,医疗/护理/卫生,08-15
厨师（代招）,1-1.2万/月,昆山,富甲电子（昆山）有限公司,外资（非欧美）,150-500人,汽车,08-15
厨师长,1-1.5万/月,上海-青浦区,上海隐庐文化发展有限公司,民营公司,50-150人,酒店/旅游,08-15
员工食堂厨师（可谈承包）,4-4.5千/月,上海-奉贤区,上海金一自粘材料有限公司,民营公司,150-500人,印刷/包装/造纸,08-15
食堂厨师,3-4.5千/月,惠州,惠州市利德薛氏科技有限公司,民营公司,50-150人,石油/化工/矿产/地质,08-15
白云区粤菜厨师,4-5千/月,广州-白云区,广州市开物物业管理有限公司,民营公司,1000-5000人,物业管理/商业中心,08-15
厨师长,5.5-6.5千/月,江门,广东生和堂健康食品股份有限公司,民营公司,500-1000人,快速消费品(食品、饮料、化妆品),08-15
文昌-厨师,4.5-6千/月,文昌,海南鲁能物业服务有限公司海口分公司,民营公司,,物业管理/商业中心,08-15
中餐应用厨师,0.6-1万/月,上海-闵行区,上海双盈食品有限公司,民营公司,150-500人,快速消费品(食品、饮料、化妆品),08-15
厨师,6-8千/月,深圳,深圳市永高塑业发展有限公司,民营公司,500-1000人,建筑/建材/工程,08-15
厨师,3-4.5千/月,营口,营口鲅鱼圈万达广场商业管理有限公司,民营公司,,物业管理/商业中心,08-15
简餐厨师/后厨,4-6千/月,厦门-思明区,深圳市鲸诚餐饮管理有限公司,民营公司,,计算机软件,08-15
厨师,5-8千/月,东莞-沙田镇,东莞市赛亚气雾剂有限公司,民营公司,150-500人,石油/化工/矿产/地质,08-15
厨师助理,4-5千/月,苏州-姑苏区,天健置业（上海）有限公司,国企,50-150人,房地产,08-15
中央厨房厨师长,0.8-1万/月,上海-浦东新区,上海珍鼎餐饮服务有限公司,民营公司,500-1000人,餐饮业,08-15
厨师,6-8千/月,南通,南通州外国语学校（筹）,民营公司,少于50人,教育/培训/院校,08-15
厨师,5-7千/月,天津-东丽区,荟骏人力资源服务（天津）集团有限公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),08-15
厨师及后勤,6-8千/月,上海,加拿大KFS国际建筑师事务所,外资（欧美）,少于50人,建筑/建材/工程,08-15
厨师 （岛城故事餐饮公司 ）,6-8千/月,北京,原滋味（北京）食品有限公司,民营公司,150-500人,快速消费品(食品、饮料、化妆品),08-15
厨师,3.5-4千/月,广州-白云区,广州市凤临汽配有限公司,民营公司,,汽车零配件,08-15
厨师（中山厂）,7-8.5千/月,中山,江龙船艇科技股份有限公司,上市公司,1000-5000人,机械/设备/重工,08-15
厨师长餐饮连锁,0.8-1万/月,厦门-湖里区,厦门市好益餐饮管理有限公司,民营公司,,餐饮业,08-15
食堂厨师,4-4.5千/月,长春-高新技术产业开发区,长春仁实光电科技有限公司,民营公司,50-150人,汽车,08-15
中餐厨师,4-7千/月,宁波-海曙区,宁波聚甬赋餐饮管理有限公司,民营公司,50-150人,餐饮业,08-15
食堂厨师,4.5-6千/月,杭州-富阳区,杭州富阳万达广场商业管理有限公司,民营公司,50-150人,物业管理/商业中心,08-15
厨师,4-6千/月,清远-清城区,清远市麦爽企业管理有限公司,民营公司,少于50人,批发/零售,08-15
厨师,4-6千/月,嘉兴-海盐县,浙江联翔智能家居股份有限公司,民营公司,150-500人,服装/纺织/皮革,08-15
中餐粤菜厨师,6-8千/月,广州-增城区,广州市创兴服装集团有限公司,民营公司,1000-5000人,服装/纺织/皮革,08-15
凡塔斯厨师长（福建、广东）,0.6-1万/月,广东省,福州市凡塔斯餐饮管理有限公司,民营公司,500-1000人,餐饮业,08-15
中餐厨师,0.7-1万/月,上海-浦东新区,上海兴中实业（集团）有限公司,民营公司,1000-5000人,多元化业务集团公司,08-15
厨师,6-8千/月,武汉-洪山区,湖北鑫新时代投资管理有限公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),08-15
中餐厨师,1-1.5万/月,上海,上海华则立餐饮有限公司,民营公司,500-1000人,批发/零售,08-15
月子中心厨师,5.5-7千/月,广州-天河区,广州欢欣宝宝母婴护理服务有限公司,民营公司,50-150人,生活服务,08-15
厨师（湘菜）,4.5-6千/月,深圳,深圳市建艺装饰集团股份有限公司,上市公司,150-500人,家居/室内设计/装潢,08-15
厨师,6-8千/月,广州-白云区,广东天健国际家居装饰商贸广场有限公司,民营公司,150-500人,物业管理/商业中心,08-15
中餐厨师,0.8-1万/月,深圳-宝安区,深圳市洁原物业管理有限公司,民营公司,1000-5000人,物业管理/商业中心,08-15
砧板、切配厨师,4.5-6千/月,上海-浦东新区,长泰酒店,民营公司,150-500人,酒店/旅游,08-15
厨师,3-5千/月,苏州-吴江区,上海柴米多文化发展有限公司,民营公司,少于50人,快速消费品(食品、饮料、化妆品),08-15
灶炉厨师,4.5-6千/月,上海-浦东新区,上海宸投国际贸易有限公司,国企,50-150人,批发/零售,08-15
厨师,5-7千/月,上海-普陀区,鲜多多（上海）餐饮管理服务有限公司,外资（非欧美）,500-1000人,餐饮业,08-15
公司饭堂厨师,5-6千/月,珠海-珠海保税区,华玻视讯（珠海）科技有限公司,民营公司,500-1000人,电子技术/半导体/集成电路,08-15
日料厨师长（浙江湖州）,1-1.5万/月,湖州,葆蒂兰（上海）投资管理有限公司,民营公司,500-1000人,快速消费品(食品、饮料、化妆品),08-15
国际幼儿园厨师,7-9千/月,深圳-福田区,冠萃国际教育集团,民营公司,150-500人,教育/培训/院校,08-15
厨师,5.5-7.5千/月,惠州,伯恩光学（惠州）有限公司,民营公司,10000人以上,原材料和加工,08-15
月子会所厨师长,0.5-1万/月,武汉-汉阳区,湖北悦熙健康管理有限公司,民营公司,50-150人,生活服务,08-15
厨师,5-6千/月,深圳-宝安区,骏业塑胶（深圳）有限公司,外资（非欧美）,1000-5000人,原材料和加工,08-15
厨师,4-6千/月,无锡-滨湖区,无锡鼎丰膳餐饮有限公司,民营公司,50-150人,餐饮业,08-15
日式厨师,5-8千/月,上海-浦东新区,上海炉匠餐饮管理有限公司,民营公司,150-500人,餐饮业,08-15
韩餐厨师长,0.7-1万/月,沈阳-皇姑区,韩味园餐饮连锁管理有限公司,民营公司,150-500人,餐饮业,08-15
员工食堂厨师,5-6千/月,泰州-泰兴市,金龙建设集团有限公司,民营公司,1000-5000人,建筑/建材/工程,08-15
公司厨师,6-8千/月,上海-长宁区,上海冰山节能科技有限公司,民营公司,150-500人,机械/设备/重工,08-15
厨师,3-4.5千/月,北京-海淀区,北京政平建设投资集团有限公司,民营公司,150-500人,建筑/建材/工程,08-15
领导厨师,6-8千/月,西安,陕西圣迪特房地产开发有限公司,合资,50-150人,房地产,08-15
食堂厨师,3-6千/月,西安-鄠邑区,西安桃园冶金设备工程有限公司,民营公司,50-150人,机械/设备/重工,08-15
厨师（包吃住）,0.8-1万/月,武汉-汉阳区,武汉海江船务有限公司,民营公司,,交通/运输/物流,08-15
迪士尼厨师/炒锅（包吃包住）,6-8千/月,上海-浦东新区,上海通才电子商务有限公司,民营公司,50-150人,计算机软件,08-15
厨师,4.5-6千/月,北京-丰台区,北京振兴华龙制冷设备有限责任公司,民营公司,500-1000人,机械/设备/重工,08-15
食堂厨师,4.5-5千/月,青岛-城阳区,青岛天美制冷空调工程有限公司,民营公司,50-150人,建筑/建材/工程,08-15
厨师,0.5-1万/月,上海-静安区,上海梅龙镇餐饮管理有限公司,民营公司,150-500人,餐饮业,08-15
厨师,4.5-6千/月,武汉,四方光电股份有限公司,上市公司,500-1000人,电子技术/半导体/集成电路,08-15
招聘厨师,1-1.5万/月,成都-金牛区,成都飘味香餐饮管理有限公司,民营公司,50-150人,餐饮业,08-15
厨师,2-3千/月,合肥-蜀山区,安徽省美之健建设工程有限公司,民营公司,少于50人,建筑/建材/工程,08-15
厨师,4-6千/月,长沙,长沙世界之窗有限公司,合资,500-1000人,娱乐/休闲/体育,08-15
行政主厨/厨师长（急聘）,0.6-1万/月,广州-白云区,广州辣猫餐饮管理有限公司,民营公司,500-1000人,餐饮业,08-15
厨师,4.5-6千/月,襄阳-樊城区,襄阳新好农牧有限公司,民营公司,150-500人,农/林/牧/渔,08-15
厨师,5-6千/月,广州-番禺区,广州永佳丰田汽车销售服务有限公司,民营公司,150-500人,汽车,08-15
厨师,6-8千/月,惠州,域鑫科技（惠州）有限公司,外资（非欧美）,150-500人,机械/设备/重工,08-15
厨师,0.5-1万/月,广州-越秀区,广州市初笙产后母婴护理有限公司,民营公司,少于50人,医疗/护理/卫生,08-15
厨师长,0.8-1.5万/月,广州-海珠区,广州天成餐饮有限公司,民营公司,150-500人,餐饮业,08-15
厨师,4.5-6千/月,清远-清城区,金禄电子科技股份有限公司,民营公司,1000-5000人,电子技术/半导体/集成电路,08-15
凉菜厨师/凉卤菜/冷盆厨师,6-6.5千/月,苏州-高新区,苏州真咯弁当餐饮管理有限公司,民营公司,50-150人,餐饮业,08-15
厨师,4.5-7千/月,东莞-中堂镇,东莞明新玻璃纤维工程有限公司,外资（非欧美）,150-500人,机械/设备/重工,08-15
厨师（国企）,4.5-5.5千/月,广州,广州酒家集团利口福食品有限公司,国企,1000-5000人,快速消费品(食品、饮料、化妆品),08-15
厨师,4.5-6千/月,东莞-东城区,广东鸿铭智能股份有限公司,民营公司,,计算机软件,08-15
中餐厨师（五险一金）,6-8千/月,北京-海淀区,北京市牡丹宾馆,民营公司,50-150人,酒店/旅游,08-15
厨师,4.5-5.5千/月,佛山,佛山市南海勤智灯饰有限公司,民营公司,500-1000人,电子技术/半导体/集成电路,08-15
厨师,5-7千/月,武汉-江岸区,武汉征原电气有限公司,民营公司,500-1000人,机械/设备/重工,08-15
厨师（重庆荣昌项目）,3-4.5千/月,重庆-荣昌区,重庆嵘城新地置业有限公司,民营公司,50-150人,房地产,08-15
厨师,5-6.5千/月,深圳-宝安区,深圳市强达电路股份有限公司,民营公司,500-1000人,电子技术/半导体/集成电路,08-15
厨师,4.5-6千/月,南昌-青山湖区,江西赣能工程咨询有限公司,民营公司,50-150人,建筑/建材/工程,08-15
带店店长（厨师经验）-全国出差,0.8-1万/月,合肥-庐阳区,安徽尚京网络科技股份有限公司,上市公司,150-500人,餐饮业,08-15
粥面档厨师,3-4.5千/月,东莞,东莞仟福粥城餐饮管理有限公司,民营公司,500-1000人,餐饮业,08-15
厨师,0.8-1万/月,成都-郫都区,四川省丽通食品有限公司,民营公司,150-500人,快速消费品(食品、饮料、化妆品),08-15
红案厨师,4.5-6千/月,武汉-黄陂区,武汉市黄陂木兰山文武学校,非营利组织,500-1000人,教育/培训/院校,08-15
厨师长,1.5-2万/月,济南-槐荫区,山东赛石花都商业发展有限公司,民营公司,50-150人,物业管理/商业中心,08-15
餐厅厨师长/主厨/包吃包住,6-8千/月,武汉,武汉市江汉区吾锅轩土家吊锅饭馆,民营公司,少于50人,餐饮业,08-15
初级厨师,4.5-6千/月,成都-彭州市,成都天艺禾文阿思服饰有限公司,民营公司,50-150人,批发/零售,08-15
厨师,5-8千/月,大连-甘井子区,大连老宝贝人力资源服务有限公司,民营公司,150-500人,专业服务(咨询、人力资源、财会),08-15
食堂厨师,3-4.5千/月,天水,武山恒康混凝土有限公司,民营公司,50-150人,建筑/建材/工程,08-15
厨师,4.5-6千/月,广州-从化区,纽斯葆广赛（广东）生物科技股份有限公司,民营公司,150-500人,制药/生物工程,08-15
高薪急招本帮菜杭帮菜厨师,4.5-5.5千/月,上海-宝山区,协弘企业管理（惠州）有限公司,民营公司,,专业服务(咨询、人力资源、财会),08-15
高薪川沙和牛自助厨师长,1-1.3万/月,上海-浦东新区,惠州晟兴网络科技有限公司,民营公司,50-150人,计算机软件,08-15
中餐厨师,4.5-5.5千/月,宁波,宁波运通宝晟汽车销售服务有限公司,民营公司,150-500人,汽车,08-15
厨师,4.7-5千/月,东莞-塘厦镇,东莞自然乐游乐有限公司,民营公司,50-150人,娱乐/休闲/体育,08-15
宝山巴黎春天西餐厨师/可学徒,5-6千/月,上海-宝山区,旭禾泽畔集团,民营公司,50-150人,计算机软件,08-15
门店厨师长（品牌连锁餐饮）,0.8-1万/月,深圳-南山区,深圳小女当家企业管理有限公司,民营公司,150-500人,餐饮业,08-15
中/西餐厨师,0.8-1万/月,嘉兴,浙江狐猬食品有限公司,民营公司,50-150人,快速消费品(食品、饮料、化妆品),08-15
深圳各区-后厨师傅,4.2-5千/月,深圳-龙华区,深圳市德隆人力资源有限公司,民营公司,50-150人,专业服务(咨询、人力资源、财会),08-15
厨师,5-6.5千/月,广州-增城区,广州七阳旺中医发展有限公司,民营公司,150-500人,美容/保健,08-15
日料厨师,1-1.5万/月,大连,辽宁自贸试验区巍烨添成贸易有限公司,民营公司,,计算机软件,08-15
食堂厨师,4-7千/月,广州-增城区,广州市增城区广东外语外贸大学附设实验学校,民营公司,150-500人,教育/培训/院校,08-15
食堂厨师,4.5-6千/月,东莞-凤岗镇,东莞东美丰田汽车销售服务有限公司凤岗分公司,民营公司,50-150人,汽车,08-15
食堂厨师,3-4.5千/月,孝感,湖北宇阳药业有限公司,民营公司,50-150人,制药/生物工程,08-15
两名厨工（厨师、帮厨）,4.5-6千/月,福州-台江区,福州市鼓楼区东街尚学教育培训中心,民营公司,50-150人,教育/培训/院校,08-15
厨师,0.8-1万/月,宁波-慈溪市,太平鸟集团有限公司,民营公司,5000-10000人,服装/纺织/皮革,08-15
厨师,4.5-6千/月,广州,广州予家餐饮管理有限公司,民营公司,150-500人,餐饮业,08-15
酒店厨师长,6-8千/月,广州-白云区,康来福农产品集团有限公司,民营公司,50-150人,农/林/牧/渔,08-15
食堂厨师,3-4.5千/月,武汉-硚口区,红星美凯龙国际家居连锁（湖北区域）,合资,10000人以上,家居/室内设计/装潢,08-15
厨师,6-8千/月,杭州-滨江区,杭州储君人力资源有限公司,民营公司,,计算机软件,08-15
湘菜厨师,7-8千/月,广州-越秀区,广州市安贝莱健康管理有限责任公司,民营公司,150-500人,医疗/护理/卫生,08-15
星级厨师,1-1.5万/月,深圳-南山区,深圳鹏鼎科技咨询服务有限公司,民营公司,50-150人,计算机软件,08-15
高薪聘请家庭厨师,2-2.5万/月,上海,上海振鼎鸡实业发展有限公司,民营公司,500-1000人,餐饮业,08-15
机关厨师,3-4千/月,洛阳,河南信大建设集团有限公司,民营公司,500-1000人,建筑/建材/工程,08-15
公司食堂厨师,4-5千/月,成都-双流区,成都九州鲜食品有限公司,民营公司,50-150人,快速消费品(食品、饮料、化妆品),08-15
厨师,5-7.5千/月,上海-黄浦区,上海耐凯餐饮管理有限公司,外资（欧美）,少于50人,餐饮业,08-15
厨师,5-5.5千/月,深圳-南山区,深圳市圣达汽车销售服务有限公司,民营公司,150-500人,汽车,08-15
公司厨师,4.5-6千/月,武汉-江岸区,新希望地产武汉公司,民营公司,50-150人,房地产,08-15
厨师,5-8千/月,黔西南,册亨奇松林业发展有限责任公司,民营公司,500-1000人,原材料和加工,08-15
服务员收银员主管厨师6800包吃住,4.5-6千/月,长沙-雨花区,广州市康芙化妆品科技有限公司,合资,500-1000人,快速消费品(食品、饮料、化妆品),08-15
中餐厨师,4.5-6千/月,孝感,湖北金狮酒店管理有限公司,民营公司,500-1000人,餐饮业,08-15
厨师,6-6.5千/月,深圳-宝安区,深圳明阳电路科技股份有限公司,上市公司,1000-5000人,电子技术/半导体/集成电路,08-15
西餐厨师,3-4.5千/月,成都-武侯区,澜顶餐饮管理成都有限责任公司,民营公司,少于50人,餐饮业,08-15
炒锅厨师,7-9千/月,保定,北京红苹果阳光教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-15
厨师,3-4.5千/月,天津-武清区,天津冠芳可乐饮料有限公司,民营公司,500-1000人,快速消费品(食品、饮料、化妆品),08-15
厨师（东南亚菜）,0.7-1万/月,上海-宝山区,上海拙勤物业管理中心（有限合伙）,民营公司,少于50人,物业管理/商业中心,08-15
某部队餐厅湘菜厨师,6-8千/月,广州-越秀区,广东好来客集团有限公司,民营公司,1000-5000人,餐饮业,08-15
厨师,6-8千/月,深圳-龙岗区,深圳市太潮汇汽车服务有限公司,民营公司,,计算机软件,08-15
厨师,6-8千/月,河池,河池明泰城市开发有限公司,民营公司,50-150人,房地产,08-15
厨师/厨工（食堂）,2.5-3.5千/月,武汉-洪山区,武汉市金鑫集团有限公司,民营公司,150-500人,物业管理/商业中心,08-15
厨师长/厨师,5-8千/月,武汉-江汉区,武汉九州通人寿堂医疗养老服务有限公司,合资,500-1000人,医疗/护理/卫生,08-15
KTV厨师,4.5-6千/月,昆明-呈贡区,昆明铂亨商业管理有限公司,民营公司,150-500人,酒店/旅游,08-15
厨师（包吃住）,6-8千/月,郑州-金水区,河南省鑫山实业发展有限公司,民营公司,500-1000人,房地产,08-15
西餐厅厨师长（连锁加盟）,1-1.5万/月,上海-静安区,ZX Ventures-BRAND EXPERIENCE,外资（欧美）,少于50人,餐饮业,08-15
厨师 东黄山美居酒店项目,5-7千/月,黄山,北京京建顺城建设投资有限公司,国企,1000-5000人,建筑/建材/工程,08-15
日餐厨师（度假酒店）,4-8千/月,大连-长海县,大连华氏流体设备有限公司,外资（欧美）,50-150人,机械/设备/重工,08-15
食堂中餐厨师,2-4千/月,大连,大连美恒电气有限公司,合资,150-500人,仪器仪表/工业自动化,08-15
副厨师长,0.8-1万/月,深圳-龙华区,深圳客家皇子餐饮有限公司,民营公司,150-500人,餐饮业,08-15
厨师,10-15万/年,四川省,成都聚尚朋大数据科技有限公司,民营公司,50-150人,农/林/牧/渔,08-15
白案厨师,4.5-6千/月,武汉-青山区,武汉天益盛农业发展有限公司,民营公司,少于50人,批发/零售,08-15
H滨海北塘招聘厨师,4.5-6千/月,天津-滨海新区,天津恒佳企业管理服务有限公司,上市公司,10000人以上,生活服务,08-15
餐厅厨师,1-1.2万/月,北京,北京科拉斯科技有限公司,外资（非欧美）,1000-5000人,石油/化工/矿产/地质,08-15
员工餐厅厨师,4-4.5千/月,福州-仓山区,福州闽江世纪金源会展中心大饭店有限公司,民营公司,150-500人,酒店/旅游,08-15
川菜厨师,7-8千/月,成都-锦江区,成都张烤鸭餐饮有限责任公司,民营公司,150-500人,餐饮业,08-15
厨师,4.5-5.5千/月,东莞-长安镇,东莞市润盟精密五金有限公司,民营公司,1000-5000人,计算机软件,08-15
厨师/厨师长,5-7千/月,芜湖-南陵县,芜湖同文高级中学,非营利组织,50-150人,教育/培训/院校,08-15
厨师,5.5-7.5千/月,深圳-宝安区,深圳市华益盛模具股份有限公司,民营公司,1000-5000人,汽车,08-15
公司食堂厨师,4.5-6千/月,苏州-吴中区,苏州港阳科技有限公司,民营公司,50-150人,原材料和加工,08-15
食堂厨师,4-4.5千/月,西安-西咸新区,陕西红星软香酥食品集团有限责任公司,民营公司,500-1000人,快速消费品(食品、饮料、化妆品),08-15
厨师,4.5-6千/月,成都,成都刘明记餐饮管理有限公司,民营公司,150-500人,餐饮业,08-15
厨师长,6-8千/月,武汉-东西湖区,上海老城隍庙餐饮（集团）有限公司,国企,10000人以上,餐饮业,08-15
厨师,3-6千/月,哈尔滨-宾县,哈尔滨大北农牧业科技有限公司,民营公司,,农/林/牧/渔,08-15
厨师,4.5-6千/月,海宁,浙江昱扬电子实业有限公司,外资（非欧美）,50-150人,电子技术/半导体/集成电路,08-15
厨师,5.8-7千/月,南昌-南昌县,江西祥喆精密技术有限公司,民营公司,1000-5000人,原材料和加工,08-15
食堂厨师,6-8千/月,西安,西安高新健桥医院,民营公司,50-150人,医疗/护理/卫生,08-15
海鲜自助厨师,4.5-6千/月,南京,江苏省会议中心有限公司,国企,500-1000人,酒店/旅游,08-15
厨师,3-5千/月,东莞-松山湖区,深圳市创兴建设股份有限公司,民营公司,150-500人,建筑/建材/工程,08-15
厨师-辽中,4-5千/月,沈阳-辽中区,沈阳吉力洋加油加气站有限公司,民营公司,150-500人,石油/化工/矿产/地质,08-15
厨师,0.8-1万/月,上海-闵行区,上海全福快餐服务有限公司,民营公司,50-150人,快速消费品(食品、饮料、化妆品),08-15
厨师（私厨 北方菜系）,0.7-1万/月,深圳-福田区,深圳市粤祥投资控股有限公司,民营公司,50-150人,金融/投资/证券,08-15
食堂厨师,4-6千/月,长沙-岳麓区,湖南瑞桓科技产品有限公司,民营公司,50-150人,通信/电信/网络设备,08-15
食堂厨师,3-4.5千/月,北京-延庆区,万达地产集团有限公司,民营公司,500-1000人,多元化业务集团公司,08-15
幼儿园厨师,4-5千/月,武汉-江汉区,武汉市江汉区哈灵顿幼儿园有限公司,民营公司,,教育/培训/院校,08-15
厨师,6-8千/月,天津-宁河区,玖龙纸业(天津)有限公司,上市公司,1000-5000人,印刷/包装/造纸,08-15
厨师,5-7千/月,武汉,湖北锐意自控系统有限公司,上市公司,150-500人,仪器仪表/工业自动化,08-15
月子会所厨师,3-4.5千/月,沈阳-和平区,沈阳巍阁产后休养中心,民营公司,50-150人,医疗/护理/卫生,08-15
厨师,5-8千/月,深圳-宝安区,深圳市星特科技有限公司,民营公司,150-500人,机械/设备/重工,08-15
厨师,6-8千/月,东莞-石碣镇,广东专城建筑工程有限公司,民营公司,50-150人,建筑/建材/工程,08-15
厨师,4.5-6千/月,无锡,招商蛇口-无锡公司,国企,,房地产,08-15
行政总厨/厨师长,1-1.5万/月,武汉-洪山区,武汉悠然澜山餐饮管理有限公司,民营公司,150-500人,餐饮业,08-15
