职位,薪酬,城市,公司名称,公司类型,公司规模（人）,公司经营方向,发布日期
高中英语老师(五险+高薪+积玉桥),0.6-1.5万/月,武汉-武昌区,武汉市武昌区至臻文化教育培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-15
幼稚园英语老师（双休）,4.5-9千/月,武汉,武汉艾儿思查亚教育科技有限公司,民营公司,1000-5000人,教育/培训/院校,08-15
英语老师,3-5千/月,西安-西咸新区,西安理工大学高科学院,民营公司,150-500人,教育/培训/院校,08-15
英语老师(嘉兴),6-8千/月,嘉兴-秀洲区,嘉兴美吉课外培训学校有限公司,民营公司,少于50人,教育/培训/院校,08-15
中方英语老师,0.8-1.2万/月,常州-武进区,丽文教育,民营公司,150-500人,教育/培训/院校,08-15
英语教师,4-6千/月,广州-白云区,广东应用技工学校,民营公司,500-1000人,教育/培训/院校,08-15
初高中英语老师,0.6-1.5万/月,佛山-南海区,佛山市南海区拓思教育培训中心有限公司,民营公司,少于50人,教育/培训/院校,08-15
教培英语老师（外教在招）,0.8-1万/月,上海-嘉定区,沃尔得英语嘉定安亭中心,民营公司,1000-5000人,教育/培训/院校,08-15
高中英语教师(J10077),0.8-1万/月,成都,丹秋教育集团（名师堂学校）,民营公司,1000-5000人,教育/培训/院校,08-15
少儿英语老师（宝山高境）,0.6-1万/月,上海-宝山区,上海橙英文化传播有限公司,民营公司,50-150人,教育/培训/院校,08-15
英语老师 英语教师 (引领英语),0.8-1.5万/月,上海-普陀区,上海言盛文化传播有限公司,民营公司,少于50人,教育/培训/院校,08-15
幼儿、小学、或初中、高中英语老师,4-8千/月,成都-武侯区,成都菁莪教育咨询有限公司,民营公司,150-500人,教育/培训/院校,08-15
早教老师/幼儿英语老师,0.8-1万/月,上海-静安区,艾涂图静安中心,民营公司,50-150人,教育/培训/院校,08-15
早教英语老师（光环校区）,6-8千/月,重庆-渝北区,小马快跑国际早教重庆中心,民营公司,少于50人,教育/培训/院校,08-15
英语老师,4-6千/月,长沙-望城区,长沙华中涉外职业高中,非营利组织,50-150人,教育/培训/院校,08-15
初高中英语老师（五险一金+年收入10万以上）,10-15万/年,宁波-奉化区,宁波奉化享学教育培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-15
小学英语老师,4.5-6千/月,苏州,西交利物浦大学附属学校,民营公司,150-500人,教育/培训/院校,08-15
初中英语老师,6-8千/月,石家庄,石家庄市长安区鑫鹏业余文化辅导学校,民营公司,150-500人,教育/培训/院校,08-15
亲子英语老师,4-8千/月,东莞-南城区,东莞市致恒教育咨询有限公司,民营公司,1000-5000人,教育/培训/院校,08-15
诚聘初高中英语教师,8-10万/年,湛江-霞山区,湛江市志远文化培训中心,民营公司,50-150人,教育/培训/院校,08-15
幼儿英语教师,2.5-4.5千/月,保定,保定市剑桥教育集团,民营公司,1000-5000人,教育/培训/院校,08-15
英语教师,0.6-1.2万/月,昆明,昆明五华声远培训学校,非营利组织,少于50人,教育/培训/院校,08-15
英语教师,1-1.5万/月,大连-中山区,大连沃邦教育咨询有限公司,民营公司,少于50人,教育/培训/院校,08-15
英语老师,4-8千/月,昆山,昆山睿思培训中心有限公司,民营公司,少于50人,教育/培训/院校,08-15
英语老师,0.6-1.2万/月,成都-高新区,四川天标教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-15
中职英语老师,6-8千/月,合肥-庐阳区,安徽共融教育科技有限公司,民营公司,,电子技术/半导体/集成电路,08-15
薪资高诚聘英语老师课程顾问,0.5-1万/月,威海,广州天陇网络科技有限公司,民营公司,,计算机软件,08-15
英语老师（五险一金+房补+月薪5K-10K）,0.5-1万/月,泉州-丰泽区,广州天陇网络科技有限公司,民营公司,,计算机软件,08-15
英语老师,0.6-1.2万/月,北京-海淀区,广州天陇网络科技有限公司,民营公司,,计算机软件,08-15
威海市文登区招聘英语教师,2.5-5千/月,威海,广州天陇网络科技有限公司,民营公司,,计算机软件,08-15
招聘全职少儿英语老师,4-7千/月,成都-武侯区,虾皮（杭州）科技有限公司,民营公司,,电子技术/半导体/集成电路,08-15
诚聘少儿英语老师,7-9千/月,西安-未央区,虾皮（杭州）科技有限公司,民营公司,,专业服务(咨询、人力资源、财会),08-15
少儿英语老师,5-8千/月,南通-崇川区,虾皮（杭州）科技有限公司,民营公司,,电子技术/半导体/集成电路,08-15
培训机构全职数学英语教师,4-8千/月,绵阳-涪城区,虾皮（杭州）科技有限公司,外资（非欧美）,,贸易/进出口,08-15
小学英语老师+双休,0.6-1.2万/月,太原-小店区,哈尔滨商悦企业管理服务有限公司,民营公司,,专业服务(咨询、人力资源、财会),08-15
招聘少儿英语老师2名,5-8千/月,成都-龙泉驿区,哈尔滨大浪科技有限公司,民营公司,500-1000人,计算机软件,08-15
幼儿段英语老师工作轻松,4-9千/月,西安-长安区,虾皮（杭州）科技有限公司,民营公司,500-1000人,互联网/电子商务,08-15
招聘英语老师五险+双休,4-7千/月,安庆,虾皮（杭州）科技有限公司,民营公司,,计算机软件,08-15
英语教师,3-4.5千/月,梅州,兴宁市优思艺术培训中心,民营公司,少于50人,教育/培训/院校,08-15
大脑地图 少儿英语老师(双休+培训）,0.8-1万/月,武汉-洪山区,武汉弈昇企业管理咨询有限公司,民营公司,50-150人,教育/培训/院校,08-14
辅导老师/助教（英语）,0.8-1万/月,成都-锦江区,成都方梭科技有限公司,民营公司,少于50人,互联网/电子商务,08-14
青少英语老师,0.8-1万/月,苏州-姑苏区,苏州德秀信息科技服务有限公司,民营公司,少于50人,通信/电信/网络设备,08-14
初中英语老师,4-8千/月,武汉-江岸区,武汉市江岸区泉雪教育培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-14
初中英语教师,0.8-1.5万/月,深圳,深圳市时代卓育发展有限公司,民营公司,50-150人,教育/培训/院校,08-14
双休+英语辅导老师+均薪8000+入职五险一金,0.7-1.2万/月,合肥-蜀山区,萃萃科技,民营公司,150-500人,互联网/电子商务,08-14
英语助教老师,2-3千/月,西安-新城区,西安新城英美易长乐教育培训中心,民营公司,50-150人,教育/培训/院校,08-14
早教老师（英语流利）,6-8千/月,佛山-南海区,KiddyWorld 小小世界国际早教,外资（非欧美）,150-500人,教育/培训/院校,08-14
英语授课老师,0.6-1.2万/月,深圳-福田区,深圳市腾飞教育咨询有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语***老师,4.5-6千/月,常州-新北区,上海米度科技常州分公司,合资,500-1000人,计算机软件,08-14
小学英语老师,0.5-1万/月,深圳-福田区,深圳市尚闻睿文化传播有限公司,政府机关,,餐饮业,08-14
英语老师（番禺祈福）,0.8-1万/月,广州-番禺区,博俄师国际教育咨询（广州）有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师,0.8-1万/月,连云港-海州区,连云港市海州区悦尔教育培训中心,非营利组织,50-150人,教育/培训/院校,08-14
在线班主任/英语学科辅导老师,4-8千/月,成都-高新区,成都众城至信科技有限公司,民营公司,50-150人,专业服务(咨询、人力资源、财会),08-14
剑英语老师/英语老师,1-1.8万/月,广州-增城区,广州托普教育培训学校,民营公司,50-150人,教育/培训/院校,08-14
早教英语老师（西山大悦城美吉姆）,4-8千/月,昆明-西山区,昆明美吉姆资优艺术培训学校有限公司,非营利组织,150-500人,教育/培训/院校,08-14
国内高中英语教师,10-15万/年,镇江-句容市,句容碧桂园学校,民营公司,500-1000人,教育/培训/院校,08-14
英语老师,3-6千/月,黄石,黄石市励高教育培训学校有限公司,民营公司,少于50人,教育/培训/院校,08-14
月薪5k 英语老师,4.5-6千/月,广州-天河区,蓝熙集团,民营公司,500-1000人,计算机软件,08-14
英语老师,4-8千/月,西安-莲湖区,西安双悦行教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-14
初高英语教师,0.8-1.5万/月,宁波,宁波易达教育科技有限公司,民营公司,150-500人,教育/培训/院校,08-14
少儿英语老师,0.6-1万/月,长沙-岳麓区,七田真国际教育湖南中心,合资,150-500人,教育/培训/院校,08-14
全职英语老师 保底8000,1.5-2万/月,上海-杨浦区,优保通金融科技服务（北京）有限公司,民营公司,,金融/投资/证券,08-14
英语教师,8-16万/年,重庆-巴南区,重庆史迪威外语学校,民营公司,50-150人,教育/培训/院校,08-14
英语老师,6-8千/月,淄博,淄博晟文教育培训学校有限公司,民营公司,少于50人,教育/培训/院校,08-15
全日制高中英语老师周末双休,1.2-2万/月,深圳-龙岗区,深圳市金辉教育管理有限公司,民营公司,50-150人,教育/培训/院校,08-14
初中英语老师,6-8千/月,沈阳-沈北新区,北京京联世纪科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师（金桥）,1-1.5万/月,上海-浦东新区,上海海岸线文化发展有限公司,合资,少于50人,教育/培训/院校,08-14
英语老师,0.5-1.2万/月,佛山-禅城区,佛山市米迪教育科技有限公司,合资,50-150人,教育/培训/院校,08-14
幼儿园英语老师,0.6-1.2万/月,深圳-龙华区,深圳市诚恩教育发展有限公司,民营公司,150-500人,教育/培训/院校,08-14
花都高中数学/英语辅导老师,800元/天,广州-花都区,广州市花都区维思教育培训中心有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语老师-八小时-双休-五险,7-9千/月,常州-钟楼区,常州市钟楼区爱语教育培训中心有限公司,民营公司,50-150人,教育/培训/院校,08-14
初中英语教师（双休+五险一金）,0.7-1.3万/月,深圳-光明区,深圳市光明区千秋胜教育培训中心,民营公司,50-150人,教育/培训/院校,08-14
考研英语教师/讲师 (MJ001413),0.9-1.3万/月,济南-市中区,陕西文都教育科技有限公司,上市公司,500-1000人,教育/培训/院校,08-14
中小学英语教师,4.5-8千/月,重庆,重庆市新旭课外培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-14
小学英语老师（花都区/双休）,0.7-1.2万/月,广州-花都区,广州市学高教育科技有限责任公司,民营公司,50-150人,教育/培训/院校,08-14
清华尼基丁 幼教英语老师,3-4.5千/月,成都-金牛区,成都尼基丁教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-14
少儿英语老师助教/双休包住,4.5-6千/月,广州-天河区,广州金贝贝教育科技有限公司,民营公司,150-500人,教育/培训/院校,08-14
双休（小学辅导老师）+语文/英语+五险一金,0.8-1.3万/月,合肥-蜀山区,合肥名若信息科技有限公司,民营公司,150-500人,电子技术/半导体/集成电路,08-14
小学英语老师,6-8千/月,上海-青浦区,上海市青浦苗圆培训中心,非营利组织,少于50人,教育/培训/院校,08-14
英语老师/助教（龙岗中心城）,0.6-1.8万/月,深圳-龙岗区,深圳易趣博才文化发展有限公司,民营公司,少于50人,教育/培训/院校,08-14
幼儿英语教师,4-6千/月,沈阳-铁西区,沈阳市铁西区马可奇迹英语培训中心,民营公司,少于50人,教育/培训/院校,08-14
英语老师,0.8-1万/月,无锡-江阴市,江阴市海豚培训中心有限公司,民营公司,150-500人,教育/培训/院校,08-14
英语老师,4.5-6千/月,河源,河源市源城区米卡教育培训中心,民营公司,少于50人,教育/培训/院校,08-14
教师（数学/英语/政经/管理/经济类）,1200元/天,上海-杨浦区,上海市市中教育专修学院,非营利组织,500-1000人,教育/培训/院校,08-14
英语老师,3-4.5千/月,佛山-南海区,佛山市南海区墨香通博教育培训中心有限公司,民营公司,,教育/培训/院校,08-14
英语老师,0.5-1万/月,苏州-吴江区,席珍待聘（苏州）信息科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
初高中英语教师,0.8-1万/月,广州-番禺区,广州悦考教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
中小学英语老师,0.5-1.5万/月,无锡-梁溪区,无锡市培菁阁教育咨询有限公司,民营公司,少于50人,教育/培训/院校,08-14
初中高中英语老师,0.8-1.2万/月,沈阳-铁西区,沈阳卓立教育信息咨询有限公司,民营公司,50-150人,教育/培训/院校,08-14
急招少儿英语老师/数学老师+六险+高薪,0.5-1万/月,成都-新都区,成都市苏醒乐教育咨询有限公司,民营公司,少于50人,教育/培训/院校,08-14
***英语老师,4.5-6千/月,珠海,纬泓软件（珠海）有限公司,外资（非欧美）,150-500人,计算机软件,08-14
语文/英语老师（乐从）+多校区+无责任课时+晋升快,5-8千/月,佛山,广东全朗教育信息科技有限公司,民营公司,150-500人,教育/培训/院校,08-14
英语老师,0.5-1万/月,东莞-东城区,东莞市金博高德教育科技有限公司,上市公司,50-150人,教育/培训/院校,08-14
高薪诚聘英语老师,0.5-1万/月,苏州-高新区,苏州启德睿教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语老师,0.8-1万/月,杭州-西湖区,杭州品柚教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-14
小学英语老师（满课、不跑校区、系统培训）,1-1.5万/月,成都,成都市青羊区美博教育培训学校有限公司,民营公司,150-500人,教育/培训/院校,08-14
英语老师（深圳坪山御景分校）,0.8-1万/月,深圳-坪山区,广东树童教育顾问有限公司,民营公司,1000-5000人,教育/培训/院校,08-14
少儿英语老师（可应届毕业生）,4-8千/月,沈阳-和平区,EF英孚教育,外资（欧美）,10000人以上,教育/培训/院校,08-14
诚聘周末课程老师(数学英语语文物理),500元/天,上海-浦东新区,上海耐斌思教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
（急聘）高中英语老师,0.8-1万/月,广州-天河区,广州市天河区谆学教育培训中心有限公司,民营公司,50-150人,教育/培训/院校,08-14
小学英语教师  双休  高薪,0.5-1万/月,徐州-云龙区,瑞思学科英语徐州中心,民营公司,50-150人,教育/培训/院校,08-14
小学英语老师,0.8-1万/月,佛山,佛山市蓝图教育信息咨询有限公司,民营公司,50-150人,教育/培训/院校,08-14
高薪少儿英语老师,0.8-1.6万/月,深圳-龙岗区,培优英语（深圳）有限公司,民营公司,50-150人,教育/培训/院校,08-14
初中英语老师,3-8千/月,襄阳,襄阳锦绣之星教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-14
小学英语老师,5-8千/月,苏州-吴中区,苏州云熙堂文化艺术培训有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语教师（包住宿）,4-8千/月,武汉-武昌区,武汉晟莘教育咨询有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师,6-8千/月,无锡-惠山区,无锡龙格管理咨询有限公司,民营公司,50-150人,教育/培训/院校,08-14
初中英语老师,5-8千/月,广州-从化区,英乐维剑桥英语,民营公司,少于50人,教育/培训/院校,08-14
中小学英语老师,0.8-1万/月,深圳,圆梦共享教育科技（深圳）有限公司,民营公司,50-150人,教育/培训/院校,08-14
应用英语教师,2-5千/月,大连-甘井子区,大连枫叶职业技术学院,民营公司,150-500人,教育/培训/院校,08-14
少儿英语老师,3-4.5千/月,成都-龙泉驿区,龙泉驿区大面街道北大成都附属实验学校博雅幼儿园,民营公司,50-150人,教育/培训/院校,08-14
英语老师,1-1.5万/月,济南-市中区,济南汉克教育咨询有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语外籍教师,500元/天,西安-长安区,西安翰华企业管理咨询有限公司,民营公司,50-150人,教育/培训/院校,08-14
少儿英语老师-新概念英语 急聘,0.8-1万/月,上海-青浦区,上海赢德培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-14
高薪 少儿英语老师  中茵新校,4.5-6千/月,昆山,昆山美杰学科英语培训中心,民营公司,50-150人,教育/培训/院校,08-14
少儿英语老师（巴国城）,6-8千/月,重庆-九龙坡区,重庆市九龙坡区韦斯登课外培训学校有限公司,民营公司,少于50人,教育/培训/院校,08-14
幼少儿英语老师,0.5-1万/月,上海-浦东新区,昂立教育素质事业群,上市公司,5000-10000人,教育/培训/院校,08-14
高中英语老师/教研,1.5-2万/月,上海-徐汇区,全国少儿事业部,上市公司,1000-5000人,教育/培训/院校,08-14
少儿英语老师（昆山花桥）,0.8-1万/月,昆山,昆山美添艺术培训有限公司,民营公司,150-500人,教育/培训/院校,08-14
英语老师,6-8千/月,徐州,品贤文化传播（江苏）有限公司,民营公司,50-150人,教育/培训/院校,08-14
中学英语老师,0.8-1.6万/月,临沂,临沂市兰山区新概念文化培训学校有限公司,民营公司,500-1000人,教育/培训/院校,08-14
少儿英语教师,0.8-1万/月,广州-增城区,广州紫罗兰教育咨询有限公司,民营公司,150-500人,教育/培训/院校,08-14
高中英语老师,6-8千/月,南昌-青山湖区,南昌雅博教育信息咨询有限公司,民营公司,50-150人,教育/培训/院校,08-14
高中英语老师/生物老师,500元/天,宁波-海曙区,宁波学辅教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师（MBA方向）,0.8-2万/月,广州-天河区,广州致知文化股份有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师,4.5-6千/月,常州,常州暨阳教育咨询有限公司,民营公司,150-500人,教育/培训/院校,08-14
青少英语老师,0.5-1万/月,长沙-岳麓区,长沙市岳麓区宏景优加培训学校有限公司,民营公司,150-500人,教育/培训/院校,08-14
英语老师,6-8千/月,东莞-凤岗镇,深圳市益学文化发展有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语教师/扬州仪征市/高薪/住宿,4-7千/月,扬州-仪征市,仪征中宇文化信息咨询有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师 下吕浦/新城,0.8-1万/月,温州,温州英乐华语言培训中心,事业单位,50-150人,教育/培训/院校,08-14
英语老师盖伦U+美洲豹英语培训学校,6-8千/月,湖州,湖州东红教育培训学校有限公司,民营公司,少于50人,教育/培训/院校,08-14
少儿英语老师,4.5-6千/月,佛山-南海区,佛山市南海区高志文化艺术咨询服务部,合资,50-150人,教育/培训/院校,08-14
八年级英语教师招聘,4.5-6千/月,渭南,蒲城县丰阳学校,非营利组织,50-150人,教育/培训/院校,08-14
英语老师,6-8千/月,南京-江宁区,南京明素教育培训中心有限公司,民营公司,150-500人,教育/培训/院校,08-14
初中英语老师,0.8-1万/月,武汉-东西湖区,武汉市东西湖区楚之才文化培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-14
幼儿英语老师,5-8千/月,成都-金堂县,金堂县蒙学禾奇教育培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师,5-9千/月,常州-天宁区,常州天正工业发展股份有限公司,民营公司,150-500人,多元化业务集团公司,08-14
英语老师,0.8-1万/月,成都-金牛区,四川学凌教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-14
初高中英语教师,0.7-2万/月,深圳-龙华区,深圳市博远未来教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-14
高中英语老师,4-5.5千/月,武汉-洪山区,武汉楚联职业技术学校有限公司,事业单位,50-150人,教育/培训/院校,08-14
少儿英语老师,6-8千/月,广州-海珠区,Scholastic学乐英语广州海珠滨江中心,民营公司,少于50人,教育/培训/院校,08-14
英语老师（双休 五险一金）,0.6-1万/月,无锡-滨湖区,爱贝英语,民营公司,50-150人,教育/培训/院校,08-14
少儿英语老师,0.4-1万/月,西安-未央区,西安诗蒙教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-14
学科教师(语文、数学、英语),5-9千/月,宁波-海曙区,宁波华商控股集团有限公司,民营公司,150-500人,多元化业务集团公司,08-14
英语老师,4.5-6千/月,韶关,韶关市武江区韶华幼儿园,非营利组织,50-150人,教育/培训/院校,08-14
少儿英语老师（五险一金）,6-8千/月,成都-成华区,成都安妮花天仁教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
***英语老师,150元/天,深圳-罗湖区,深圳市好学升文化传播有限公司,合资,50-150人,教育/培训/院校,08-14
英语老师,6-8千/月,阜阳,阜阳市颖泉区昂立博佳教育学校,民营公司,150-500人,教育/培训/院校,08-14
少儿英语老师,4-6千/月,西安-碑林区,西安麦克蜂企业文化传播有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语教师,4-8千/月,成都-高新区,成都聚名师优优教育咨询有限公司,民营公司,150-500人,教育/培训/院校,08-14
初中/小学英语老师,4-8千/月,南昌-青云谱区,江西省痴老师教育咨询有限公司,民营公司,150-500人,教育/培训/院校,08-14
英语老师,4-6.5千/月,柳州,柳州市金铂睿文化传播有限公司,民营公司,50-150人,教育/培训/院校,08-14
初中英语老师,1-1.5万/月,绍兴-上虞区,绍兴戴氏教育信息咨询有限公司,民营公司,,教育/培训/院校,08-14
高中英语老师,6-8千/月,哈尔滨-南岗区,哈尔滨市南岗中学校,民营公司,50-150人,教育/培训/院校,08-14
优质少儿幼儿英语教师（浦东）,0.5-1万/月,上海-浦东新区,慧多大树,民营公司,50-150人,教育/培训/院校,08-14
10万年薪聘英语全职老师,0.5-1万/月,广安,广安市自强教育科技有限公司,民营公司,150-500人,教育/培训/院校,08-14
小学英语老师（沈河）,4-8千/月,沈阳-沈河区,沈阳市骥远教育培训学校,民营公司,50-150人,教育/培训/院校,08-14
哈森成人英语培训老师,6-8千/月,义乌,义乌市恺曼教育科技有限公司,民营公司,150-500人,教育/培训/院校,08-14
小学英语教师,3.5-6千/月,桂林,桂林市卓远文化艺术培训学校,民营公司,50-150人,教育/培训/院校,08-14
初中英语老师,1.1-2万/月,杭州-滨江区,杭州巨右培训学校有限公司,合资,少于50人,教育/培训/院校,08-14
英语老师,4-8千/月,淮安-淮安区,淮安瑞优星教育培训中心有限公司,民营公司,50-150人,教育/培训/院校,08-14
少儿英语老师,0.6-1万/月,杭州-萧山区,杭州英培家教育咨询有限公司,民营公司,150-500人,教育/培训/院校,08-14
K12中小学英语老师（云锦路地铁站附近）,0.6-1万/月,南京-鼓楼区,南京金知教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师,6-8千/月,昆山,昆山开发区昆瑞鹏鞋服店,创业公司,50-150人,服装/纺织/皮革,08-14
英语老师,0.6-1万/月,深圳-南山区,中外教育管理（深圳）有限公司,外资（非欧美）,50-150人,教育/培训/院校,08-14
少儿英语老师,0.6-1万/月,杭州-余杭区,杭州星通教育咨询有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语老师,8-10万/年,佛山-南海区,佛山市文理文化传播有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语老师,5-15万/年,中山-东区,中山市诺之教育培训中心有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语老师（双休福田）,0.8-1.5万/月,深圳-福田区,深圳市同诚教育科技有限公司,民营公司,150-500人,教育/培训/院校,08-14
少儿英语老师,6-8千/月,东莞-莞城区,东莞市百越教育咨询有限公司,民营公司,少于50人,教育/培训/院校,08-14
少儿英语老师,0.8-1万/月,惠州,巨人宏文教育咨询（惠州）有限公司,外资（非欧美）,少于50人,教育/培训/院校,08-14
英语老师,4.5-8千/月,重庆-沙坪坝区,正学教育科技（重庆）有限责任公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师/英语教师,6-8千/月,成都-高新区,成都英慧普文化科技有限公司,民营公司,少于50人,教育/培训/院校,08-14
双休少儿英语教师,0.8-1万/月,成都-金牛区,成都市金牛区言之桥文化艺术培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语助教老师,0.4-1万/月,佛山-南海区,佛山市仟尔惠文化传播有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语老师,4.5-6千/月,昆明,昆明五华晨光教育培训学校,民营公司,50-150人,教育/培训/院校,08-14
幼儿英语老师,4-4.5千/月,成都-青羊区,成都市青羊区福禄培尔幼儿园,民营公司,50-150人,教育/培训/院校,08-14
英语老师,150元/天,广州-天河区,广州点慧教育科技服务有限公司,民营公司,50-150人,教育/培训/院校,08-14
小学英语教师,5-8千/月,西安,西安市未央区文新教育培训学校,非营利组织,50-150人,教育/培训/院校,08-14
英语老师(罗湖),6-8千/月,深圳-罗湖区,深圳市海丽达国际幼儿教育有限公司,民营公司,1000-5000人,教育/培训/院校,08-14
幼儿英语教师,4-8千/月,沈阳-铁西区,沈阳市和平区蓝莓果教育培训学校,民营公司,50-150人,教育/培训/院校,08-14
中学英语老师+入职社保+高课时,4-8千/月,成都-双流区,四川责商教育科技股份有限公司,民营公司,50-150人,教育/培训/院校,08-14
高中英语教师（年薪7-12万）,0.5-1万/月,成都,成都川越教育服务有限责任公司,民营公司,150-500人,教育/培训/院校,08-14
英语老师,3-4千/月,合肥-蜀山区,合肥腾佳教育有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师（国际英语培训机构）,0.8-1万/月,东莞-南城区,美吉姆国际儿童教育中心（东莞分公司）,民营公司,50-150人,教育/培训/院校,08-14
急聘少儿英语教师5000-10000,0.5-1万/月,武汉-洪山区,玛玛洛可少儿英语（武汉）,民营公司,少于50人,教育/培训/院校,08-14
英语老师,6-8千/月,武汉-武汉经济开发区,武汉经济技术开发区博杰培训学校有限公司,民营公司,少于50人,教育/培训/院校,08-14
初/高中英语老师,6-8千/月,仙桃,仙桃市沔阳技工学校有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师,4-8千/月,深圳-龙岗区,深圳市启灵素质教育有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语演讲老师,1-1.5万/月,苏州-工业园区,苏州影说家信息科技有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语老师,0.8-1万/月,嘉兴,嘉兴爱尚教育培训学校有限公司,民营公司,少于50人,教育/培训/院校,08-14
英语老师专升本高薪（合川区）,6-8千/月,重庆-合川区,重庆学而精教育科技有限责任公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师,0.8-1万/月,深圳-龙华区,深圳市博龙文化发展有限公司龙华分公司,民营公司,50-150人,教育/培训/院校,08-14
初高中英语教师,0.8-1.5万/月,重庆-渝北区,重庆三境教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语老师,4.5-6千/月,成都-高新区,成都市锦江区美好前途教育培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-14
英语教学老师-合肥校区（蜀山区）,0.6-1.5万/月,合肥-蜀山区,安徽师道拓知教育咨询有限责任公司,民营公司,少于50人,教育/培训/院校,08-14
初中英语老师（包食宿 双休）,5-9千/月,东莞-横沥镇,东莞市横沥新航道培训中心有限公司,民营公司,少于50人,计算机软件,08-14
少儿英语老师 8K-12K 福利多多,0.8-1.2万/月,成都-高新区,成都万古人力资源服务有限公司,民营公司,150-500人,专业服务(咨询、人力资源、财会),08-14
小学英语老师（五险一金/包住）,6-8千/月,成都-成华区,漠洲英语,民营公司,150-500人,教育/培训/院校,08-14
初高中英语老师（全职）,0.8-1万/月,佛山-南海区,佛山市南海区好师教育培训中心有限公司,合资,少于50人,教育/培训/院校,08-14
英语老师,1.5-2万/月,南京-秦淮区,南京励行培优文化传播有限公司,民营公司,50-150人,教育/培训/院校,08-14
少儿英语老师(J10034),0.6-1.2万/月,杭州,杭州金成英特教育科技股份有限公司,民营公司,150-500人,教育/培训/院校,08-14
初高中英语老师,6-8千/月,兰州-城关区,甘肃东方南洋昂立教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-14
中小学英语老师,0.6-1万/月,深圳-南山区,深圳市南山区明德培训中心,民营公司,50-150人,教育/培训/院校,08-14
英语老师（小学、初中）,0.5-1万/月,徐州,威尔士国际教育,民营公司,50-150人,教育/培训/院校,08-14
英语老师,0.8-1万/月,苏州,苏州市姑苏区博泰教育培训中心有限公司,民营公司,150-500人,教育/培训/院校,08-14
初高中英语教师,4-9千/月,长春,长春学大教育培训学校,上市公司,10000人以上,教育/培训/院校,08-14
急聘小学初中高中英语教师,0.5-1.5万/月,成都-新都区,成都市新都区新都街道七天教育培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-14
少儿英语老师（龙泉）,3-6千/月,成都-龙泉驿区,最IN菲克城,民营公司,,教育/培训/院校,08-14
少儿英语老师（就近分配）,5-9千/月,成都,瑞思学科英语,民营公司,1000-5000人,教育/培训/院校,08-14
少儿英语助教老师,3-4.5千/月,成都,创世纪国际教育集团,民营公司,1000-5000人,教育/培训/院校,08-14
招聘语文、数学、英语、美术各科老师,4.5-6千/月,苏州-姑苏区,苏州步凡体育用品有限公司,民营公司,50-150人,批发/零售,08-14
