职位,薪酬,城市,公司名称,公司类型,公司规模（人）,公司经营方向,发布日期
小初英语老师,0.8-1.5万/月,上海-浦东新区,上海育藤培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-15
英语老师（包吃住+35天寒暑假+五险）,0.6-1.2万/月,武汉-武昌区,安特小蚂蚁（武汉）教育咨询有限公司,民营公司,少于50人,教育/培训/院校,08-15
英语老师,4.5-6千/月,湛江,湛江市大鲸教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-15
资深少儿英语老师（六险一金））,6-8千/月,广州-天河区,广州英家教育信息咨询有限公司,民营公司,50-150人,教育/培训/院校,08-15
高薪诚聘英语教师,0.8-1.5万/月,北京-海淀区,北京市海淀区八人行培训学校,民营公司,50-150人,教育/培训/院校,08-15
高薪诚聘幼儿园英语教师-昆明,3-4.5千/月,昆明-官渡区,北京世纪青苗教育咨询有限公司,民营公司,150-500人,教育/培训/院校,08-15
小学/初中/高中英语面授老师,0.8-1.5万/月,邯郸,邯郸新东方学校,上市公司,10000人以上,教育/培训/院校,08-15
自考英语老师（双休+五险一金）,0.8-1.2万/月,广州-白云区,广州市从化区求学圆梦自考培训中心有限公司,民营公司,50-150人,教育/培训/院校,08-15
少儿英语老师,3-4.5千/月,青岛-城阳区,青岛乔登外语培训学校,合资,150-500人,教育/培训/院校,08-15
高中英语老师,0.8-1.2万/月,苏州-姑苏区,苏州国际预科学校,合资,50-150人,教育/培训/院校,08-15
初中英语老师,0.7-1.2万/月,深圳-坪山区,深圳点睛文化传播有限公司,民营公司,少于50人,教育/培训/院校,08-15
初中、高中英语老师,15-20万/年,深圳,深圳市蓝天教育培训学校,民营公司,1000-5000人,教育/培训/院校,08-15
英语老师（EF英孚青少儿英语）,0.6-1万/月,芜湖,EF英孚青少儿英语,民营公司,50-150人,教育/培训/院校,08-15
少儿英语老师,6-9千/月,常州-武进区,常州市钟楼区毅业教育培训中心有限公司,民营公司,50-150人,教育/培训/院校,08-15
英语老师,1.5-2万/月,深圳-福田区,深圳市福田区天童美语培训中心有限公司,民营公司,150-500人,教育/培训/院校,08-15
初高中英语老师,1-1.5万/月,深圳-宝安区,点燃新希望教育咨询服务（深圳）有限公司,民营公司,150-500人,教育/培训/院校,08-15
少儿英语老师-顾村中心,0.8-1.2万/月,上海-宝山区,小小地球教育培训有限公司（B区）,民营公司,500-1000人,教育/培训/院校,08-15
英语基础教师（黄岛） 五险一金,5-9千/月,青岛-市南区,青岛新航道文理培训学校,合资,150-500人,教育/培训/院校,08-15
英语老师,0.5-1.2万/月,广州-番禺区,广州市杰贝科技有限公司,民营公司,少于50人,计算机软件,08-15
小学英语老师,0.6-1万/月,珠海-香洲区,珠海市同济教育培训中心有限公司,民营公司,50-150人,教育/培训/院校,08-15
小学英语老师,18-24万/年,深圳-南山区,深圳市南山区道尔顿新华公学,民营公司,50-150人,教育/培训/院校,08-15
小学语文/数学/英语老师双休五险,6-8千/月,秦皇岛,掌门1对1,民营公司,10000人以上,教育/培训/院校,08-15
英语老师,0.8-1万/月,常州-新北区,沃尔得英语常州中心,合资,1000-5000人,教育/培训/院校,08-15
英语老师（南城西平）,5-8千/月,东莞-南城区,励步国际儿童教育,上市公司,1000-5000人,教育/培训/院校,08-15
英语老师,0.8-1万/月,重庆-渝北区,重庆两江新区海多兰英语培训学校,民营公司,少于50人,教育/培训/院校,08-15
少儿英语老师,6-8千/月,成都-温江区,成都市温江区壹高教育培训学校,民营公司,50-150人,教育/培训/院校,08-15
中小学英语老师（福田）,0.6-1.2万/月,深圳-福田区,深圳市天一天文化传播有限公司,民营公司,50-150人,教育/培训/院校,08-15
小学英语老师,6-8千/月,苏州-吴江区,苏州市吴江区盛泽敦博培训中心有限公司,民营公司,少于50人,教育/培训/院校,08-15
英语老师,5-15万/年,苏州,苏州百年职业学院,非营利组织,50-150人,教育/培训/院校,08-15
初中英语教师,10-20万/年,苏州-相城区,苏州市相城区苏城外国语学校,民营公司,150-500人,教育/培训/院校,08-15
英语老师（底薪8K+课时费+双休）,0.8-2.5万/月,深圳-南山区,深圳昶美教育科技有限公司,创业公司,少于50人,教育/培训/院校,08-15
英语幼教老师,0.6-1万/月,深圳,冠萃国际教育集团,民营公司,150-500人,教育/培训/院校,08-15
数学老师（英语、语文、科学等）,0.8-2万/月,宁波-鄞州区,宁波鄞州教冠好教育培训学校有限公司,民营公司,150-500人,教育/培训/院校,08-15
初中英语老师,0.8-1.2万/月,铜陵,上海四季教育培训有限公司,民营公司,500-1000人,教育/培训/院校,08-15
英语明星教师,0.8-1.2万/月,无锡,无锡市无止尽教育培训中心有限公司,民营公司,50-150人,教育/培训/院校,08-15
少儿英语老师,0.8-1万/月,上海,佳学商务咨询（上海）有限公司,外资（非欧美）,少于50人,教育/培训/院校,08-15
少儿英语老师（米教英语九方店）,0.6-1万/月,昆山,昆山佳鸿英语培训中心有限公司,民营公司,少于50人,教育/培训/院校,08-15
英语老师,3-5千/月,邵阳,湖南鸿翔技工学校,事业单位,50-150人,教育/培训/院校,08-15
英语老师 嘉定南翔,1-1.9万/月,上海-嘉定区,上海兰麒培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-15
英语老师-新闻原著阅读,1-2万/月,上海,上海朗盛教育信息咨询有限公司,民营公司,50-150人,教育/培训/院校,08-15
高中英语老师,0.6-1.2万/月,九江,九江市浔阳区恒久维学教育培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-15
STEM老师/英语老师,0.8-1.2万/月,上海-闵行区,爱贝迪教育科技有限公司,合资,50-150人,教育/培训/院校,08-15
英语老师,6-8千/月,深圳-光明区,深圳市智理技工学校,民营公司,500-1000人,教育/培训/院校,08-15
少儿英语老师,6-8千/月,泰州-泰兴市,泰兴市辉睿教育培训中心有限公司,民营公司,50-150人,教育/培训/院校,08-15
商务英语老师,6-8千/月,珠海-香洲区,珠海国际商务外国语培训学院,民营公司,150-500人,教育/培训/院校,08-15
初高中英语老师,50元/小时,长春-高新技术产业开发区,长春市程氏科技有限公司,外资（非欧美）,少于50人,教育/培训/院校,08-15
幼教老师/教师(学前、英语、音乐、舞蹈、表演专业),7-9千/月,上海-浦东新区,赢在起点早教.少儿教育,民营公司,1000-5000人,教育/培训/院校,08-15
少儿英语老师（南京区域就近安排）,0.8-1万/月,南京-栖霞区,瑞思学科英语南京中心,民营公司,150-500人,教育/培训/院校,08-15
高中语文/英语/数学老师,0.5-1万/月,上海,学大教育上海分公司,上市公司,10000人以上,教育/培训/院校,08-15
初高中英语老师,0.7-1.5万/月,南通,南通市通州区昂立外语培训中心,非营利组织,1000-5000人,教育/培训/院校,08-15
少儿英语老师 （抚河桥校区）,0.5-1万/月,南昌,FIRSTLEAP励步国际儿童英语南昌中心,合资,500-1000人,教育/培训/院校,08-15
英语教师,1.2-2万/月,上海,上海市民办金苹果学校,民营公司,50-150人,教育/培训/院校,08-15
幼少儿英语老师,5-8千/月,珠海-香洲区,珠海市思科教育科技有限公司,民营公司,150-500人,教育/培训/院校,08-15
早教英语老师(任职于总部直营中心）,0.4-1.3万/月,成都-成华区,森斯瑞（WOW Baby Sensory）中国区总部,民营公司,50-150人,教育/培训/院校,08-15
中学英语教师,0.8-1.2万/月,株洲,株洲新东方学校,外资（欧美）,500-1000人,教育/培训/院校,08-15
幼、少儿英语教师,3.5-7千/月,大连-甘井子区,上海交大昂立国际教育大连华南分校,民营公司,少于50人,教育/培训/院校,08-15
少儿英语老师 （北仑银泰城英孚教育）,0.8-1.2万/月,宁波-北仑区,宁波英之辅教育培训学校有限公司,民营公司,150-500人,教育/培训/院校,08-15
英语老师（犀浦）,0.5-1万/月,成都-郫都区,成都艾佛仕教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-15
幼儿园英语老师（包吃住、带薪寒暑假）,5-6千/月,广州-番禺区,广州市启恩文化发展有限公司,民营公司,50-150人,教育/培训/院校,08-15
初高中英语老师（宏帆八中）,0.8-1万/月,重庆-江北区,重庆市沙坪坝区共筑英豪课程培训学校有限公司,民营公司,500-1000人,教育/培训/院校,08-15
初高中英语教师（高薪高福利+提供住宿）,0.8-1.2万/月,常熟,苏州腾大教育集团,民营公司,500-1000人,教育/培训/院校,08-15
小初高英语老师（新北）,6-8千/月,常州-新北区,常州市新北区优智文化艺术培训中心有限公司,民营公司,50-150人,教育/培训/院校,08-15
少儿英语老师,5-8千/月,无锡,爱贝国际少儿英语无锡校区,民营公司,50-150人,教育/培训/院校,08-15
英语老师,1.5-2万/月,珠海-香洲区,珠海万米科技有限公司,民营公司,50-150人,教育/培训/院校,08-15
早教英语老师(瓯北)(五险一金),4-8千/月,温州,温州市鹿城区金宝贝培训有限公司,民营公司,500-1000人,教育/培训/院校,08-15
英语老师,0.8-1万/月,上海-浦东新区,易贝乐少儿英语,民营公司,少于50人,教育/培训/院校,08-15
英语老师（萧山区）,0.7-1.2万/月,杭州-萧山区,英之辅语言培训中心(萧山、嘉兴、绍兴）,民营公司,150-500人,教育/培训/院校,08-15
少儿英语老师,6-8千/月,昆明-五华区,昆明五华海伦多兰英语培训学校,民营公司,少于50人,教育/培训/院校,08-15
初高中英语老师6000+双休+五险,6-8千/月,西安-雁塔区,西安学巴巴教育信息咨询有限公司,民营公司,少于50人,教育/培训/院校,08-15
少儿英语老师,6-8千/月,广州-花都区,广州市花都区环球雅思英语培训中心,民营公司,50-150人,教育/培训/院校,08-15
初中英语教师,18-35万/年,江门-蓬江区,广州恒鑫教育投资发展有限公司,民营公司,500-1000人,教育/培训/院校,08-15
中学英语老师+高薪课时+5险+奖金,0.8-1.5万/月,合肥,合肥恒升教育培训学校有限公司,民营公司,150-500人,教育/培训/院校,08-15
英语老师,0.8-1万/月,杭州-上城区,杭州云间文化创意有限公司,民营公司,少于50人,计算机软件,08-15
英语老师,6-8千/月,重庆-沙坪坝区,重庆市沙坪坝区联港教育培训有限公司,民营公司,少于50人,教育/培训/院校,08-15
少儿英语老师,0.7-1万/月,长沙-开福区,狮王创科（北京）信息技术有限公司,民营公司,500-1000人,教育/培训/院校,08-15
高中英语老师（双休/年薪18万起/南大团队）,1-2万/月,南京-鼓楼区,南京趣尚学教育培训中心有限公司,民营公司,500-1000人,教育/培训/院校,08-15
专升本英语老师,90元/小时,宁波-宁海县,宁波市鄞州宁科教育培训有限公司,民营公司,少于50人,教育/培训/院校,08-15
英语老师,0.8-1万/月,上海-浦东新区,上海精锐教育培训有限公司,外资（欧美）,10000人以上,教育/培训/院校,08-15
考研英语辅导老师/考研英语助教,4.5-6千/月,武汉-洪山区,武汉融坤教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-15
英语老师,4.5-6千/月,贵阳-云岩区,重庆言外教育科技有限公司,外资（欧美）,,计算机软件,08-15
高薪聘请数学英语物化老师,0.6-1.2万/月,深圳-罗湖区,协弘企业管理（惠州）有限公司,民营公司,,专业服务(咨询、人力资源、财会),08-15
初高中英语教师（富阳）,0.8-1万/月,杭州-富阳区,杭州市富阳区开拓教育培训学校,民营公司,150-500人,教育/培训/院校,08-15
英语老师,1-1.5万/月,深圳,深圳市理念文化发展有限公司,民营公司,150-500人,教育/培训/院校,08-15
英语老师（美吉姆高行中心）,0.6-1万/月,上海-浦东新区,艾涂图国际儿童艺术空间金桥太茂中心,合资,50-150人,教育/培训/院校,08-15
少儿英语老师,4.5-6千/月,广安,广安市成都戴氏精英教育培训学校,民营公司,50-150人,教育/培训/院校,08-15
高薪招聘英语教师,5-8千/月,南京-栖霞区,惠州晟兴网络科技有限公司,民营公司,50-150人,计算机软件,08-15
初高中英语老师,6-8千/月,昆山,昆山墨之玉培训中心有限公司,民营公司,少于50人,教育/培训/院校,08-15
英语老师,0.6-1.5万/月,东莞-东城区,东莞市蔚岚教育咨询有限公司,民营公司,少于50人,教育/培训/院校,08-15
招聘  初中英语老师,0.5-1万/月,淮安,淮安市淮阴区立信教育培训中心,非营利组织,少于50人,教育/培训/院校,08-15
少儿英语老师（汉口）,0.8-1万/月,武汉-江汉区,学乐英语教育机构,民营公司,50-150人,教育/培训/院校,08-15
私立学校英语老师,0.7-1.1万/月,黔西南,兴义市万峰培优课外培训中心有限公司,民营公司,50-150人,教育/培训/院校,08-15
急招急招英语老师+双休+餐补+住宿,6-8千/月,东莞-南城区,东莞市博尔德教育投资有限公司,民营公司,50-150人,教育/培训/院校,08-15
英语教师6k,0.6-1.2万/月,南京-秦淮区,南京臻越文化艺术有限公司,民营公司,少于50人,影视/媒体/艺术/文化传播,08-15
英语骨干教师,1.1-1.5万/月,深圳-宝安区,深圳市奋达职业技术学校,民营公司,1000-5000人,教育/培训/院校,08-15
高中英语老师,0.6-1.2万/月,岳阳,岳阳市柏拉图培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-15
少儿英语老师,0.7-1.2万/月,上海-松江区,上海煦旻教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-15
高中英语老师,20-40万/年,广州-增城区,广州市增城区广东外语外贸大学附设实验学校,民营公司,150-500人,教育/培训/院校,08-15
诚聘青少儿英语教师,4.5-8千/月,东莞-厚街镇,东莞市厚街培誉培训中心有限公司,民营公司,少于50人,教育/培训/院校,08-15
英语老师,0.8-1万/月,苏州-姑苏区,苏州市姑苏区辅笛教育培训中心有限公司,合资,,电子技术/半导体/集成电路,08-15
少儿英语老师,4.5-6千/月,沈阳,沈阳市皇姑区菁华苑教育培训学校有限责任公司,民营公司,50-150人,教育/培训/院校,08-15
幼少儿英语老师,4-8千/月,芜湖,芜湖麦思教育咨询有限公司,民营公司,50-150人,教育/培训/院校,08-15
实习英语老师,3-4.5千/月,清远,清远市济民文体发展有限公司,民营公司,少于50人,教育/培训/院校,08-15
英语老师,1-1.5万/月,长沙-开福区,长沙谷林教育科技有限公司,民营公司,,教育/培训/院校,08-15
初高中英语老师,10-15万/年,福州-鼓楼区,福州市鼓楼区东街尚学教育培训中心,民营公司,50-150人,教育/培训/院校,08-15
早教英语老师,0.5-1万/月,九江,美吉姆早教九江中心,民营公司,50-150人,教育/培训/院校,08-15
幼、少儿英语老师,1.2-1.5万/月,杭州-建德市,建德市爱李德教育培训有限公司,创业公司,50-150人,教育/培训/院校,08-15
少儿英语老师,5-8千/月,惠州-惠城区,有创意艺术教育（深圳）有限公司惠州分公司,民营公司,少于50人,教育/培训/院校,08-15
主教英语老师,4-8千/月,滁州,滁州市励步教育咨询有限公司,民营公司,50-150人,教育/培训/院校,08-15
英语老师（双休 五险 年假 黄埔或花都）,8-10万/年,广州-花都区,广州市花都区名辅教育培训中心,民营公司,50-150人,教育/培训/院校,08-15
少儿英语老师,0.8-1万/月,宣城,宣城市航茂教育咨询有限公司,民营公司,少于50人,教育/培训/院校,08-15
英语中教老师（高新校区）,4.5-9千/月,大连-高新园区,贝乐学科英语大连中心,民营公司,50-150人,教育/培训/院校,08-15
幼儿英语老师,0.8-1.3万/月,杭州-滨江区,杭州隐士精舍文化控股（集团）有限公司,民营公司,少于50人,影视/媒体/艺术/文化传播,08-15
高中英语老师,1.5-2万/月,上海-浦东新区,上海尚孔教育培训有限公司,民营公司,1000-5000人,教育/培训/院校,08-15
小学英语老师,4.5-6千/月,合肥-滨湖新区,合肥艺优学教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-15
英语戏剧表演老师（南山.侨城北）,1-1.5万/月,深圳-南山区,深圳市哈星硕国际教育有限公司,民营公司,150-500人,教育/培训/院校,08-15
中海教育——全职课后托管/英语辅导老师,4.5-6千/月,青岛-市南区,青岛市市南区中海文化艺术培训学校,民营公司,50-150人,教育/培训/院校,08-15
英语教师,0.6-1万/月,珠海-香洲区,环球雅思珠海分校,外资（欧美）,150-500人,教育/培训/院校,08-15
英语老师,4-7千/月,菏泽,菏泽金宝贝国际早教中心,民营公司,少于50人,教育/培训/院校,08-15
英语老师/少儿英语/初中英语,0.6-1.2万/月,上海-浦东新区,上海启圣教育投资有限公司,民营公司,少于50人,教育/培训/院校,08-15
中小学英语教师,0.3-1.2万/月,广州,广州学之舟教育,民营公司,50-150人,教育/培训/院校,08-15
英语编辑/英语教师/英语老师,5-7千/月,广州,广州飞硕信息科技股份有限公司,民营公司,150-500人,教育/培训/院校,08-15
少儿英语老师,4.5-6千/月,成都-高新区,成都高新区凯世教育培训学校有限公司,民营公司,少于50人,教育/培训/院校,08-15
***幼儿英语老师,0.5-1万/月,北京-昌平区,北京红苹果阳光教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-15
初中英语老师,0.8-1万/月,昆明-盘龙区,云南育才教育集团,民营公司,1000-5000人,教育/培训/院校,08-15
英语教师,0.8-1万/月,苏州-姑苏区,苏州荟贤萃智教育科技有限公司,创业公司,50-150人,教育/培训/院校,08-15
英语/语文/美术老师,3-6千/月,唐山,丹东同盛科技有限公司,民营公司,,计算机软件,08-15
英语阅读老师,1-1.5万/月,常州-新北区,常州恩加研学培训有限公司,民营公司,,教育/培训/院校,08-15
急招幼儿英语老师,0.5-1万/月,昆山,苏州欣生代网络科技有限公司,外资（非欧美）,,计算机软件,08-15
幼少儿英语老师,5-9千/月,咸阳,咸阳英斯贝教育科技有限公司,民营公司,150-500人,教育/培训/院校,08-15
幼儿园英语老师,6-9千/月,深圳-龙华区,深圳市龙华区英泰幼儿园,民营公司,150-500人,教育/培训/院校,08-15
中小学语文、英语教师,1-1.5万/月,东莞-东城区,东莞市东城博林文化传播中心,民营公司,50-150人,教育/培训/院校,08-15
初小英语老师（嘉定区新成路）,0.8-1万/月,上海-嘉定区,百德教育,民营公司,50-150人,教育/培训/院校,08-15
少儿英语老师English Teacher,0.8-1.8万/月,上海-松江区,上海曼拓教育科技有限公司,民营公司,150-500人,教育/培训/院校,08-15
少儿英语老师,4-8千/月,大连-沙河口区,大连优瑞英语,民营公司,50-150人,教育/培训/院校,08-15
高中英语老师,0.4-2万/月,苏州-姑苏区,苏州广智教育培训中心有限公司,民营公司,少于50人,教育/培训/院校,08-15
英语老师（初中，高中）,0.8-2万/月,杭州-西湖区,杭州提分教育咨询有限公司,民营公司,150-500人,教育/培训/院校,08-15
沙井小学英语教师,0.8-1万/月,深圳-宝安区,深圳市赫尔美斯文化教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-15
初中英语老师,0.8-2万/月,成都-大邑县,成都市大邑宏文外国语学校,民营公司,150-500人,教育/培训/院校,08-15
聘少儿英语教师（五险）,6-8千/月,大连-甘井子区,大连汉丁汉文化培训学校,民营公司,50-150人,教育/培训/院校,08-15
英语老师,5-8千/月,广州-花都区,广州博看教育咨询有限公司,民营公司,少于50人,教育/培训/院校,08-15
竹子林/英语教师/8K,0.8-1万/月,深圳-福田区,胜科企业,民营公司,1000-5000人,金融/投资/证券,08-15
少儿英语老师（寒暑假/五险/旅游）,6-8千/月,成都-天府新区,成都市天府新区金色朝阳文化艺术培训学校有限责任公司,民营公司,少于50人,教育/培训/院校,08-15
小学英语老师,15-20万/年,南京-建邺区,南京爱思哲教育培训中心,民营公司,50-150人,教育/培训/院校,08-15
高薪招聘高三英语老师,20-30万/年,上海,上海未来路进修学院,民营公司,50-150人,教育/培训/院校,08-15
英语老师（双休+五险一金）,0.5-1万/月,合肥-蜀山区,合肥英研教育咨询有限公司,民营公司,50-150人,教育/培训/院校,08-15
小学英语老师+包吃住+月薪2万+,1-1.5万/月,上海-闵行区,嘉兴市诺诺房地产经纪有限公司,民营公司,50-150人,房地产,08-15
急聘英语中教老师，双休+五险一金,5-8千/月,厦门,厦门好安鑫教育服务有限公司,民营公司,500-1000人,教育/培训/院校,08-15
英语老师,4-8千/月,襄阳,襄阳鹏智企业管理咨询有限公司,民营公司,50-150人,教育/培训/院校,08-15
英语老师,0.8-1万/月,长沙-雨花区,深圳市美联教育科技有限公司长沙分公司,民营公司,1000-5000人,教育/培训/院校,08-15
英语老师,0.6-1万/月,芜湖-南陵县,芜湖同文高级中学,非营利组织,50-150人,教育/培训/院校,08-15
英语教师English Teachers,4-8千/月,青岛-黄岛区,五月花国际英语,民营公司,少于50人,教育/培训/院校,08-15
少儿英语老师,0.8-1万/月,哈尔滨-南岗区,哈尔滨市南岗区志远文化培训学校有限公司,民营公司,,教育/培训/院校,08-15
少儿英语老师（后宅校区）,0.6-1.2万/月,无锡-无锡新区,无锡桥睿语言文化发展有限公司,外资（非欧美）,少于50人,教育/培训/院校,08-15
初中英语老师   都江堰,4-8千/月,成都-都江堰市,四川文龙教育咨询有限公司,民营公司,50-150人,教育/培训/院校,08-15
少儿英语老师,0.6-1.2万/月,西安-雁塔区,西安艾亿迈格教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-15
考研英语老师,2000元/天,重庆-渝中区,重庆幂学企业管理有限公司,民营公司,少于50人,教育/培训/院校,08-15
初高中英语老师,4-8千/月,南宁,南宁市青秀区天誉教育培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-15
英语老师,0.6-1万/月,温州-乐清市,乐清市三千里教育培训中心有限公司,民营公司,少于50人,教育/培训/院校,08-15
英语老师,7-9千/月,许昌,许昌佳音英语学校,非营利组织,50-150人,教育/培训/院校,08-15
英语老师（高薪/初中英语/高中英语/急招）,0.8-1万/月,广州-黄埔区,广州优易可教育咨询有限公司,民营公司,少于50人,教育/培训/院校,08-15
初高中英语老师,6-8千/月,东莞-大岭山镇,东莞市大岭山政能培训中心有限公司,民营公司,50-150人,教育/培训/院校,08-15
连锁学校招聘   英语教师,4-6千/月,沈阳-和平区,上学去成长训练营,民营公司,10000人以上,教育/培训/院校,08-15
英语老师,5.5-8千/月,泉州,泉州市洛江区领航星英语培训学校有限公司,民营公司,50-150人,教育/培训/院校,08-15
少儿英语老师-外教助教,0.6-1.2万/月,深圳,瑞德启蒙教育,民营公司,150-500人,教育/培训/院校,08-15
英语老师,3-4.5千/月,重庆-合川区,重庆市茂森中等职业学校,民营公司,少于50人,教育/培训/院校,08-15
小学英语老师,1.2-2.3万/月,成都-武侯区,成都望子成龙学校,民营公司,1000-5000人,教育/培训/院校,08-15
英语教师（中职部）,4.5-9千/月,东莞-厚街镇,广东酒店管理职业技术学院,民营公司,5000-10000人,教育/培训/院校,08-15
少儿英语在线辅导老师,0.8-1万/月,西安-雁塔区,网易,上市公司,10000人以上,网络游戏,08-15
英语老师,4.5-6千/月,青岛-城阳区,青岛城阳拇指堡外语培训学校,非营利组织,150-500人,教育/培训/院校,08-15
小学英语老师,3-6千/月,阳江,阳春市小新星教育培训中心,民营公司,少于50人,教育/培训/院校,08-15
英语老师,6-8千/月,温州-鹿城区,温州市立群课后托管有限公司,合资,,教育/培训/院校,08-15
英语老师,3-6千/月,珠海-斗门区,珠海市斯塔迪教育咨询有限公司,合资,50-150人,教育/培训/院校,08-15
高中英语老师/五险年假,8-10万/年,哈尔滨-五常市,哈尔滨市南岗区百川文化培训学校有限公司,民营公司,150-500人,教育/培训/院校,08-15
常规英语老师,0.8-1万/月,武汉-洪山区,武汉西柚教育发展有限公司,民营公司,50-150人,教育/培训/院校,08-15
在线少儿英语老师,2-4千/月,厦门,厦门千时科技有限公司,民营公司,500-1000人,计算机软件,08-15
中教英语老师,0.6-1.2万/月,福州-台江区,福州市鼓楼区英孚英语培训中心有限公司,民营公司,,教育/培训/院校,08-15
高中英语老师（家教）,1-1.5万/月,合肥-滨湖新区,安徽晶宫控股集团有限公司,民营公司,1000-5000人,房地产,08-15
初高英语老师,1-1.5万/月,杭州-临平区,杭州市余杭区龙博教育培训学校,民营公司,50-150人,教育/培训/院校,08-15
小学英语老师,0.6-1万/月,昆山,昆山市张浦镇昂扬文化艺术培训中心,民营公司,50-150人,教育/培训/院校,08-15
国际高中英语教师,200元/小时,上海-静安区,上海尚外信息科技有限公司,民营公司,少于50人,中介服务,08-15
英语老师（JZ),240元/天,广州-天河区,华南师大课外辅导中心,民营公司,50-150人,教育/培训/院校,08-15
幼儿园教师（英语专业）,5-7千/月,成都,成都美洲地产有限公司,民营公司,150-500人,房地产,08-15
CAE课程英语教师（***）,1000元/天,上海-普陀区,上海育璀教育投资有限公司,民营公司,少于50人,教育/培训/院校,08-15
各学科教师（数学/语文/英语/物理/化学）,0.6-1.1万/月,广州-荔湾区,广州精学睿教育信息咨询有限公司,民营公司,150-500人,教育/培训/院校,08-15
考研英语辅导老师,0.8-1.2万/月,深圳-龙岗区,深圳市复杂均衡教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-15
初高中英语老师,6-8千/月,青岛-崂山区,青岛中域教育信息咨询有限公司,民营公司,500-1000人,教育/培训/院校,08-15
少儿英语老师,4-8千/月,绍兴-越城区,绍兴市越城区程似锦培训学校有限公司,民营公司,150-500人,教育/培训/院校,08-15
青少儿英语老师,6-8千/月,湖州-吴兴区,湖州市吴兴区英之辅语言培训学校,民营公司,少于50人,教育/培训/院校,08-15
英语老师,300元/天,武汉-洪山区,武汉新学教育咨询有限公司,合资,150-500人,教育/培训/院校,08-15
Z初高中-英语老师（近地铁）,4-7千/月,青岛-李沧区,青岛昱昇学教育文化咨询有限公司,民营公司,少于50人,教育/培训/院校,08-15
英语老师,0.6-1万/月,广州-天河区,建侨教育培训中心,民营公司,50-150人,教育/培训/院校,08-15
成人英语老师,0.5-1万/月,东莞-厚街镇,东莞市厚街创域培训中心有限公司,民营公司,,教育/培训/院校,08-15
英语老师（中职中技）,0.5-1万/月,清远-清城区,清远市工商技工学校,民营公司,500-1000人,教育/培训/院校,08-15
少儿英语老师***,150元/小时,青岛-城阳区,青岛海天博瑞文化传播有限公司,民营公司,150-500人,教育/培训/院校,08-15
英语老师,0.9-1.1万/月,南昌,江西省元正文化产业集团有限公司,民营公司,150-500人,多元化业务集团公司,08-15
高中英语老师/13薪/双休/五险一金,5-6千/月,潍坊,山东二七一教育科技集团有限公司,民营公司,5000-10000人,教育/培训/院校,08-15
幼少儿英语老师,0.5-1万/月,杭州-西湖区,杭州汤诚世通企业管理咨询有限公司,民营公司,150-500人,生活服务,08-15
英语老师,0.4-1万/月,仙桃,仙桃市龙阳教育咨询有限公司,民营公司,少于50人,教育/培训/院校,08-15
雅思英语老师,1-1.6万/月,珠海,珠海市平和国际教育科技有限公司,民营公司,50-150人,教育/培训/院校,08-15
幼儿园英语老师（包食宿）,4-8千/月,广州-黄埔区,广州市源乐教育信息咨询有限公司,民营公司,少于50人,教育/培训/院校,08-15
初中英语老师,6-8千/月,青岛-李沧区,青岛市李沧区励志英才文化培训学校,民营公司,少于50人,教育/培训/院校,08-15
中高考英语老师,0.8-1万/月,抚顺,辽宁海贝教育咨询有限公司,民营公司,150-500人,教育/培训/院校,08-15
高中英语老师+满课+不跑校区+系统培训,1-1.5万/月,成都,成都市武侯区美博教育培训学校有限公司,民营公司,150-500人,教育/培训/院校,08-15
中小学英语教师,4-8千/月,南昌-东湖区,南昌思腾教育咨询有限公司,民营公司,少于50人,教育/培训/院校,08-15
英语老师,0.8-1.2万/月,江门-蓬江区,江门市蓬江区朗训教育培训中心,民营公司,少于50人,教育/培训/院校,08-15
幼儿英语老师,4.5-6千/月,渭南,陕西悦童教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-15
高中英语老师,4.5-5千/月,梅州,五华县技工学校,事业单位,150-500人,教育/培训/院校,08-15
英语老师,6-8千/月,鹰潭,贵溪市龙翔学校,民营公司,少于50人,教育/培训/院校,08-15
少儿英语老师,0.5-1万/月,广州-白云区,广州博尔思教育咨询有限公司,民营公司,少于50人,教育/培训/院校,08-15
初中晚托英语老师,150元/天,上海-嘉定区,上海思蓓教育科技有限公司,民营公司,少于50人,教育/培训/院校,08-15
少儿英语老师,10-15万/年,宁波-江北区,宁波市镇海区阳光森林教育培训有限公司,民营公司,少于50人,教育/培训/院校,08-15
英语老师,800元/天,深圳-盐田区,深圳市盐田区树人教育培训学校,事业单位,150-500人,教育/培训/院校,08-15
