职位,薪酬,城市,公司名称,公司类型,公司规模（人）,公司经营方向,发布日期
高级数据分析师,1.8-2.5万/月,上海-闵行区,星杰云家居科技（上海）有限公司,民营公司,少于50人,互联网/电子商务,08-13
Python数据分析师,0.5-1万/月,上海-徐汇区,北京中长石基信息技术股份有限公司,上市公司,1000-5000人,计算机软件,08-13
数据分析师,0.5-1万/月,广州,广州诚予国际市场信息研究有限公司,民营公司,50-150人,专业服务(咨询、人力资源、财会),08-13
数据分析师,0.8-1.5万/月,北京,中采智联信息科技（北京）有限责任公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),08-13
数据分析师,0.5-1万/月,深圳-福田区,深圳市融臻资产管理有限公司,民营公司,500-1000人,金融/投资/证券,08-13
爬虫数据分析师,0.8-1.2万/月,深圳-南山区,深圳市凯度电器有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,25-35万/年,苏州-吴中区,苏州广立信息技术有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,1.2-2.4万/月,佛山,广东爱依服商贸有限公司,民营公司,10000人以上,服装/纺织/皮革,08-13
数据科学部 数据分析师,,上海,东亚银行（中国）有限公司,外资（非欧美）,1000-5000人,银行,08-13
数据分析师（商务数据）+13薪,0.8-1万/月,厦门-思明区,上海外服杰浦企业管理有限公司,国企,10000人以上,银行,08-13
数据分析师（双休 五险一金）,0.8-1.2万/月,成都,昊盈信息技术（成都）有限公司,外资（非欧美）,150-500人,计算机软件,08-13
数据分析师,0.8-1万/月,深圳-罗湖区,港福珠宝（深圳）有限公司,民营公司,150-500人,奢侈品/收藏品/工艺品/珠宝,08-13
数据分析师,1-1.5万/月,上海,德赛诊断系统（上海）有限公司,合资,50-150人,医疗设备/器械,08-13
资深数据分析师（策略）,2-2.5万/月,杭州-江干区,浙江欧诗漫集团有限公司,民营公司,1000-5000人,快速消费品(食品、饮料、化妆品),08-13
电商数据分析师,0.5-1万/月,沈阳-沈北新区,沈阳澳斯凯利科技有限公司,民营公司,少于50人,贸易/进出口,08-13
大数据分析师(J10621),2-3.5万/月,上海-闵行区,杭州味全食品有限公司,外资（非欧美）,1000-5000人,快速消费品(食品、饮料、化妆品),08-13
数据分析师,0.7-1万/月,北京-西城区,央视市场研究股份有限公司,合资,500-1000人,专业服务(咨询、人力资源、财会),08-13
某知名电商--数据银行分析师,1.5-3万/月,上海-静安区,青英企业管理（上海）有限公司,民营公司,,专业服务(咨询、人力资源、财会),08-13
数据分析师,1-1.5万/月,上海-徐汇区,上海思舶信息技术有限公司,民营公司,50-150人,互联网/电子商务,08-13
数据分析师（SQL）,0.8-1.5万/月,上海-静安区,深圳市繁星万象科技有限公司,民营公司,,计算机软件,08-13
数据分析师,0.7-1.4万/月,南京-雨花台区,南京悦爱电子商务有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,1.4-2.5万/月,上海-闵行区,捷荟信息技术（上海）有限公司,创业公司,少于50人,计算机软件,08-13
数据分析师,0.8-1万/月,上海-静安区,JDING信息咨询公司,合资,500-1000人,互联网/电子商务,08-13
数据分析师（杭州）,0.6-1万/月,杭州,上海凯诘电子商务股份有限公司,民营公司,1000-5000人,互联网/电子商务,08-13
大数据分析师,1-1.6万/月,合肥,新东网科技有限公司,民营公司,500-1000人,计算机软件,08-13
数据分析师,0.8-1万/月,深圳-宝安区,深圳孩宝小镇信息技术有限公司,民营公司,150-500人,互联网/电子商务,08-13
资深数据分析师 (MJ002884),1.4-2.5万/月,广州-番禺区,SHEIN＋商品BP线,民营公司,,贸易/进出口,08-13
数据分析师,0.8-1万/月,东莞-万江区,宏文科技（广东）有限公司,民营公司,50-150人,机械/设备/重工,08-13
数据分析师,0.8-1万/月,上海-浦东新区,上海成玙信息科技有限公司,民营公司,少于50人,仪器仪表/工业自动化,08-13
数据分析师,1-1.5万/月,武汉-江汉区,深圳科蓝金信科技发展有限公司,合资,1000-5000人,互联网/电子商务,08-13
电商数据分析师,1-1.5万/月,杭州-上城区,安徽高梵电子商务有限公司,民营公司,,互联网/电子商务,08-13
资深数据分析师,6-8千/月,佛山-南海区,广州看房网数据服务有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师,6-8千/月,上海-黄浦区,上海如鼎信息科技有限公司,民营公司,50-150人,计算机软件,08-13
会员数据分析师,1-1.5万/月,西安-高新技术产业开发区,西安浐灞生态区昆仑石油有限责任公司,民营公司,150-500人,石油/化工/矿产/地质,08-13
数据分析师（电商）,1-1.5万/月,上海-杨浦区,飞鹤乳业集团上海电商事业部,民营公司,5000-10000人,快速消费品(食品、饮料、化妆品),08-13
风控数据分析师,0.8-1.2万/月,成都-高新区,四川福摩数字科技有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,1.5-2万/月,广州-天河区,合商科技有限公司广州分公司,民营公司,,房地产,08-13
数据分析师—上海连通技术,1.7-2.1万/月,上海,大连信雅达软件有限公司,,150-500人,计算机软件,08-13
BI/数据分析师,1.5-3万/月,上海-闵行区,浙江卡游动漫有限公司,民营公司,500-1000人,影视/媒体/艺术/文化传播,08-13
数据运营/数据分析师,0.8-1.4万/月,武汉-江夏区,武汉福禄网络科技有限公司,上市公司,500-1000人,互联网/电子商务,08-13
数据分析师,0.8-1.2万/月,广州-番禺区,广东因赛品牌营销集团股份有限公司,上市公司,150-500人,广告,08-13
数据分析师-数字供应链,1-1.5万/月,长沙-岳麓区,中科云谷科技有限公司,国企,500-1000人,互联网/电子商务,08-13
数据银行分析师,1.5-2万/月,上海-静安区,上海临铠信息技术有限公司,民营公司,少于50人,广告,08-13
数据分析师,6-8千/月,重庆,重庆瀚卓档案服务有限公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),08-13
数据分析师,1.2-1.3万/月,北京-朝阳区,厦门弘有信信息技术服务有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-13
数据分析师（外汇岗位）,0.8-1.5万/月,上海-浦东新区,上海向普科技有限公司,民营公司,150-500人,计算机服务(系统、数据服务、维修),08-13
数据分析师,4.5-6千/月,贵阳-观山湖区,拉卡拉支付集团（西部区域）,合资,1000-5000人,金融/投资/证券,08-13
数据银行分析师（六险一金双休）,0.8-1.5万/月,杭州-江干区,优趣汇,民营公司,500-1000人,互联网/电子商务,08-13
数据分析师,0.8-1万/月,上海,上海乐拜网络科技有限公司,民营公司,150-500人,专业服务(咨询、人力资源、财会),08-13
数据分析师(YYSZ-I2037),1.5-2.8万/月,深圳-南山区,深圳市万邑通信息科技有限公司,民营公司,1000-5000人,互联网/电子商务,08-13
数据分析师,1-1.5万/月,深圳-龙华区,银盛科技服务集团有限公司,民营公司,1000-5000人,金融/投资/证券,08-13
数据分析师,6-8千/月,南京-雨花台区,江苏欣网通讯技术有限公司,民营公司,150-500人,计算机软件,08-13
亚马逊平台数据分析师,0.8-1万/月,深圳-龙岗区,深圳市驰方电子商务有限公司,民营公司,1000-5000人,互联网/电子商务,08-13
数据分析师,5-8千/月,武汉-黄陂区,湖北通商建设集团有限公司,民营公司,150-500人,建筑/建材/工程,08-13
数据分析师,0.8-1万/月,上海-普陀区,上海羽勒网络科技有限公司,创业公司,50-150人,互联网/电子商务,08-13
高级数据分析师,1.5-3万/月,北京-东城区,高济商贸（上海）有限公司,民营公司,10000人以上,互联网/电子商务,08-13
数据分析师,1.5-2万/月,北京-朝阳区,时趣互动（北京）科技有限公司,外资（非欧美）,500-1000人,互联网/电子商务,08-13
数据分析师,0.6-1.2万/月,广州-天河区,广州市幸福网络技术有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,1.2-1.5万/月,广州-天河区,广州数字魔方网络科技有限公司,民营公司,50-150人,计算机软件,08-13
运营数据分析师,0.8-1.6万/月,武汉-东湖新技术产业开发区,湖北诚为上医药有限公司,民营公司,50-150人,制药/生物工程,08-13
数据分析师,1.3-2.5万/月,深圳-罗湖区,深圳市阿卡索资讯股份有限公司,民营公司,1000-5000人,互联网/电子商务,08-13
数据分析师,0.8-1万/月,郑州-中原区,河南食族人食品科技有限公司,民营公司,150-500人,快速消费品(食品、饮料、化妆品),08-13
投放优化数据分析师,0.8-1.5万/月,上海-闵行区,上海小蜜坊国际贸易有限公司,合资,50-150人,快速消费品(食品、饮料、化妆品),08-13
数据分析师（应届生亦可）,1-1.5万/月,杭州-西湖区,杭州微风企科技有限公司,合资,50-150人,计算机软件,08-13
数据分析师,1.3-2万/月,北京,北京友邦佳通电子科技有限公司,民营公司,150-500人,计算机服务(系统、数据服务、维修),08-13
数据分析师,6-8千/月,成都-崇州市,成都锦蓉家居用品有限公司,民营公司,50-150人,家具/家电/玩具/礼品,08-13
数据分析师,1.5-3万/月,上海-徐汇区,上海漫微信息技术有限公司,民营公司,1000-5000人,计算机软件,08-13
数据分析师1,1-1.5万/月,北京-朝阳区,北京玖永众成投资有限公司,民营公司,50-150人,金融/投资/证券,08-13
数据分析师,1.5-3万/月,广州-白云区,嘉美洛有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,0.6-1万/月,苏州-高新区,苏州赫拉网络科技有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师助理,0.8-1万/月,深圳-南山区,深圳市吾勤吾达信息咨询有限公司,民营公司,,电子技术/半导体/集成电路,08-13
数据分析师G00105,1-2万/月,上海-长宁区,上海互盾信息科技有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师（代莉莉丝游戏招聘）,1-1.5万/月,上海-闵行区,广东现代国际市场研究有限公司,民营公司,150-500人,专业服务(咨询、人力资源、财会),08-13
数据分析师,6-8千/月,重庆,博拉网络股份有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,0.7-1.2万/月,重庆-渝北区,重庆闹海房江湖信息科技有限公司,民营公司,10000人以上,房地产,08-13
数据分析师（业务分析方向） (MJ002178),1-1.5万/月,广州-白云区,广州市钱大妈农产品有限公司,民营公司,5000-10000人,快速消费品(食品、饮料、化妆品),08-13
数据分析师,1-1.5万/月,福州-鼓楼区,福建逸迅人力资源有限公司,民营公司,少于50人,专业服务(咨询、人力资源、财会),08-13
数据分析师,1.5-2万/月,深圳-南山区,广东利元亨智能装备股份有限公司,民营公司,1000-5000人,计算机软件,08-13
数据分析师(J10084),0.7-1万/月,嘉兴,嘉兴山蒲照明电器有限公司,民营公司,1000-5000人,电子技术/半导体/集成电路,08-13
数据分析师,0.8-1万/月,广州,景博行（广州）商业服务有限公司,外资（非欧美）,150-500人,房地产,08-13
数据分析师（直播业务）,0.8-1.2万/月,广州-天河区,广州鸣拓盛世数字传媒有限公司,民营公司,150-500人,影视/媒体/艺术/文化传播,08-13
数据分析师Product and Analytics,1-1.5万/月,杭州,达岸咨询（深圳）有限公司,外资（欧美）,150-500人,专业服务(咨询、人力资源、财会),08-13
数据分析师,1-1.4万/月,宁波,宁波捷创技术股份有限公司,上市公司,150-500人,多元化业务集团公司,08-13
数据分析师,0.8-1万/月,上海-长宁区,北京无双科技有限公司上海分公司,上市公司,150-500人,互联网/电子商务,08-13
数据分析师,5-9千/月,宁波-海曙区,宁波盛世泓业集团有限公司,民营公司,150-500人,贸易/进出口,08-13
数据分析师,1-1.5万/月,深圳,深圳市力辉电机有限公司,民营公司,1000-5000人,汽车,08-13
数据分析师,1-1.5万/月,上海-浦东新区,上海润和信息技术服务有限公司,上市公司,1000-5000人,计算机软件,08-13
数据分析师,1-1.5万/月,北京-海淀区,吉贝克信息技术有限公司,外资（欧美）,500-1000人,计算机软件,08-13
环保数据分析师,4-8千/月,重庆-渝北区,重庆广睿达科技有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师,1-1.5万/月,上海-浦东新区,深圳市人次方信息技术有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师,1-1.5万/月,深圳-龙华区,深圳市悦己联合信息科技有限公司,民营公司,,计算机软件,08-13
数据分析师,1.5-3万/月,上海-普陀区,上海尔乐美讯文化传播有限公司,民营公司,50-150人,影视/媒体/艺术/文化传播,08-13
数据分析师,1-1.5万/月,上海-黄浦区,上海媛福达贸易有限公司,民营公司,500-1000人,快速消费品(食品、饮料、化妆品),08-13
数据分析师（考虑应届生）,5.5-6.5千/月,武汉,武汉捌加柒科技有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,1.2-1.7万/月,上海,上海威擎信息科技有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-13
商业数据分析师,1-1.5万/月,苏州,某商业中心,民营公司,50-150人,物业管理/商业中心,08-13
Data Report Analyst-数据报表分析师,5-6.5千/月,苏州-工业园区,苏州星智达管理咨询有限公司,外资（非欧美）,50-150人,外包服务,08-13
数据分析师,1-2万/月,上海,北京弘亚世纪投资顾问有限公司上海分公司,外资（欧美）,50-150人,专业服务(咨询、人力资源、财会),08-13
大数据分析师,2-3万/月,青岛-崂山区,青岛聚好联科技有限公司,国企,150-500人,互联网/电子商务,08-13
数据分析师,1-1.5万/月,北京-东城区,北京昆仑联通科技发展股份有限公司,上市公司,150-500人,计算机服务(系统、数据服务、维修),08-13
BI数据分析师,0.8-1.5万/月,西安-高新技术产业开发区,西安华讯科技有限责任公司,合资,150-500人,计算机软件,08-13
数据分析师,1-1.5万/月,珠海-香洲区,铭杰（珠海）品牌管理有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,1-1.7万/月,上海-长宁区,菲斯科（上海）软件有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-13
数据分析师,0.6-1万/月,上海-浦东新区,薪得付信息技术(上海)有限公司,外资（欧美）,500-1000人,专业服务(咨询、人力资源、财会),08-13
数据分析师/数据科学家,1.2-1.8万/月,上海-闵行区,麦凯（上海）生物科技有限公司,民营公司,50-150人,制药/生物工程,08-13
数据专员/数据分析师,0.8-1万/月,上海-长宁区,上海轩天置业有限公司,民营公司,1000-5000人,房地产,08-13
数据分析师,1-1.5万/月,广州-天河区,广州淘通科技股份有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,30-60万/年,深圳-南山区,酷派集团,外资（非欧美）,1000-5000人,通信/电信/网络设备,08-13
业务数据分析师,1.5-2万/月,上海-宝山区,上海宝资软件有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,6-8千/月,成都,四川空间座标信息科技有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师,0.8-1.6万/月,广州-天河区,广州天维信息技术股份有限公司,上市公司,500-1000人,计算机软件,08-13
电商-数据分析师 (MJ003981),2.2-4万/月,广州-番禺区,广州欢聚时代信息科技有限公司,民营公司,5000-10000人,计算机软件,08-13
数据分析师,0.8-1.6万/月,上海-黄浦区,上海易辟电子商务有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,1-2万/月,北京-海淀区,中建电子商务有限责任公司,国企,500-1000人,互联网/电子商务,08-13
高级数据分析师,0.8-1.5万/月,广州-天河区,广州威尔森信息科技有限公司,民营公司,150-500人,专业服务(咨询、人力资源、财会),08-13
数据分析师,10-15万/年,长沙,怀化市康珑通讯有限公司,民营公司,150-500人,通信/电信/网络设备,08-13
数据分析师,1-2万/月,广州-越秀区,时代邻里集团,民营公司,5000-10000人,物业管理/商业中心,08-13
数据分析师,4-8千/月,南昌-红谷滩新区,浙江天正信息科技有限公司,国企,50-150人,计算机软件,08-13
电商数据分析师,6-8千/月,南通,安客诚信息服务（上海）有限公司,外资（欧美）,150-500人,计算机服务(系统、数据服务、维修),08-13
数据分析师,1.2-1.8万/月,上海,东软熙康健康科技有限公司,民营公司,1000-5000人,互联网/电子商务,08-13
数据分析师,5-8千/月,青岛-高新区,青岛云智环境数据管理有限公司,民营公司,少于50人,计算机软件,08-13
数据分析师,5-8千/月,青岛-高新区,青岛清数生态文明研究院有限公司,民营公司,少于50人,计算机软件,08-13
数据分析师,1-2万/月,青岛-崂山区,海尔消费金融有限公司,合资,50-150人,金融/投资/证券,08-13
语音数据分析师,1.8-2.5万/月,青岛,海尔智家股份有限公司,上市公司,10000人以上,家具/家电/玩具/礼品,08-13
数据分析师,1-1.5万/月,上海-宝山区,上海友料餐饮管理有限公司,民营公司,150-500人,餐饮业,08-13
天猫高级数据分析师,1.5-1.8万/月,上海,上海湛润信息科技有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,1.5-2万/月,杭州-滨江区,爱换换能源（上海）有限公司,民营公司,少于50人,互联网/电子商务,08-13
数据分析师,20-30万/年,上海,海尔集团金融控股有限公司,上市公司,500-1000人,金融/投资/证券,08-13
数据分析师,1.5-2.5万/月,北京-海淀区,北京中电博亚科技有限公司,民营公司,50-150人,网络游戏,08-13
高级数据分析师,1-1.2万/月,武汉-洪山区,顺丰商业事业群,民营公司,10000人以上,多元化业务集团公司,08-13
数据分析师（电商）,0.8-1.2万/月,上海,乐扣乐扣（中国）,外资（非欧美）,1000-5000人,批发/零售,08-13
Tableau数据分析师,1.6-2万/月,上海-普陀区,上海亦恺互联网科技有限公司,外资（非欧美）,50-150人,互联网/电子商务,08-13
急聘数据分析师（待遇面议）,1-1.5万/月,深圳-罗湖区,深圳市登尼特企业管理顾问有限公司,民营公司,150-500人,专业服务(咨询、人力资源、财会),08-13
数据分析师,1-1.8万/月,深圳-南山区,深圳市和合信诺大数据科技有限公司,民营公司,50-150人,计算机服务(系统、数据服务、维修),08-13
商业数据分析师,1.2-2.4万/月,广州-海珠区,广州速道信息科技有限公司,民营公司,1000-5000人,互联网/电子商务,08-13
数据分析师,1-1.5万/月,上海-黄浦区,Tim Hortons,外资（欧美）,150-500人,餐饮业,08-13
数据分析师,0.8-1.5万/月,深圳-南山区,深圳鹏爱医院投资管理有限公司,上市公司,1000-5000人,医疗/护理/卫生,08-13
大数据分析师,0.6-1万/月,广州-天河区,广东源恒软件科技有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师,1-1.5万/月,广州-天河区,广州天鹏计算机科技有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,0.8-1万/月,成都,全友家私有限公司,民营公司,10000人以上,家具/家电/玩具/礼品,08-13
数据分析师,1.5-2.5万/月,武汉-洪山区,北京同天科技有限公司,民营公司,150-500人,计算机服务(系统、数据服务、维修),08-13
数据分析师,0.8-1.2万/月,广州,广州谷雨生物科技有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,1.5-2万/月,杭州-滨江区,浙江联泰信息系统有限公司,民营公司,150-500人,通信/电信/网络设备,08-13
数据分析师,1.5-2.5万/月,上海,杭州边锋网络技术有限公司,国企,1000-5000人,网络游戏,08-13
初级数据分析师,0.7-1.2万/月,佛山-禅城区,箭牌家居集团股份有限公司,民营公司,10000人以上,家具/家电/玩具/礼品,08-13
数据分析师,5-7千/月,深圳-宝安区,深圳市瑞凌实业集团股份有限公司,上市公司,1000-5000人,机械/设备/重工,08-13
数据分析师,0.8-1万/月,武汉-洪山区,武汉优你天然调味餐饮管理有限公司,民营公司,1000-5000人,餐饮业,08-13
数据分析师,1-2万/月,昆明,昆明百盛,外资（非欧美）,500-1000人,批发/零售,08-13
高级数据工程师/ 高级数据分析师,1.5-2万/月,深圳-福田区,香港生产力促进局内地附属公司,外资（非欧美）,500-1000人,专业服务(咨询、人力资源、财会),08-13
电商数据分析师,1-2万/月,深圳-龙华区,深圳市蜜蜂互联网络科技有限公司,民营公司,50-150人,互联网/电子商务,08-13
数据分析师,1-1.5万/月,广州-天河区,广州市鸿森餐饮服务有限公司,民营公司,150-500人,餐饮业,08-13
数据分析师,1-1.5万/月,上海,上海美华系统有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,3.5-5.5万/月,北京-朝阳区,美团,上市公司,10000人以上,互联网/电子商务,08-13
电商数据分析师,1-1.8万/月,深圳-龙华区,深圳市八号仓奥特莱斯有限公司,民营公司,150-500人,物业管理/商业中心,08-13
数据分析师（跨境电商）,1.6-2.5万/月,深圳-龙华区,深圳市唛壳科技有限公司,民营公司,50-150人,贸易/进出口,08-13
数据分析师（待上市公司+福利齐全）,1-1.5万/月,广州-天河区,广东长兴润德教育科技有限公司佛山分公司,民营公司,1000-5000人,教育/培训/院校,08-13
游戏运营-数据分析师,1-2万/月,上海-徐汇区,上海成蹊信息科技有限公司,民营公司,150-500人,网络游戏,08-13
商品数据分析师,0.5-1万/月,广州-番禺区,城市日记（广州）有限公司,合资,50-150人,批发/零售,08-13
数据分析师,0.8-1万/月,广州,广州九州塔苏斯展览有限公司,合资,50-150人,公关/市场推广/会展,08-13
CRM数据分析师,0.8-1.5万/月,上海,数云信息技术（上海）有限公司,民营公司,500-1000人,计算机软件,08-13
数据分析师,8-10万/年,深圳-罗湖区,深圳世联行集团股份有限公司,上市公司,10000人以上,房地产,08-13
运营分析师/数据分析师,1-2万/月,广州,深圳市南电云商有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师,1-1.5万/月,上海-长宁区,精明购,合资,150-500人,互联网/电子商务,08-13
数据分析师,0.8-1万/月,上海-静安区,上海时代光华教育发展有限公司,民营公司,500-1000人,互联网/电子商务,08-13
网站数据分析师,1-1.5万/月,深圳-南山区,深圳麦风科技有限公司,民营公司,150-500人,计算机软件,08-13
高级数据分析师,2-2.5万/月,广州-天河区,全球购骑士特权,民营公司,500-1000人,互联网/电子商务,08-13
数据分析师(跨境电商方向）,1.5-2.5万/月,上海-长宁区,上海捷利供应链管理有限公司,民营公司,150-500人,交通/运输/物流,08-13
数据分析师（智慧交通）,1.8-3万/月,深圳-南山区,深圳市华傲数据技术有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师/BI分析师,1-1.5万/月,广州-天河区,广东良策房屋科技有限公司,民营公司,150-500人,金融/投资/证券,08-13
数据分析师,1-1.5万/月,上海,上海原裕商贸有限公司,外资（非欧美）,150-500人,互联网/电子商务,08-13
数据分析师,1.3-2.3万/月,上海-静安区,上海青雷萌电子商务有限公司,民营公司,50-150人,互联网/电子商务,08-13
数据需求分析师,1-1.5万/月,广州-白云区,UR 快尚时装有限公司,民营公司,5000-10000人,服装/纺织/皮革,08-13
数据业务分析师,1.5-2万/月,长沙,上海西信信息科技股份有限公司,上市公司,150-500人,计算机服务(系统、数据服务、维修),08-13
数据分析师,5-8千/月,广州-白云区,智器云南京信息科技有限公司,民营公司,150-500人,计算机软件,08-13
高级数据分析师,20-30万/年,上海-浦东新区,华大半导体有限公司,国企,150-500人,电子技术/半导体/集成电路,08-13
数据分析师,0.8-1.5万/月,合肥-包河区,合肥一品科技有限公司,民营公司,,计算机软件,08-13
资深数据分析师,1.2-1.6万/月,上海-静安区,上海宝立电子商务有限公司,民营公司,50-150人,互联网/电子商务,08-13
BI数据分析师,1.5-2万/月,上海-浦东新区,上海奈尔宝企业管理有限公司,民营公司,500-1000人,娱乐/休闲/体育,08-13
数据分析师,1-2万/月,河南省,安徽科讯金服科技有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师,6-8千/月,南昌,北京先进数通信息技术股份公司,上市公司,1000-5000人,计算机软件,08-13
高级数据分析师（贷后策略）,1.5-2.5万/月,上海-浦东新区,上海嘉银金融科技股份有限公司,民营公司,1000-5000人,金融/投资/证券,08-13
数据分析师（跨境电商）,0.7-1万/月,上海-浦东新区,上海元雀信息科技有限公司,民营公司,少于50人,互联网/电子商务,08-13
数据分析师,0.8-1万/月,无锡-滨湖区,无锡智慧城市科技发展有限公司,国企,50-150人,计算机软件,08-13
BI数据分析师,2-2.5万/月,上海-虹口区,Lily商务时装,国企,1000-5000人,服装/纺织/皮革,08-13
BI数据分析师,0.6-1.5万/月,杭州-滨江区,杭州九州方园科技有限公司,民营公司,50-150人,计算机软件,08-13
数据银行分析师,2.5-3万/月,杭州-江干区,杭州壹网壹创科技股份有限公司,上市公司,1000-5000人,互联网/电子商务,08-13
数据分析师-上海张江-01032,1.5-2万/月,上海,上海领健信息技术有限公司,民营公司,500-1000人,互联网/电子商务,08-13
数据分析师,0.6-1万/月,广州-天河区,广州菲鹿儿商贸有限公司,民营公司,150-500人,快速消费品(食品、饮料、化妆品),08-13
数据分析师,1.2-2万/月,上海-浦东新区,同程数科,民营公司,150-500人,金融/投资/证券,08-13
医疗数据分析师,3-5千/月,济南-高新区,上海术木医疗科技有限公司,民营公司,50-150人,计算机软件,08-13
农业大数据分析师,1.5-2万/月,盐城-盐都区,江苏叁拾叁信息技术有限公司,民营公司,50-150人,计算机软件,08-13
数据分析师(市场方向),1.2-1.6万/月,长沙-岳麓区,三诺生物传感股份有限公司,民营公司,1000-5000人,医疗设备/器械,08-13
数据分析师,4.5-6千/月,武汉-武汉经济开发区,大唐互联科技（武汉）有限公司,国企,150-500人,计算机软件,08-13
商业数据分析师,0.8-1.5万/月,烟台,烟台欣和企业食品有限公司,外资（欧美）,1000-5000人,快速消费品(食品、饮料、化妆品),08-13
商业数据分析师,1-2万/月,成都-高新区,成都路行通信息技术有限公司,民营公司,1000-5000人,互联网/电子商务,08-13
数据分析师（环境）,1-1.5万/月,台州-仙居县,广州禾信仪器股份有限公司,上市公司,500-1000人,仪器仪表/工业自动化,08-13
数据统计分析师,5-8千/月,宁波-鄞州区,国烨跨境电子商务（宁波）有限公司,民营公司,150-500人,互联网/电子商务,08-13
大数据分析师（工作地点：西安）,10-15万/年,西安-碑林区,四川一真管理咨询有限公司,民营公司,50-150人,专业服务(咨询、人力资源、财会),08-13
数据分析师,0.8-1万/月,厦门,硕橙（厦门）科技有限公司,创业公司,少于50人,电子技术/半导体/集成电路,08-13
商品数据分析师,1-1.5万/月,上海-普陀区,罗莱生活科技股份有限公司,上市公司,1000-5000人,服装/纺织/皮革,08-13
贝克总部急招数据分析师（高级专员）,6-8千/月,沈阳-浑南区,辽宁贝壳房地产经纪有限公司,民营公司,5000-10000人,房地产,08-13
数据分析师,1.5-2.5万/月,上海,上海水星家用纺织品股份有限公司,上市公司,1000-5000人,服装/纺织/皮革,08-13
数据分析师,4.5-6千/月,沈阳,沈阳中辉云科技有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,10-15万/年,宁波,宁波太平鸟悦尚童装有限公司,民营公司,1000-5000人,批发/零售,08-13
高薪招聘数据分析师,0.8-1万/月,长沙-芙蓉区,湖南国垦科技有限公司,民营公司,少于50人,计算机服务(系统、数据服务、维修),08-13
高级数据分析师,0.8-1万/月,武汉-江汉区,万科集团物业事业本部,上市公司,10000人以上,物业管理/商业中心,08-13
集团高级数据分析师 18-25k 双休,1.8-2.5万/月,上海-杨浦区,上海同策房产咨询股份有限公司,合资,10000人以上,房地产,08-13
遗传数据分析师,1-1.5万/月,南京,南京世和基因生物技术股份有限公司,民营公司,500-1000人,制药/生物工程,08-13
数据分析师/数据挖掘工程师,0.8-1.5万/月,广州-天河区,广东蔚海数问大数据科技有限公司,民营公司,50-150人,计算机软件,08-13
物流数据分析师（EIQ）,0.6-1万/月,武汉-汉阳区,湖北九州通达科技开发有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师 (MJ000588),0.7-1万/月,无锡,无锡贝贝帕克文化创意发展有限公司,民营公司,500-1000人,服装/纺织/皮革,08-13
数据分析师,1-1.5万/月,无锡,无锡尚佰环球电子商务有限公司,民营公司,150-500人,互联网/电子商务,08-13
数据分析师,4-7千/月,东莞-虎门镇,东莞赛斐特商贸有限公司,民营公司,150-500人,互联网/电子商务,08-13
BI数据分析师-Power BI,1-1.5万/月,上海,上海璞锐公关策划咨询有限公司,外资（欧美）,50-150人,公关/市场推广/会展,08-13
数据分析师,10-20万/年,成都-武侯区,民航成都电子技术有限责任公司,国企,500-1000人,电子技术/半导体/集成电路,08-13
高级数据分析师（医疗）,1.5-2万/月,广州-天河区,广东医大智能科技有限公司,民营公司,150-500人,计算机软件,08-13
数据分析师/主管 (MJ000213),1-1.5万/月,上海-闵行区,上海阿吉豆投资管理咨询有限公司,民营公司,1000-5000人,批发/零售,08-13
